method_id,model_label,score_col,threshold_mode,threshold_strategy,split,global_threshold,complaint_category,rows,positive_rows,positive_share,predicted_positive_rows,predicted_positive_share,accuracy,balanced_accuracy,precision,recall,specificity,npv,f1,f2,roc_auc,pr_auc,tn,fp,fn,tp
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.57,environment,13624,1495,0.10973282442748092,2956,0.21697005284791546,0.7864797416324134,0.6677861539178469,0.2608254397834912,0.5157190635451505,0.8198532442905433,0.9321334833145857,0.34643900247135473,0.43140107430617725,0.7573516966853814,0.28055337495230825,9944,2185,724,771
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.57,housing,13624,1626,0.11934820904286553,2983,0.2189518496770405,0.7904433352906636,0.6819155693640617,0.29399932953402613,0.5393603936039361,0.8244707451241874,0.92961187858284,0.38055977435452376,0.4622114472435965,0.7781825619973153,0.37776250976790066,9892,2106,749,877
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.57,infrastructure,13624,1734,0.12727539635936583,3866,0.28376394597768645,0.7291544333529066,0.6529610627212346,0.24702534919813762,0.5507497116493656,0.7551724137931034,0.9201680672268907,0.3410714285714286,0.4420477689316793,0.722860409191134,0.2659666294867927,8979,2911,779,955
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.57,noise,13624,1884,0.138285378743394,3780,0.27745155607751026,0.7513211978860834,0.6894956904190945,0.3010582010582011,0.6040339702760085,0.7749574105621806,0.9242177976432344,0.4018361581920904,0.5028278543655001,0.7581268288139701,0.34229920131002745,9098,2642,746,1138
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.57,other,13624,1802,0.13226658837345862,3667,0.26915736934820905,0.7474310041103934,0.6691479945495624,0.27652031633487867,0.562708102108768,0.775587886990357,0.9208596966957919,0.37081733406472844,0.46620689655172415,0.7490953255757666,0.30363222405655266,9169,2653,788,1014
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.57,parking_traffic,13624,1884,0.138285378743394,3813,0.27987375220199645,0.7375954198473282,0.6643756080975994,0.2782585890375033,0.5631634819532909,0.765587734241908,0.916114565283865,0.3724767421449886,0.4674420653802097,0.7358302860635786,0.31320491121337707,8988,2752,823,1061
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.57,public_safety,13624,1839,0.13498238402818555,3152,0.23135642982971227,0.7810481503229595,0.6818416467048393,0.31852791878172587,0.5459488852637303,0.8177344081459482,0.9202635599694423,0.40232418353035465,0.4777312523791397,0.7750234800922732,0.33448701100766687,9637,2148,835,1004
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.57,sanitation,13624,1651,0.12118320610687022,2855,0.20955666470933645,0.7855255431591309,0.653702457826698,0.2774080560420315,0.47970926711084194,0.8276956485425541,0.9202340050143931,0.35153129161118507,0.4186489058039962,0.7431784102561068,0.28212769285533607,9910,2063,859,792
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.57,water_sewer,13624,1659,0.12177040516735173,3586,0.2632119788608338,0.7613769817968291,0.692291662416023,0.27802565532626883,0.6009644364074744,0.7836188884245716,0.9340506076907751,0.3801715919923737,0.4876736450792409,0.7753235715885215,0.3528214435733986,9376,2589,662,997
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.57,environment,27510,2896,0.10527081061432206,5892,0.21417666303162486,0.793965830607052,0.6813383166477147,0.26476578411405294,0.5386740331491713,0.8240026001462583,0.9381996484411139,0.35502958579881655,0.44632639047837036,0.7775210787711437,0.29939850296075765,20282,4332,1336,1560
