file,output,status,chunksize,chunk_count,total_raw_rows,total_after_clean,total_removed_bad_coord,total_matched_nta,total_unmatched_nta,match_rate_after_clean,elapsed_seconds
data\raw\nyc_311\nyc_311_2019_12_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_12_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.6684162616729736
data\raw\nyc_311\nyc_311_2019_12_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_12_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.6744978427886963
data\raw\nyc_311\nyc_311_2019_12_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_12_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.6465082168579102
data\raw\nyc_311\nyc_311_2019_12_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_12_part003_with_nta.csv.gz,done,100000,1,35090,35090,0,35085,5,0.999857509261898,0.46256065368652344
data\raw\nyc_311\nyc_311_2020_01_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_01_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.6705095767974854
data\raw\nyc_311\nyc_311_2020_01_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_01_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49998,2,0.99996,0.6668977737426758
data\raw\nyc_311\nyc_311_2020_01_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_01_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49997,3,0.99994,0.6763629913330078
data\raw\nyc_311\nyc_311_2020_01_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_01_part003_with_nta.csv.gz,done,100000,1,38339,38339,0,38332,7,0.9998174182946868,0.5326364040374756
data\raw\nyc_311\nyc_311_2020_02_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_02_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.6820356845855713
data\raw\nyc_311\nyc_311_2020_02_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_02_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.6741988658905029
data\raw\nyc_311\nyc_311_2020_02_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_02_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.6684727668762207
data\raw\nyc_311\nyc_311_2020_02_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_02_part003_with_nta.csv.gz,done,100000,1,16976,16976,0,16975,1,0.9999410933081998,0.23490548133850098
data\raw\nyc_311\nyc_311_2020_03_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_03_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.6690623760223389
data\raw\nyc_311\nyc_311_2020_03_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_03_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.655874490737915
data\raw\nyc_311\nyc_311_2020_03_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_03_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.6584951877593994
data\raw\nyc_311\nyc_311_2020_03_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_03_part003_with_nta.csv.gz,done,100000,1,24108,24108,0,24106,2,0.9999170399867264,0.3203551769256592
data\raw\nyc_311\nyc_311_2020_04_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_04_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.6572575569152832
data\raw\nyc_311\nyc_311_2020_04_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_04_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.6641538143157959
data\raw\nyc_311\nyc_311_2020_04_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_04_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49976,24,0.99952,0.6609587669372559
data\raw\nyc_311\nyc_311_2020_04_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_04_part003_with_nta.csv.gz,done,100000,1,2936,2936,0,2934,2,0.9993188010899182,0.06135058403015137
data\raw\nyc_311\nyc_311_2020_05_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_05_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49971,29,0.99942,0.6504347324371338
data\raw\nyc_311\nyc_311_2020_05_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_05_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.6628139019012451
data\raw\nyc_311\nyc_311_2020_05_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_05_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49973,27,0.99946,0.6577212810516357
data\raw\nyc_311\nyc_311_2020_05_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_05_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.6760294437408447
data\raw\nyc_311\nyc_311_2020_05_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_05_part004_with_nta.csv.gz,done,100000,1,28419,28419,0,28411,8,0.9997184981878321,0.4163651466369629
data\raw\nyc_311\nyc_311_2020_06_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_06_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49980,20,0.9996,0.7195453643798828
data\raw\nyc_311\nyc_311_2020_06_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_06_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.7279231548309326
data\raw\nyc_311\nyc_311_2020_06_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_06_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49980,20,0.9996,0.6643314361572266
data\raw\nyc_311\nyc_311_2020_06_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_06_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.6542398929595947
data\raw\nyc_311\nyc_311_2020_06_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_06_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.6861240863800049
data\raw\nyc_311\nyc_311_2020_06_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_06_part005_with_nta.csv.gz,done,100000,1,50000,50000,0,49974,26,0.99948,0.7350971698760986
data\raw\nyc_311\nyc_311_2020_06_part006.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_06_part006_with_nta.csv.gz,done,100000,1,6170,6170,0,6168,2,0.9996758508914101,0.10872840881347656
data\raw\nyc_311\nyc_311_2020_07_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_07_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49978,22,0.99956,0.7278482913970947
data\raw\nyc_311\nyc_311_2020_07_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_07_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.6916985511779785
data\raw\nyc_311\nyc_311_2020_07_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_07_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.7696683406829834
data\raw\nyc_311\nyc_311_2020_07_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_07_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49989,11,0.99978,0.7852904796600342
data\raw\nyc_311\nyc_311_2020_07_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_07_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.7104830741882324
data\raw\nyc_311\nyc_311_2020_07_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_07_part005_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.7084977626800537
data\raw\nyc_311\nyc_311_2020_07_part006.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_07_part006_with_nta.csv.gz,done,100000,1,9200,9200,0,9198,2,0.9997826086956522,0.15100908279418945
data\raw\nyc_311\nyc_311_2020_08_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_08_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,1.004958152770996
data\raw\nyc_311\nyc_311_2020_08_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_08_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,1.1396021842956543
data\raw\nyc_311\nyc_311_2020_08_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_08_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,1.1322884559631348
data\raw\nyc_311\nyc_311_2020_08_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_08_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,1.1375277042388916
data\raw\nyc_311\nyc_311_2020_08_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_08_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,1.0839197635650635
data\raw\nyc_311\nyc_311_2020_08_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_08_part005_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,1.1215291023254395
data\raw\nyc_311\nyc_311_2020_08_part006.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_08_part006_with_nta.csv.gz,done,100000,1,38276,38276,0,38268,8,0.9997909917441739,0.8705635070800781
data\raw\nyc_311\nyc_311_2020_09_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_09_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,1.1195626258850098
data\raw\nyc_311\nyc_311_2020_09_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_09_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,1.0953395366668701
data\raw\nyc_311\nyc_311_2020_09_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_09_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49997,3,0.99994,1.2386775016784668
data\raw\nyc_311\nyc_311_2020_09_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_09_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,1.1305961608886719
data\raw\nyc_311\nyc_311_2020_09_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_09_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,1.1089179515838623
data\raw\nyc_311\nyc_311_2020_09_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_09_part005_with_nta.csv.gz,done,100000,1,30933,30933,0,30927,6,0.9998060323925905,0.718881368637085
data\raw\nyc_311\nyc_311_2020_10_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_10_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,1.1766676902770996
data\raw\nyc_311\nyc_311_2020_10_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_10_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,1.1224212646484375
data\raw\nyc_311\nyc_311_2020_10_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_10_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,1.1430861949920654
data\raw\nyc_311\nyc_311_2020_10_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_10_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,1.2020080089569092
data\raw\nyc_311\nyc_311_2020_10_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_10_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,1.2161579132080078
data\raw\nyc_311\nyc_311_2020_10_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_10_part005_with_nta.csv.gz,done,100000,1,13692,13692,0,13692,0,1.0,0.37172651290893555
data\raw\nyc_311\nyc_311_2020_11_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_11_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,1.2101171016693115
data\raw\nyc_311\nyc_311_2020_11_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_11_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,1.0386297702789307
data\raw\nyc_311\nyc_311_2020_11_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_11_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.6967494487762451
data\raw\nyc_311\nyc_311_2020_11_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_11_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.6663086414337158
data\raw\nyc_311\nyc_311_2020_11_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_11_part004_with_nta.csv.gz,done,100000,1,28734,28734,0,28728,6,0.9997911881394863,0.3990297317504883
data\raw\nyc_311\nyc_311_2020_12_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_12_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.6763579845428467
data\raw\nyc_311\nyc_311_2020_12_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_12_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.6653604507446289
data\raw\nyc_311\nyc_311_2020_12_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_12_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.6636724472045898
data\raw\nyc_311\nyc_311_2020_12_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_12_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49979,21,0.99958,0.6881861686706543
data\raw\nyc_311\nyc_311_2020_12_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2020_12_part004_with_nta.csv.gz,done,100000,1,25865,25865,0,25861,4,0.9998453508602358,0.361006498336792
data\raw\nyc_311\nyc_311_2021_01_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_01_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.673447847366333
data\raw\nyc_311\nyc_311_2021_01_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_01_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49982,18,0.99964,0.6780791282653809
data\raw\nyc_311\nyc_311_2021_01_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_01_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.6758162975311279
data\raw\nyc_311\nyc_311_2021_01_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_01_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.6869487762451172
data\raw\nyc_311\nyc_311_2021_01_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_01_part004_with_nta.csv.gz,done,100000,1,23115,23115,0,23111,4,0.9998269521955441,0.3235805034637451
data\raw\nyc_311\nyc_311_2021_02_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_02_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.6742696762084961
data\raw\nyc_311\nyc_311_2021_02_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_02_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.6723251342773438
data\raw\nyc_311\nyc_311_2021_02_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_02_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.6709251403808594
data\raw\nyc_311\nyc_311_2021_02_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_02_part003_with_nta.csv.gz,done,100000,1,40335,40335,0,40321,14,0.9996529069046733,0.5529885292053223
data\raw\nyc_311\nyc_311_2021_03_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_03_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.6797504425048828
data\raw\nyc_311\nyc_311_2021_03_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_03_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.674109935760498
data\raw\nyc_311\nyc_311_2021_03_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_03_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.682427167892456
data\raw\nyc_311\nyc_311_2021_03_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_03_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.6520545482635498
data\raw\nyc_311\nyc_311_2021_03_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_03_part004_with_nta.csv.gz,done,100000,1,41557,41557,0,41546,11,0.9997353033183338,0.5454392433166504
data\raw\nyc_311\nyc_311_2021_04_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_04_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.666330099105835
data\raw\nyc_311\nyc_311_2021_04_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_04_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49976,24,0.99952,0.6645102500915527
data\raw\nyc_311\nyc_311_2021_04_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_04_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.6524868011474609
data\raw\nyc_311\nyc_311_2021_04_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_04_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49980,20,0.9996,0.668205738067627
data\raw\nyc_311\nyc_311_2021_04_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_04_part004_with_nta.csv.gz,done,100000,1,33583,33583,0,33572,11,0.9996724533245988,0.4514744281768799
data\raw\nyc_311\nyc_311_2021_05_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_05_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.6728236675262451
data\raw\nyc_311\nyc_311_2021_05_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_05_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.6699256896972656
data\raw\nyc_311\nyc_311_2021_05_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_05_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49980,20,0.9996,0.6738183498382568
data\raw\nyc_311\nyc_311_2021_05_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_05_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.6698644161224365
data\raw\nyc_311\nyc_311_2021_05_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_05_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.6588902473449707
data\raw\nyc_311\nyc_311_2021_05_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_05_part005_with_nta.csv.gz,done,100000,1,18187,18187,0,18182,5,0.9997250783526694,0.2557101249694824
data\raw\nyc_311\nyc_311_2021_06_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_06_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49983,17,0.99966,0.6722190380096436
data\raw\nyc_311\nyc_311_2021_06_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_06_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.6750142574310303
data\raw\nyc_311\nyc_311_2021_06_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_06_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49983,17,0.99966,0.6769330501556396
data\raw\nyc_311\nyc_311_2021_06_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_06_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49979,21,0.99958,0.6752102375030518
data\raw\nyc_311\nyc_311_2021_06_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_06_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.6741995811462402
data\raw\nyc_311\nyc_311_2021_06_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_06_part005_with_nta.csv.gz,done,100000,1,44209,44209,0,44193,16,0.9996380827433328,0.6001527309417725
data\raw\nyc_311\nyc_311_2021_07_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_07_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49978,22,0.99956,0.7008092403411865
data\raw\nyc_311\nyc_311_2021_07_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_07_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.7566859722137451
data\raw\nyc_311\nyc_311_2021_07_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_07_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.7257699966430664
data\raw\nyc_311\nyc_311_2021_07_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_07_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49976,24,0.99952,0.7490124702453613
data\raw\nyc_311\nyc_311_2021_07_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_07_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.7241697311401367
data\raw\nyc_311\nyc_311_2021_07_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_07_part005_with_nta.csv.gz,done,100000,1,46501,46501,0,46481,20,0.9995699017225436,0.66756272315979
data\raw\nyc_311\nyc_311_2021_08_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_08_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.7421543598175049
data\raw\nyc_311\nyc_311_2021_08_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_08_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49973,27,0.99946,0.7573862075805664
data\raw\nyc_311\nyc_311_2021_08_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_08_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49977,23,0.99954,0.7245373725891113
data\raw\nyc_311\nyc_311_2021_08_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_08_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.7258079051971436
data\raw\nyc_311\nyc_311_2021_08_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_08_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.7618556022644043
data\raw\nyc_311\nyc_311_2021_08_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_08_part005_with_nta.csv.gz,done,100000,1,25428,25428,0,25412,16,0.9993707723769073,0.3620262145996094
data\raw\nyc_311\nyc_311_2021_09_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_09_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.682058572769165
data\raw\nyc_311\nyc_311_2021_09_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_09_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49976,24,0.99952,0.6743309497833252
data\raw\nyc_311\nyc_311_2021_09_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_09_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49978,22,0.99956,0.6986570358276367
data\raw\nyc_311\nyc_311_2021_09_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_09_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49971,29,0.99942,0.6948220729827881
data\raw\nyc_311\nyc_311_2021_09_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_09_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49974,26,0.99948,0.679696798324585
data\raw\nyc_311\nyc_311_2021_09_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_09_part005_with_nta.csv.gz,done,100000,1,50000,50000,0,49946,54,0.99892,0.6773929595947266
data\raw\nyc_311\nyc_311_2021_09_part006.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_09_part006_with_nta.csv.gz,done,100000,1,11303,11303,0,11302,1,0.9999115279129435,0.20511698722839355
data\raw\nyc_311\nyc_311_2021_10_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_10_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49963,37,0.99926,0.738659143447876
data\raw\nyc_311\nyc_311_2021_10_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_10_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.7399842739105225
data\raw\nyc_311\nyc_311_2021_10_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_10_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49976,24,0.99952,0.6908011436462402
data\raw\nyc_311\nyc_311_2021_10_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_10_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49979,21,0.99958,0.71773362159729
data\raw\nyc_311\nyc_311_2021_10_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_10_part004_with_nta.csv.gz,done,100000,1,50000,49999,1,49984,15,0.99969999399988,0.685218095779419
data\raw\nyc_311\nyc_311_2021_10_part005.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_10_part005_with_nta.csv.gz,done,100000,1,50000,50000,0,49982,18,0.99964,0.6724667549133301
data\raw\nyc_311\nyc_311_2021_10_part006.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_10_part006_with_nta.csv.gz,done,100000,1,2764,2764,0,2763,1,0.9996382054992764,0.059964656829833984
data\raw\nyc_311\nyc_311_2021_11_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_11_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49978,22,0.99956,0.6704583168029785
data\raw\nyc_311\nyc_311_2021_11_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_11_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.6747660636901855
data\raw\nyc_311\nyc_311_2021_11_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_11_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49981,19,0.99962,0.6755235195159912
data\raw\nyc_311\nyc_311_2021_11_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_11_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49982,18,0.99964,0.6671755313873291
data\raw\nyc_311\nyc_311_2021_11_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2021_11_part004_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.6720678806304932
