file,output,status,chunksize,chunk_count,total_raw_rows,total_after_clean,total_removed_bad_coord,total_matched_nta,total_unmatched_nta,match_rate_after_clean,elapsed_seconds
data\raw\nyc_311\nyc_311_2017_08_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_08_part003_with_nta.csv.gz,done,100000,1,36760,36760,0,36750,10,0.999727965179543,0.5638313293457031
data\raw\nyc_311\nyc_311_2017_09_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_09_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49997,3,0.99994,0.6588690280914307
data\raw\nyc_311\nyc_311_2017_09_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_09_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.704603910446167
data\raw\nyc_311\nyc_311_2017_09_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_09_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.6657836437225342
data\raw\nyc_311\nyc_311_2017_09_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_09_part003_with_nta.csv.gz,done,100000,1,41657,41657,0,41644,13,0.999687927599203,0.7215402126312256
data\raw\nyc_311\nyc_311_2017_10_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_10_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.6475884914398193
data\raw\nyc_311\nyc_311_2017_10_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_10_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.725156307220459
data\raw\nyc_311\nyc_311_2017_10_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_10_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.6646444797515869
data\raw\nyc_311\nyc_311_2017_10_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_10_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.8403558731079102
data\raw\nyc_311\nyc_311_2017_10_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_10_part004_with_nta.csv.gz,done,100000,1,2481,2481,0,2481,0,1.0,0.05802154541015625
data\raw\nyc_311\nyc_311_2017_11_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_11_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.664905309677124
data\raw\nyc_311\nyc_311_2017_11_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_11_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49999,1,0.99998,0.628969669342041
data\raw\nyc_311\nyc_311_2017_11_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_11_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49998,2,0.99996,0.6753671169281006
data\raw\nyc_311\nyc_311_2017_11_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_11_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.664207935333252
data\raw\nyc_311\nyc_311_2017_11_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_11_part004_with_nta.csv.gz,done,100000,1,1968,1968,0,1968,0,1.0,0.05182003974914551
data\raw\nyc_311\nyc_311_2017_12_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_12_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.7174332141876221
data\raw\nyc_311\nyc_311_2017_12_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_12_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6513209342956543
data\raw\nyc_311\nyc_311_2017_12_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_12_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.6933751106262207
data\raw\nyc_311\nyc_311_2017_12_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_12_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6628737449645996
data\raw\nyc_311\nyc_311_2017_12_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2017_12_part004_with_nta.csv.gz,done,100000,1,4429,4429,0,4429,0,1.0,0.07981991767883301
data\raw\nyc_311\nyc_311_2018_01_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_01_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49997,3,0.99994,0.709007978439331
data\raw\nyc_311\nyc_311_2018_01_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_01_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6557464599609375
data\raw\nyc_311\nyc_311_2018_01_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_01_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.6683051586151123
data\raw\nyc_311\nyc_311_2018_01_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_01_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.6560392379760742
data\raw\nyc_311\nyc_311_2018_01_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_01_part004_with_nta.csv.gz,done,100000,1,37781,37781,0,37776,5,0.999867658346788,0.49901413917541504
data\raw\nyc_311\nyc_311_2018_02_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_02_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.9016742706298828
data\raw\nyc_311\nyc_311_2018_02_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_02_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49983,17,0.99966,0.6603097915649414
data\raw\nyc_311\nyc_311_2018_02_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_02_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.6967642307281494
data\raw\nyc_311\nyc_311_2018_02_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_02_part003_with_nta.csv.gz,done,100000,1,27149,27149,0,27147,2,0.9999263324616008,0.3714885711669922
data\raw\nyc_311\nyc_311_2018_03_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_03_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.8868520259857178
data\raw\nyc_311\nyc_311_2018_03_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_03_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.6678121089935303
data\raw\nyc_311\nyc_311_2018_03_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_03_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49989,11,0.99978,0.7024595737457275
data\raw\nyc_311\nyc_311_2018_03_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_03_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49989,11,0.99978,0.6593480110168457
data\raw\nyc_311\nyc_311_2018_03_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_03_part004_with_nta.csv.gz,done,100000,1,6619,6619,0,6618,1,0.9998489197764012,0.10908913612365723
data\raw\nyc_311\nyc_311_2018_04_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_04_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,1.0016093254089355
data\raw\nyc_311\nyc_311_2018_04_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_04_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.6541962623596191
data\raw\nyc_311\nyc_311_2018_04_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_04_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6583096981048584
data\raw\nyc_311\nyc_311_2018_04_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_04_part003_with_nta.csv.gz,done,100000,1,47297,47297,0,47286,11,0.9997674271095418,0.7275493144989014
data\raw\nyc_311\nyc_311_2018_05_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_05_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.6752407550811768
data\raw\nyc_311\nyc_311_2018_05_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_05_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49989,11,0.99978,0.7561507225036621
data\raw\nyc_311\nyc_311_2018_05_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_05_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.6844491958618164
data\raw\nyc_311\nyc_311_2018_05_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_05_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.8208317756652832
data\raw\nyc_311\nyc_311_2018_05_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_05_part004_with_nta.csv.gz,done,100000,1,16496,16496,0,16495,1,0.999939379243453,0.24552226066589355
data\raw\nyc_311\nyc_311_2018_06_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_06_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.7412292957305908
data\raw\nyc_311\nyc_311_2018_06_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_06_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49988,12,0.99976,0.6479330062866211
data\raw\nyc_311\nyc_311_2018_06_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_06_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49997,3,0.99994,0.721555233001709
data\raw\nyc_311\nyc_311_2018_06_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_06_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49998,2,0.99996,0.6664626598358154
data\raw\nyc_311\nyc_311_2018_06_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_06_part004_with_nta.csv.gz,done,100000,1,17617,17617,0,17615,2,0.9998864732928422,0.431215763092041
data\raw\nyc_311\nyc_311_2018_07_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_07_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.6651246547698975
data\raw\nyc_311\nyc_311_2018_07_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_07_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.7462241649627686
data\raw\nyc_311\nyc_311_2018_07_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_07_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49989,11,0.99978,0.6930141448974609
data\raw\nyc_311\nyc_311_2018_07_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_07_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.7923574447631836
data\raw\nyc_311\nyc_311_2018_07_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_07_part004_with_nta.csv.gz,done,100000,1,21836,21836,0,21835,1,0.9999542040666789,0.3066716194152832
data\raw\nyc_311\nyc_311_2018_08_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_08_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.6723709106445312
data\raw\nyc_311\nyc_311_2018_08_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_08_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.6675333976745605
data\raw\nyc_311\nyc_311_2018_08_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_08_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.6686830520629883
data\raw\nyc_311\nyc_311_2018_08_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_08_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.6648340225219727
data\raw\nyc_311\nyc_311_2018_08_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_08_part004_with_nta.csv.gz,done,100000,1,22449,22449,0,22442,7,0.9996881821016527,0.40706300735473633
data\raw\nyc_311\nyc_311_2018_09_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_09_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.6828827857971191
data\raw\nyc_311\nyc_311_2018_09_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_09_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.6603219509124756
data\raw\nyc_311\nyc_311_2018_09_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_09_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.6548211574554443
data\raw\nyc_311\nyc_311_2018_09_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_09_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.7291769981384277
data\raw\nyc_311\nyc_311_2018_09_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_09_part004_with_nta.csv.gz,done,100000,1,14304,14304,0,14303,1,0.9999300894854586,0.2160966396331787
data\raw\nyc_311\nyc_311_2018_10_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_10_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.9227297306060791
data\raw\nyc_311\nyc_311_2018_10_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_10_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6758229732513428
data\raw\nyc_311\nyc_311_2018_10_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_10_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49989,11,0.99978,0.6761646270751953
data\raw\nyc_311\nyc_311_2018_10_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_10_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6533818244934082
data\raw\nyc_311\nyc_311_2018_10_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_10_part004_with_nta.csv.gz,done,100000,1,37801,37801,0,37797,4,0.9998941826935795,0.5919489860534668
data\raw\nyc_311\nyc_311_2018_11_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_11_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.6678714752197266
data\raw\nyc_311\nyc_311_2018_11_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_11_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.7096717357635498
data\raw\nyc_311\nyc_311_2018_11_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_11_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49997,3,0.99994,0.6686403751373291
data\raw\nyc_311\nyc_311_2018_11_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_11_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.7127583026885986
data\raw\nyc_311\nyc_311_2018_11_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_11_part004_with_nta.csv.gz,done,100000,1,6190,6190,0,6189,1,0.9998384491114701,0.10943293571472168
data\raw\nyc_311\nyc_311_2018_12_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_12_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.8813726902008057
data\raw\nyc_311\nyc_311_2018_12_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_12_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49999,1,0.99998,0.6563806533813477
data\raw\nyc_311\nyc_311_2018_12_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_12_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.7034928798675537
data\raw\nyc_311\nyc_311_2018_12_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_12_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6583576202392578
data\raw\nyc_311\nyc_311_2018_12_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2018_12_part004_with_nta.csv.gz,done,100000,1,1907,1907,0,1907,0,1.0,0.05343222618103027
data\raw\nyc_311\nyc_311_2019_01_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_01_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,1.0728979110717773
data\raw\nyc_311\nyc_311_2019_01_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_01_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49997,3,0.99994,0.7392072677612305
data\raw\nyc_311\nyc_311_2019_01_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_01_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.6650793552398682
data\raw\nyc_311\nyc_311_2019_01_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_01_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49998,2,0.99996,0.7771871089935303
data\raw\nyc_311\nyc_311_2019_01_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_01_part004_with_nta.csv.gz,done,100000,1,27965,27965,0,27963,2,0.9999284820311103,0.3860907554626465
data\raw\nyc_311\nyc_311_2019_02_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_02_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49997,3,0.99994,0.793903112411499
data\raw\nyc_311\nyc_311_2019_02_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_02_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.6413059234619141
data\raw\nyc_311\nyc_311_2019_02_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_02_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.6841886043548584
data\raw\nyc_311\nyc_311_2019_02_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_02_part003_with_nta.csv.gz,done,100000,1,39068,39068,0,39066,2,0.9999488072079451,0.5349266529083252
data\raw\nyc_311\nyc_311_2019_03_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_03_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49986,14,0.99972,0.7968521118164062
data\raw\nyc_311\nyc_311_2019_03_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_03_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.6482369899749756
data\raw\nyc_311\nyc_311_2019_03_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_03_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.6704308986663818
data\raw\nyc_311\nyc_311_2019_03_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_03_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6503472328186035
data\raw\nyc_311\nyc_311_2019_03_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_03_part004_with_nta.csv.gz,done,100000,1,8128,8128,0,8127,1,0.999876968503937,0.24630260467529297
data\raw\nyc_311\nyc_311_2019_04_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_04_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.6695659160614014
data\raw\nyc_311\nyc_311_2019_04_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_04_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49997,3,0.99994,0.6858866214752197
data\raw\nyc_311\nyc_311_2019_04_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_04_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.661787748336792
data\raw\nyc_311\nyc_311_2019_04_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_04_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.7715370655059814
data\raw\nyc_311\nyc_311_2019_04_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_04_part004_with_nta.csv.gz,done,100000,1,7581,7581,0,7580,1,0.9998680912808336,0.11955475807189941
data\raw\nyc_311\nyc_311_2019_05_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_05_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.824286699295044
data\raw\nyc_311\nyc_311_2019_05_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_05_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49996,4,0.99992,0.6661417484283447
data\raw\nyc_311\nyc_311_2019_05_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_05_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49991,9,0.99982,0.7531857490539551
data\raw\nyc_311\nyc_311_2019_05_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_05_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6539137363433838
data\raw\nyc_311\nyc_311_2019_05_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_05_part004_with_nta.csv.gz,done,100000,1,31305,31305,0,31299,6,0.9998083373263057,0.6662237644195557
data\raw\nyc_311\nyc_311_2019_06_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_06_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49989,11,0.99978,0.6647911071777344
data\raw\nyc_311\nyc_311_2019_06_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_06_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49996,4,0.99992,0.801105260848999
data\raw\nyc_311\nyc_311_2019_06_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_06_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49998,2,0.99996,1.0506279468536377
data\raw\nyc_311\nyc_311_2019_06_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_06_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.6556346416473389
data\raw\nyc_311\nyc_311_2019_06_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_06_part004_with_nta.csv.gz,done,100000,1,28282,28282,0,28270,12,0.9995757018598401,0.3863046169281006
data\raw\nyc_311\nyc_311_2019_07_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_07_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49979,21,0.99958,0.6719927787780762
data\raw\nyc_311\nyc_311_2019_07_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_07_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49977,23,0.99954,0.659543514251709
data\raw\nyc_311\nyc_311_2019_07_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_07_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.664069652557373
data\raw\nyc_311\nyc_311_2019_07_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_07_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49983,17,0.99966,0.6763091087341309
data\raw\nyc_311\nyc_311_2019_07_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_07_part004_with_nta.csv.gz,done,100000,1,12265,12265,0,12260,5,0.9995923359152059,0.20078158378601074
data\raw\nyc_311\nyc_311_2019_08_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_08_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.662391185760498
data\raw\nyc_311\nyc_311_2019_08_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_08_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49987,13,0.99974,0.6542894840240479
data\raw\nyc_311\nyc_311_2019_08_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_08_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49985,15,0.9997,0.6695957183837891
data\raw\nyc_311\nyc_311_2019_08_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_08_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49980,20,0.9996,0.6806766986846924
data\raw\nyc_311\nyc_311_2019_08_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_08_part004_with_nta.csv.gz,done,100000,1,5909,5909,0,5909,0,1.0,0.09750199317932129
data\raw\nyc_311\nyc_311_2019_09_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_09_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49979,21,0.99958,0.6772141456604004
data\raw\nyc_311\nyc_311_2019_09_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_09_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49994,6,0.99988,0.6576762199401855
data\raw\nyc_311\nyc_311_2019_09_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_09_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49984,16,0.99968,0.668365478515625
data\raw\nyc_311\nyc_311_2019_09_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_09_part003_with_nta.csv.gz,done,100000,1,50000,50000,0,49990,10,0.9998,0.6723442077636719
data\raw\nyc_311\nyc_311_2019_09_part004.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_09_part004_with_nta.csv.gz,done,100000,1,4502,4502,0,4501,1,0.9997778764993336,0.07995820045471191
data\raw\nyc_311\nyc_311_2019_10_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_10_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.6692969799041748
data\raw\nyc_311\nyc_311_2019_10_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_10_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.6550674438476562
data\raw\nyc_311\nyc_311_2019_10_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_10_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49992,8,0.99984,0.6775786876678467
data\raw\nyc_311\nyc_311_2019_10_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_10_part003_with_nta.csv.gz,done,100000,1,49581,49581,0,49567,14,0.999717633771001,0.6630289554595947
data\raw\nyc_311\nyc_311_2019_11_part000.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_11_part000_with_nta.csv.gz,done,100000,1,50000,50000,0,49995,5,0.9999,0.6655266284942627
data\raw\nyc_311\nyc_311_2019_11_part001.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_11_part001_with_nta.csv.gz,done,100000,1,50000,50000,0,49993,7,0.99986,0.6674869060516357
data\raw\nyc_311\nyc_311_2019_11_part002.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_11_part002_with_nta.csv.gz,done,100000,1,50000,50000,0,49996,4,0.99992,0.6772079467773438
data\raw\nyc_311\nyc_311_2019_11_part003.csv.gz,data\processed\nyc_311_with_nta\nyc_311_2019_11_part003_with_nta.csv.gz,done,100000,1,45056,45056,0,45053,3,0.9999334161931818,0.594641923904419
