score_col,split,rows,mean,std,min,q01,q05,q25,median,q75,q95,q99,max
lgbm_score,test,247590,0.2370970890166517,0.17078017832048914,0.0016908247368639397,0.00833764461648856,0.028755087077896067,0.10264173700796103,0.19946353515415577,0.3366235251782719,0.576145350100537,0.7305799746624276,0.9650722736118156
lgbm_score,validation,122616,0.24192385681058814,0.1687751534498055,0.0018790468452736147,0.008623621474047162,0.03109013943114531,0.1088583901143649,0.20727285491791686,0.34232820531552155,0.5718449837414881,0.7199300979922829,0.9470161589496757
xgb_score,test,247590,0.23155771912045167,0.17133473737594518,0.0012525885831564665,0.008772304626181721,0.025562282651662827,0.09660525992512703,0.1925884485244751,0.3288230448961258,0.5737840563058852,0.7347125065326691,0.9591765403747559
xgb_score,validation,122616,0.23558796774912555,0.1676701881468403,0.0020727254450321198,0.009073938243091106,0.02804522681981325,0.1034287828952074,0.20019294321537018,0.333920918405056,0.5657943040132523,0.7143386542797091,0.9491990208625793
ensemble_lgbm_w0p500_score,test,247590,0.23432740406855165,0.17044850250258733,0.0015299117358234804,0.008717851311369986,0.027509365826895674,0.10010274515587234,0.19645449401242127,0.33253602396991083,0.573240182835447,0.7300196915933477,0.9603553605151574
ensemble_lgbm_w0p500_score,validation,122616,0.23875591227985685,0.16767229111376483,0.0020739233737984367,0.00891423280899337,0.029763866427368307,0.10669448089311337,0.2039855065896516,0.33776164246961793,0.5674240777798547,0.715289346444283,0.9460734233225473
