method_id,model_label,score_col,threshold_mode,threshold_strategy,split,global_threshold,complaint_category,rows,positive_rows,positive_share,predicted_positive_rows,predicted_positive_share,accuracy,balanced_accuracy,precision,recall,specificity,npv,f1,f2,roc_auc,pr_auc,tn,fp,fn,tp
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.363503,environment,13624,1495,0.10973282442748092,2739,0.20104227833235466,0.7984439224897241,0.6665885212229403,0.27163198247535597,0.49765886287625416,0.8355181795696265,0.931005971520441,0.3514407179971658,0.42665443284780363,0.7658678128733728,0.2857901270164131,10134,1995,751,744
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.363503,housing,13624,1626,0.11934820904286553,2518,0.18482090428655315,0.8113623018203171,0.669867897212061,0.312549642573471,0.484009840098401,0.855725954325721,0.9244552494147308,0.3798262548262548,0.4361560629572157,0.7743164246111539,0.3702171670747809,10267,1731,839,787
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.363503,infrastructure,13624,1734,0.12727539635936583,3616,0.26541397533763944,0.742953611274222,0.653231612736125,0.2555309734513274,0.532871972318339,0.7735912531539109,0.9190647482014388,0.34542056074766353,0.4378316906747536,0.7265170056544856,0.2726213599188567,9198,2692,810,924
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.363503,noise,13624,1884,0.138285378743394,3483,0.2556517909571345,0.7641661773341163,0.6833578380841806,0.30921619293712316,0.571656050955414,0.7950596252129472,0.9204220491075831,0.40134153158188934,0.488701334059352,0.759999385120643,0.34314148561842783,9334,2406,807,1077
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.363503,other,13624,1802,0.13226658837345862,3071,0.22541103934233706,0.7773781561949501,0.6642974656817525,0.29957668511885377,0.5105438401775805,0.8180510911859246,0.9164218705581352,0.37759080648471166,0.4475143496449071,0.7567715977904586,0.31416045004874976,9671,2151,882,920
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.363503,parking_traffic,13624,1884,0.138285378743394,3044,0.22342924251321197,0.7714327657075749,0.6496976240338256,0.2979632063074901,0.48142250530785563,0.8179727427597956,0.9076559546313799,0.36810064935064934,0.42863894139886577,0.7349212140612058,0.3086683273692899,9603,2137,977,907
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.363503,public_safety,13624,1839,0.13498238402818555,2759,0.20251027598355842,0.796095126247798,0.6689698958801233,0.3298296484233418,0.4948341489940185,0.8431056427662282,0.9144960883571099,0.39582427142235754,0.44982698961937717,0.776006171844053,0.32291120884325136,9936,1849,929,910
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.363503,sanitation,13624,1651,0.12118320610687022,2383,0.17491192014092777,0.8054903112155021,0.6389527355184336,0.29039026437263954,0.41913991520290733,0.8587655558339597,0.9146873053998754,0.3430837878036688,0.3850005563591855,0.7467884407593239,0.2815743869613638,10282,1691,959,692
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.363503,water_sewer,13624,1659,0.12177040516735173,3578,0.2626247798003523,0.7646065766294774,0.6988031195064366,0.28367803242034656,0.6118143459915611,0.7857918930213121,0.9358948835357356,0.3876265037235058,0.49686704523203445,0.7798477425744719,0.34814063984335825,9402,2563,644,1015
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.363503,environment,27510,2896,0.10527081061432206,5345,0.19429298436932024,0.8071610323518721,0.6746970461494537,0.27464920486435923,0.5069060773480663,0.842488014950841,0.9355741033160389,0.35626744327144766,0.4335755212948195,0.7800034044991687,0.2956329930767859,20737,3877,1428,1468
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.363503,housing,27510,3720,0.13522355507088332,5928,0.21548527808069792,0.7894583787713558,0.6750708484182837,0.3252361673414305,0.5182795698924731,0.8318621269440941,0.9169678435733482,0.3996683250414594,0.46328335255670894,0.7756941224061795,0.37562782589562893,19790,4000,1792,1928
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.363503,infrastructure,27510,3596,0.1307161032351872,6966,0.25321701199563795,0.7518720465285351,0.653142754864181,0.2681596325007178,0.5194660734149055,0.7868194363134565,0.9158878504672897,0.3537208861957962,0.43747072599531617,0.7323353622635356,0.26655539505046094,18816,5098,1728,1868
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.363503,noise,27510,3982,0.14474736459469284,7114,0.25859687386404945,0.7780443475099964,0.715125141938451,0.35071689626089403,0.6265695630336514,0.8036807208432506,0.9270935477544616,0.44971160778658975,0.5414026560194427,0.7996415803280694,0.4078656710436304,18909,4619,1487,2495
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.363503,other,27510,3620,0.13158851326790258,5596,0.2034169392948019,0.7898945837877136,0.6561291508733629,0.3070050035739814,0.474585635359116,0.8376726663876098,0.9132061695719631,0.3728298611111111,0.42787407850169357,0.7546030378646142,0.3189431902435228,20012,3878,1902,1718
