audit_family,target_definition,model_name,decision_mode,split,rows,positive_rows,positive_share,feature_count,categorical_features,fit_seconds,poisson_alpha,poisson_max_iter,poisson_n_iter,count_mae,mean_observed_count,mean_predicted_count,poisson_deviance,threshold,alert_rate,precision,recall,f1,pr_auc,roc_auc,tn,fp,fn,tp,precision_at_1pct,precision_at_5pct,precision_at_10pct
count_baseline,T2_min_count_3,poisson_regressor_no_nta,formula_threshold,validation,124974,13715,0.10974282650791364,18,"complaint_category, boroname",22.311529874801636,10.0,500,156,8.257029754211294,27.72000576119833,26.989465952835975,5.985507946089874,,0.010050090418807112,0.38296178343949044,0.035071090047393366,0.06425756462494156,0.1392195492522963,0.6141585373782916,110484,775,13234,481,0.1464,0.14290286445831332,0.1425028004480717
count_baseline,T2_min_count_3,poisson_regressor_no_nta,validation_score_threshold,validation,124974,13715,0.10974282650791364,18,"complaint_category, boroname",22.311529874801636,10.0,500,156,8.257029754211294,27.72000576119833,26.989465952835975,5.985507946089874,2.6739207567185086,0.729999839966713,0.13871381438326885,0.9227123587313161,0.24117165018199835,0.1392195492522963,0.6141585373782916,32683,78576,1060,12655,0.1464,0.14290286445831332,0.1425028004480717
count_baseline,T2_min_count_3,poisson_regressor_no_nta,formula_threshold,test,122616,13562,0.11060546747569648,18,"complaint_category, boroname",22.311529874801636,10.0,500,156,9.069097223837927,28.89706074248059,28.378647324900108,6.967971788696341,,0.011075226724081686,0.3755522827687776,0.03760507299808288,0.06836461126005362,0.14099561910434458,0.6152627582935383,108206,848,13052,510,0.15240423797881011,0.14597944870331103,0.14606100146794976
count_baseline,T2_min_count_3,poisson_regressor_no_nta,validation_score_threshold,test,122616,13562,0.11060546747569648,18,"complaint_category, boroname",22.311529874801636,10.0,500,156,9.069097223837927,28.89706074248059,28.378647324900108,6.967971788696341,2.6739207567185086,0.7309568082468846,0.13931069878496435,0.9206606695177703,0.242002539030323,0.14099561910434458,0.6152627582935383,31913,77141,1076,12486,0.15240423797881011,0.14597944870331103,0.14606100146794976
count_baseline,T2_min_count_3,poisson_regressor_nta_fe,formula_threshold,validation,124974,13715,0.10974282650791364,19,"complaint_category, boroname, nta2020",19.799697399139404,10.0,500,199,8.256287964724548,27.72000576119833,26.98829920332553,5.982266471188783,,0.010082097076191848,0.3825396825396825,0.03514400291651477,0.06437395659432388,0.13922342772569615,0.6141662452015704,110481,778,13233,482,0.1472,0.14274283885421668,0.14258281325012
count_baseline,T2_min_count_3,poisson_regressor_nta_fe,validation_score_threshold,validation,124974,13715,0.10974282650791364,19,"complaint_category, boroname, nta2020",19.799697399139404,10.0,500,199,8.256287964724548,27.72000576119833,26.98829920332553,5.982266471188783,2.6741294138828717,0.729999839966713,0.13872477556970766,0.9227852716004374,0.24119070760200484,0.13922342772569615,0.6141662452015704,32684,78575,1059,12656,0.1472,0.14274283885421668,0.14258281325012
count_baseline,T2_min_count_3,poisson_regressor_nta_fe,formula_threshold,test,122616,13562,0.11060546747569648,19,"complaint_category, boroname, nta2020",19.799697399139404,10.0,500,199,9.069611230594438,28.89706074248059,28.37848808035432,6.965752019042805,,0.011107848894108437,0.3751835535976505,0.03767880843533402,0.06848030018761726,0.14099919986138776,0.6152691687478139,108203,851,13051,511,0.15240423797881011,0.14597944870331103,0.14597944870331103
count_baseline,T2_min_count_3,poisson_regressor_nta_fe,validation_score_threshold,test,122616,13562,0.11060546747569648,19,"complaint_category, boroname, nta2020",19.799697399139404,10.0,500,199,9.069611230594438,28.89706074248059,28.37848808035432,6.965752019042805,2.6741294138828717,0.7310057415019247,0.13931252998337665,0.9207344049550213,0.24200784921750085,0.14099919986138776,0.6152691687478139,31908,77146,1075,12487,0.15240423797881011,0.14597944870331103,0.14597944870331103
