nta2020,ntaname,boroname,borocode,cdta2020,cdtaname,nta_area_km2,poi_total_count,poi_density_per_km2,poi_log1p_total_count,poi_log1p_density_per_km2,poi_named_count,poi_named_share,poi_with_any_detected_tag_count,poi_with_any_detected_tag_share,poi_with_valid_coordinate_count,poi_with_valid_coordinate_share,poi_unique_raw_type_count,poi_unique_semantic_category_count,poi_semantic_entropy,poi_semantic_entropy_norm,poi_semantic_hhi,poi_mixed_use_index,poi_dominant_semantic_category,poi_dominant_semantic_category_label,poi_dominant_semantic_category_share,poi_food_drink_count,poi_food_drink_share,poi_food_drink_density_per_km2,poi_retail_count,poi_retail_share,poi_retail_density_per_km2,poi_education_count,poi_education_share,poi_education_density_per_km2,poi_healthcare_count,poi_healthcare_share,poi_healthcare_density_per_km2,poi_transport_count,poi_transport_share,poi_transport_density_per_km2,poi_recreation_green_count,poi_recreation_green_share,poi_recreation_green_density_per_km2,poi_culture_tourism_count,poi_culture_tourism_share,poi_culture_tourism_density_per_km2,poi_public_service_count,poi_public_service_share,poi_public_service_density_per_km2,poi_emergency_safety_count,poi_emergency_safety_share,poi_emergency_safety_density_per_km2,poi_finance_count,poi_finance_share,poi_finance_density_per_km2,poi_accommodation_count,poi_accommodation_share,poi_accommodation_density_per_km2,poi_religion_count,poi_religion_share,poi_religion_density_per_km2,poi_office_work_count,poi_office_work_share,poi_office_work_density_per_km2,poi_industrial_logistics_count,poi_industrial_logistics_share,poi_industrial_logistics_density_per_km2,poi_other_count,poi_other_share,poi_other_density_per_km2,poi_commercial_activity_count,poi_commercial_activity_share,poi_commercial_activity_density_per_km2,poi_daily_activity_count,poi_daily_activity_share,poi_daily_activity_density_per_km2,poi_social_infrastructure_count,poi_social_infrastructure_share,poi_social_infrastructure_density_per_km2,poi_mobility_access_count,poi_mobility_access_share,poi_mobility_access_density_per_km2,poi_recreation_environment_count,poi_recreation_environment_share,poi_recreation_environment_density_per_km2,poi_safety_public_service_count,poi_safety_public_service_share,poi_safety_public_service_density_per_km2,poi_employment_industrial_count,poi_employment_industrial_share,poi_employment_industrial_density_per_km2,poi_osm_tag_amenity_count,poi_osm_tag_amenity_share,poi_osm_tag_highway_count,poi_osm_tag_highway_share,poi_osm_tag_leisure_count,poi_osm_tag_leisure_share,poi_osm_tag_public_transport_count,poi_osm_tag_public_transport_share,poi_osm_tag_railway_count,poi_osm_tag_railway_share,poi_osm_tag_shop_count,poi_osm_tag_shop_share,poi_osm_tag_tourism_count,poi_osm_tag_tourism_share
BK5591,Prospect Park,Brooklyn,3.0,BK55,BK55 Prospect Park (JIA 55 Approximation),2.537303477292194,142,55.96492546943662,4.962844630259907,4.042435735792102,121,0.852112676056338,142,1.0,142,1.0,18,9,1.678864136141614,0.6199531070207988,0.22912120610989883,0.7708787938901012,recreation_green,"Recreation, Parks & Green Space",0.3732394366197183,12,0.08450704225352113,4.729430321360841,2,0.014084507042253521,0.7882383868934735,2,0.014084507042253521,0.7882383868934735,0,0.0,0.0,27,0.19014084507042253,10.641218223061893,53,0.3732394366197183,20.888317252677048,21,0.14788732394366197,8.276503062381472,0,0.0,0.0,1,0.007042253521126761,0.39411919344673674,2,0.014084507042253521,0.7882383868934735,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,22,0.15492957746478872,8.670622255828208,16,0.11267605633802817,6.305907095147788,43,0.3028169014084507,16.947125318209682,23,0.1619718309859155,9.064741449274946,27,0.19014084507042253,10.641218223061893,74,0.5211267605633803,29.16482031505852,1,0.007042253521126761,0.39411919344673674,0,0.0,0.0,24,0.16901408450704225,19,0.13380281690140844,53,0.3732394366197183,40,0.28169014084507044,10,0.07042253521126761,1,0.007042253521126761,22,0.15492957746478872
BK5691,Barren Island-Floyd Bennett Field,Brooklyn,3.0,BK56,BK56 Jamaica Bay (West) (JIA 56 Approximation),5.076621097032753,34,6.6973680623658804,3.5553480614894135,2.0408784603469035,18,0.5294117647058824,34,1.0,34,1.0,10,6,1.320105713255866,0.4874746091186074,0.3650519031141869,0.6349480968858131,transport,Transport & Mobility Infrastructure,0.5588235294117647,1,0.029411764705882353,0.19698141359899649,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,19,0.5588235294117647,3.7426468583809336,6,0.17647058823529413,1.181888481593979,2,0.058823529411764705,0.39396282719799297,0,0.0,0.0,2,0.058823529411764705,0.39396282719799297,0,0.0,0.0,4,0.11764705882352941,0.7879256543959859,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.14705882352941177,0.9849070679949825,20,0.5882352941176471,3.93962827197993,2,0.058823529411764705,0.39396282719799297,19,0.5588235294117647,3.7426468583809336,8,0.23529411764705882,1.5758513087919719,2,0.058823529411764705,0.39396282719799297,0,0.0,0.0,19,0.5588235294117647,3,0.08823529411764706,10,0.29411764705882354,3,0.08823529411764706,0,0.0,1,0.029411764705882353,6,0.17647058823529413
BK5692,Jamaica Bay (West),Brooklyn,3.0,BK56,BK56 Jamaica Bay (West) (JIA 56 Approximation),3.6910590686175624,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BK5693,Shirley Chisholm State Park,Brooklyn,3.0,BK56,BK56 Jamaica Bay (West) (JIA 56 Approximation),1.6977314361951785,7,4.123149192364516,2.0794415416798357,1.6337693266030076,0,0.0,7,1.0,7,1.0,1,1,-0.0,-0.0,1.0,0.0,transport,Transport & Mobility Infrastructure,1.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,1.0,4.123149192364516,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,1.0,4.123149192364516,0,0.0,0.0,7,1.0,4.123149192364516,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BX0101,Mott Haven-Port Morris,Bronx,2.0,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),3.8044953328661077,289,75.96276896528153,5.66988092298052,4.343321784988818,196,0.6782006920415224,289,1.0,289,1.0,28,9,1.662669566447946,0.6139729484228981,0.24732701955196892,0.7526729804480311,transport,Transport & Mobility Infrastructure,0.42214532871972316,36,0.1245674740484429,9.462490251730571,14,0.04844290657439446,3.6798573201174443,25,0.08650519031141868,6.571173785924008,5,0.01730103806228374,1.3142347571848016,122,0.42214532871972316,32.067328075309156,49,0.1695501730103806,12.879500620411056,0,0.0,0.0,1,0.0034602076124567475,0.2628469514369603,0,0.0,0.0,0,0.0,0.0,2,0.006920415224913495,0.5256939028739206,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,35,0.12110726643598616,9.19964330029361,52,0.17993079584775087,13.668041474721937,202,0.698961937716263,53.095084190265986,31,0.10726643598615918,8.14825549454577,122,0.42214532871972316,32.067328075309156,49,0.1695501730103806,12.879500620411056,1,0.0034602076124567475,0.2628469514369603,0,0.0,0.0,102,0.35294117647058826,52,0.17993079584775087,49,0.1695501730103806,93,0.3217993079584775,62,0.21453287197231835,16,0.05536332179930796,2,0.006920415224913495
BX0102,Melrose,Bronx,2.0,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),1.603670139587922,148,92.28830564746312,5.003946305945459,4.535694758598299,106,0.7162162162162162,148,1.0,148,1.0,24,10,1.63551024212378,0.6039438417567395,0.27930971512052594,0.7206902848794741,transport,Transport & Mobility Infrastructure,0.47297297297297297,6,0.04054054054054054,3.741417796518775,5,0.033783783783783786,3.117848163765646,21,0.14189189189189189,13.094962287815713,5,0.033783783783783786,3.117848163765646,70,0.47297297297297297,43.64987429271905,18,0.12162162162162163,11.224253389556326,1,0.006756756756756757,0.6235696327531292,0,0.0,0.0,2,0.013513513513513514,1.2471392655062583,0,0.0,0.0,1,0.006756756756756757,0.6235696327531292,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,19,0.12837837837837837,11.847823022309456,12,0.08108108108108109,7.48283559303755,107,0.722972972972973,66.72195070458483,27,0.18243243243243243,16.83638008433449,70,0.47297297297297297,43.64987429271905,19,0.12837837837837837,11.847823022309456,2,0.013513513513513514,1.2471392655062583,0,0.0,0.0,53,0.3581081081081081,38,0.25675675675675674,18,0.12162162162162163,58,0.3918918918918919,24,0.16216216216216217,6,0.04054054054054054,2,0.013513513513513514
BX0201,Hunts Point,Bronx,2.0,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),4.181744228853515,146,34.91366090556619,4.990432586778736,3.581117749729784,48,0.3287671232876712,146,1.0,146,1.0,17,8,1.135093955121603,0.4191554331820015,0.4188403077500469,0.5811596922499531,recreation_green,"Recreation, Parks & Green Space",0.5547945205479452,3,0.02054794520547945,0.7174039912102642,2,0.0136986301369863,0.4782693274735095,3,0.02054794520547945,0.7174039912102642,1,0.00684931506849315,0.23913466373675474,48,0.3287671232876712,11.478463859364227,81,0.5547945205479452,19.369907762677133,0,0.0,0.0,0,0.0,0.0,2,0.0136986301369863,0.4782693274735095,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,0.0410958904109589,1.4348079824205284,5,0.03424657534246575,1.1956733186837736,57,0.3904109589041096,13.630675832995019,4,0.0273972602739726,0.956538654947019,48,0.3287671232876712,11.478463859364227,81,0.5547945205479452,19.369907762677133,2,0.0136986301369863,0.4782693274735095,0,0.0,0.0,34,0.2328767123287671,20,0.136986301369863,81,0.5547945205479452,26,0.1780821917808219,7,0.04794520547945205,2,0.0136986301369863,0,0.0
BX0202,Longwood,Bronx,2.0,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),1.4290348657198775,154,107.76504037389066,5.043425116919247,4.689189962694563,111,0.7207792207792207,154,1.0,154,1.0,20,10,1.5587258071681116,0.5755897015992136,0.28773823579018387,0.7122617642098161,transport,Transport & Mobility Infrastructure,0.45454545454545453,5,0.032467532467532464,3.498864947204242,3,0.01948051948051948,2.099318968322545,8,0.05194805194805195,5.598183915526787,3,0.01948051948051948,2.099318968322545,70,0.45454545454545453,48.984109260859384,32,0.2077922077922078,22.39273566210715,2,0.012987012987012988,1.3995459788816969,1,0.006493506493506494,0.6997729894408484,0,0.0,0.0,2,0.012987012987012988,1.3995459788816969,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,28,0.18181818181818182,19.593643704343755,10,0.06493506493506493,6.997729894408484,89,0.577922077922078,62.279796060235505,14,0.09090909090909091,9.796821852171878,70,0.45454545454545453,48.984109260859384,34,0.22077922077922077,23.792281640988843,1,0.006493506493506494,0.6997729894408484,0,0.0,0.0,24,0.15584415584415584,43,0.2792207792207792,32,0.2077922077922078,73,0.474025974025974,44,0.2857142857142857,3,0.01948051948051948,2,0.012987012987012988
BX0291,North & South Brother Islands,Bronx,2.0,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),0.08641051183938418,1,11.572666087880062,0.6931471805599453,2.531525099386753,1,1.0,1,1.0,1,1.0,1,1,-0.0,-0.0,1.0,0.0,food_drink,"Food, Drink & Nightlife Support",1.0,1,1.0,11.572666087880062,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.0,11.572666087880062,1,1.0,11.572666087880062,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
BX0301,Morrisania,Bronx,2.0,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),1.2823712541704946,99,77.20073237608436,4.605170185988092,4.359279012930484,79,0.797979797979798,99,1.0,99,1.0,19,9,1.4451255807729806,0.5336406172178036,0.314559738802163,0.685440261197837,transport,Transport & Mobility Infrastructure,0.45454545454545453,4,0.04040404040404041,3.1192215101448224,1,0.010101010101010102,0.7798053775362056,11,0.1111111111111111,8.577859152898261,3,0.030303030303030304,2.339416132608617,45,0.45454545454545453,35.09124198912925,30,0.30303030303030304,23.394161326086166,1,0.010101010101010102,0.7798053775362056,0,0.0,0.0,1,0.010101010101010102,0.7798053775362056,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.030303030303030304,2.339416132608617,5,0.050505050505050504,3.899026887681028,64,0.6464646464646465,49.90754416231716,15,0.15151515151515152,11.697080663043083,45,0.45454545454545453,35.09124198912925,31,0.31313131313131315,24.173966703622373,1,0.010101010101010102,0.7798053775362056,0,0.0,0.0,27,0.2727272727272727,38,0.3838383838383838,30,0.30303030303030304,40,0.40404040404040403,3,0.030303030303030304,1,0.010101010101010102,1,0.010101010101010102
BX0302,Claremont Village-Claremont (East),Bronx,2.0,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),0.9283415773190683,52,56.0138652306938,3.970291913552122,4.043294487915443,44,0.8461538461538461,52,1.0,52,1.0,12,6,1.2690287882528304,0.4686134650444515,0.371301775147929,0.6286982248520709,transport,Transport & Mobility Infrastructure,0.5576923076923077,5,0.09615384615384616,5.385948579874404,0,0.0,0.0,6,0.11538461538461539,6.4631382958492845,1,0.019230769230769232,1.0771897159748807,29,0.5576923076923077,31.238501763271543,10,0.19230769230769232,10.771897159748807,0,0.0,0.0,0,0.0,0.0,1,0.019230769230769232,1.0771897159748807,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.09615384615384616,5.385948579874404,41,0.7884615384615384,44.16477835497011,7,0.1346153846153846,7.540328011824165,29,0.5576923076923077,31.238501763271543,10,0.19230769230769232,10.771897159748807,1,0.019230769230769232,1.0771897159748807,0,0.0,0.0,20,0.38461538461538464,22,0.4230769230769231,10,0.19230769230769232,22,0.4230769230769231,0,0.0,0,0.0,0,0.0
BX0303,Crotona Park East,Bronx,2.0,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),1.4831702323379004,139,93.71817001808097,4.941642422609304,4.550905851038601,83,0.5971223021582733,139,1.0,139,1.0,16,7,1.4452223209298005,0.5336763403948631,0.3151493193934061,0.6848506806065939,transport,Transport & Mobility Infrastructure,0.49640287769784175,8,0.05755395683453238,5.393851511831999,5,0.03597122302158273,3.371157194894999,5,0.03597122302158273,3.371157194894999,3,0.02158273381294964,2.0226943169369993,69,0.49640287769784175,46.52196928955099,26,0.18705035971223022,17.530017413453994,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,23,0.16546762589928057,15.507323096516995,13,0.09352517985611511,8.765008706726997,90,0.6474820143884892,60.68082950810998,8,0.05755395683453238,5.393851511831999,69,0.49640287769784175,46.52196928955099,26,0.18705035971223022,17.530017413453994,0,0.0,0.0,0,0.0,0.0,35,0.2517985611510791,40,0.28776978417266186,26,0.18705035971223022,65,0.4676258992805755,21,0.1510791366906475,4,0.02877697841726619,0,0.0
BX0391,Crotona Park,Bronx,2.0,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),0.5886440713209004,18,30.57875017684034,2.9444389791664403,3.4524844316301535,10,0.5555555555555556,18,1.0,18,1.0,5,3,0.82773815699892,0.3056583503001607,0.4876543209876544,0.5123456790123456,recreation_green,"Recreation, Parks & Green Space",0.6111111111111112,0,0.0,0.0,0,0.0,0.0,1,0.05555555555555555,1.698819454268908,0,0.0,0.0,6,0.3333333333333333,10.192916725613447,11,0.6111111111111112,18.687013996957987,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,7,0.3888888888888889,11.891736179882354,1,0.05555555555555555,1.698819454268908,6,0.3333333333333333,10.192916725613447,11,0.6111111111111112,18.687013996957987,0,0.0,0.0,0,0.0,0.0,1,0.05555555555555555,6,0.3333333333333333,11,0.6111111111111112,6,0.3333333333333333,0,0.0,0,0.0,0,0.0
BX0401,Concourse-Concourse Village,Bronx,2.0,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),2.460773432988684,215,87.3709042521952,5.375278407684165,4.481542778047383,159,0.7395348837209302,215,1.0,215,1.0,27,10,1.6521884410114742,0.6101025898039161,0.27658193618171983,0.7234180638182801,transport,Transport & Mobility Infrastructure,0.4744186046511628,23,0.10697674418604651,9.34665487349065,13,0.06046511627906977,5.282891885016454,15,0.06976744186046512,6.095644482711293,5,0.023255813953488372,2.0318814942370977,102,0.4744186046511628,41.450382482436794,20,0.09302325581395349,8.127525976948391,2,0.009302325581395349,0.8127525976948391,0,0.0,0.0,0,0.0,0.0,2,0.009302325581395349,0.8127525976948391,1,0.004651162790697674,0.40637629884741955,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,32,0.14883720930232558,13.004041563117426,39,0.1813953488372093,15.848675655049362,158,0.7348837209302326,64.20745521789229,22,0.10232558139534884,8.94027857464323,102,0.4744186046511628,41.450382482436794,22,0.10232558139534884,8.94027857464323,0,0.0,0.0,0,0.0,0.0,79,0.3674418604651163,43,0.2,20,0.09302325581395349,80,0.37209302325581395,58,0.26976744186046514,13,0.06046511627906977,3,0.013953488372093023
BX0402,Highbridge,Bronx,2.0,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),1.2115815435782,44,36.316168922525414,3.8066624897703196,3.619426715900705,32,0.7272727272727273,44,1.0,44,1.0,12,8,1.3780759217930463,0.5088812316818028,0.3398760330578512,0.6601239669421488,transport,Transport & Mobility Infrastructure,0.5,1,0.022727272727272728,0.8253674755119412,0,0.0,0.0,1,0.022727272727272728,0.8253674755119412,0,0.0,0.0,22,0.5,18.158084461262707,12,0.2727272727272727,9.904409706143294,1,0.022727272727272728,0.8253674755119412,0,0.0,0.0,1,0.022727272727272728,0.8253674755119412,0,0.0,0.0,1,0.022727272727272728,0.8253674755119412,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.11363636363636363,4.126837377559706,2,0.045454545454545456,1.6507349510238825,24,0.5454545454545454,19.80881941228659,2,0.045454545454545456,1.6507349510238825,22,0.5,18.158084461262707,13,0.29545454545454547,10.729777181655237,1,0.022727272727272728,0.8253674755119412,0,0.0,0.0,12,0.2727272727272727,17,0.38636363636363635,12,0.2727272727272727,18,0.4090909090909091,0,0.0,0,0.0,2,0.045454545454545456
BX0403,Mount Eden-Claremont (West),Bronx,2.0,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),1.2634405635255097,112,88.64682932727341,4.727387818712341,4.4958778321894926,82,0.7321428571428571,112,1.0,112,1.0,18,8,1.5587855200985,0.5756117517555822,0.2946428571428571,0.7053571428571429,transport,Transport & Mobility Infrastructure,0.49107142857142855,8,0.07142857142857142,6.331916380519529,4,0.03571428571428571,3.1659581902597647,10,0.08928571428571429,7.914895475649412,3,0.026785714285714284,2.3744686426948234,55,0.49107142857142855,43.53192511607176,15,0.13392857142857142,11.872343213474117,0,0.0,0.0,0,0.0,0.0,1,0.008928571428571428,0.7914895475649412,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,16,0.14285714285714285,12.663832761039059,12,0.10714285714285714,9.497874570779294,80,0.7142857142857143,63.319163805195295,13,0.11607142857142858,10.289364118344235,55,0.49107142857142855,43.53192511607176,15,0.13392857142857142,11.872343213474117,1,0.008928571428571428,0.7914895475649412,0,0.0,0.0,30,0.26785714285714285,34,0.30357142857142855,15,0.13392857142857142,51,0.45535714285714285,27,0.24107142857142858,4,0.03571428571428571,0,0.0
BX0491,Yankee Stadium-Macombs Dam Park,Bronx,2.0,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),0.2610027767368684,33,126.43543648299635,3.5263605246161616,4.847609855819045,13,0.3939393939393939,33,1.0,33,1.0,11,6,1.3243944631501334,0.48905831310331266,0.33149678604224053,0.6685032139577595,transport,Transport & Mobility Infrastructure,0.45454545454545453,2,0.06060606060606061,7.662753726242203,0,0.0,0.0,1,0.030303030303030304,3.8313768631211014,0,0.0,0.0,15,0.45454545454545453,57.47065294681652,11,0.3333333333333333,42.14514549433211,1,0.030303030303030304,3.8313768631211014,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.09090909090909091,11.494130589363305,2,0.06060606060606061,7.662753726242203,18,0.5454545454545454,68.96478353617982,2,0.06060606060606061,7.662753726242203,15,0.45454545454545453,57.47065294681652,12,0.36363636363636365,45.97652235745322,0,0.0,0.0,0,0.0,0.0,8,0.24242424242424243,2,0.06060606060606061,11,0.3333333333333333,5,0.15151515151515152,11,0.3333333333333333,0,0.0,1,0.030303030303030304
BX0492,Claremont Park,Bronx,2.0,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),0.17289655884062663,3,17.351415320910775,1.3862943611198906,2.909706700731222,2,0.6666666666666666,3,1.0,3,1.0,3,2,0.6365141682948128,0.23504518787566922,0.5555555555555556,0.4444444444444444,recreation_green,"Recreation, Parks & Green Space",0.6666666666666666,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.3333333333333333,5.783805106970258,2,0.6666666666666666,11.567610213940515,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.3333333333333333,5.783805106970258,0,0.0,0.0,1,0.3333333333333333,5.783805106970258,2,0.6666666666666666,11.567610213940515,0,0.0,0.0,0,0.0,0.0,0,0.0,1,0.3333333333333333,2,0.6666666666666666,1,0.3333333333333333,0,0.0,0,0.0,0,0.0
BX0501,University Heights (South)-Morris Heights,Bronx,2.0,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),1.8233156427096187,117,64.16881271644606,4.770684624465665,4.1769810219252435,85,0.7264957264957265,117,1.0,117,1.0,18,7,1.4447200743710098,0.5334908761229724,0.2893564175615458,0.7106435824384543,transport,Transport & Mobility Infrastructure,0.4188034188034188,8,0.06837606837606838,4.3876111259108415,1,0.008547008547008548,0.5484513907388552,13,0.1111111111111111,7.129868079605118,1,0.008547008547008548,0.5484513907388552,49,0.4188034188034188,26.874118146203905,35,0.29914529914529914,19.195798675859933,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,10,0.08547008547008547,5.4845139073885525,9,0.07692307692307693,4.936062516649697,72,0.6153846153846154,39.488500133197576,14,0.11965811965811966,7.678319470343973,49,0.4188034188034188,26.874118146203905,35,0.29914529914529914,19.195798675859933,0,0.0,0.0,0,0.0,0.0,33,0.28205128205128205,33,0.28205128205128205,35,0.29914529914529914,44,0.37606837606837606,14,0.11965811965811966,2,0.017094017094017096,0,0.0
BX0502,Mount Hope,Bronx,2.0,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),1.1774962502054418,130,110.40374861263334,4.875197323201151,4.713160976950673,89,0.6846153846153846,130,1.0,130,1.0,23,9,1.5809211150022082,0.5837857490081808,0.2732544378698225,0.7267455621301775,transport,Transport & Mobility Infrastructure,0.43846153846153846,5,0.038461538461538464,4.2462980235628205,10,0.07692307692307693,8.492596047125641,2,0.015384615384615385,1.6985192094251282,6,0.046153846153846156,5.095557628275385,57,0.43846153846153846,48.40779746861615,19,0.14615384615384616,16.135932489538718,0,0.0,0.0,0,0.0,0.0,1,0.007692307692307693,0.8492596047125641,1,0.007692307692307693,0.8492596047125641,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,29,0.2230769230769231,24.62852853666436,16,0.12307692307692308,13.588153675401026,80,0.6153846153846154,67.94076837700513,8,0.06153846153846154,6.794076837700513,57,0.43846153846153846,48.40779746861615,19,0.14615384615384616,16.135932489538718,1,0.007692307692307693,0.8492596047125641,0,0.0,0.0,19,0.14615384615384616,39,0.3,19,0.14615384615384616,71,0.5461538461538461,29,0.2230769230769231,10,0.07692307692307693,0,0.0
BX0503,Fordham Heights,Bronx,2.0,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),0.6851418456089123,138,201.41814557736436,4.9344739331306915,5.3103355854568814,82,0.5942028985507246,138,1.0,138,1.0,25,9,1.8173060946707276,0.671075482253269,0.19061121613106488,0.8093887838689351,transport,Transport & Mobility Infrastructure,0.2826086956521739,31,0.2246376811594203,45.24610516592968,25,0.18115942028985507,36.488794488652964,4,0.028985507246376812,5.838207118184474,16,0.11594202898550725,23.352828472737897,39,0.2826086956521739,56.922519402298626,3,0.021739130434782608,4.378655338638356,0,0.0,0.0,1,0.007246376811594203,1.4595517795461186,0,0.0,0.0,4,0.028985507246376812,5.838207118184474,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,15,0.10869565217391304,21.89327669319178,60,0.43478260869565216,87.57310677276712,115,0.8333333333333334,167.84845464780363,21,0.15217391304347827,30.65058737046849,39,0.2826086956521739,56.922519402298626,3,0.021739130434782608,4.378655338638356,1,0.007246376811594203,1.4595517795461186,0,0.0,0.0,60,0.43478260869565216,16,0.11594202898550725,3,0.021739130434782608,33,0.2391304347826087,29,0.21014492753623187,29,0.21014492753623187,0,0.0
BX0601,West Farms,Bronx,2.0,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),1.0864664331953215,84,77.31485983690648,4.442651256490317,4.360737365794062,57,0.6785714285714286,84,1.0,84,1.0,14,7,1.444720945907934,0.5334911979548661,0.2874149659863946,0.7125850340136054,transport,Transport & Mobility Infrastructure,0.4166666666666667,3,0.03571428571428571,2.7612449941752315,2,0.023809523809523808,1.8408299961168209,4,0.047619047619047616,3.6816599922336417,1,0.011904761904761904,0.9204149980584104,35,0.4166666666666667,32.21452493204436,17,0.20238095238095238,15.647054966992977,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,22,0.2619047619047619,20.249129957285028,5,0.05952380952380952,4.602074990292052,45,0.5357142857142857,41.41867491262847,5,0.05952380952380952,4.602074990292052,35,0.4166666666666667,32.21452493204436,17,0.20238095238095238,15.647054966992977,0,0.0,0.0,0,0.0,0.0,9,0.10714285714285714,24,0.2857142857142857,17,0.20238095238095238,48,0.5714285714285714,23,0.27380952380952384,2,0.023809523809523808,0,0.0
