nta2020,ntaname,boroname,borocode,cdta2020,cdtaname,nta_area_km2,poi_total_count,poi_density_per_km2,poi_log1p_total_count,poi_log1p_density_per_km2,poi_named_count,poi_named_share,poi_with_any_detected_tag_count,poi_with_any_detected_tag_share,poi_with_valid_coordinate_count,poi_with_valid_coordinate_share,poi_unique_raw_type_count,poi_unique_semantic_category_count,poi_semantic_entropy,poi_semantic_entropy_norm,poi_semantic_hhi,poi_mixed_use_index,poi_dominant_semantic_category,poi_dominant_semantic_category_label,poi_dominant_semantic_category_share,poi_food_drink_count,poi_food_drink_share,poi_food_drink_density_per_km2,poi_retail_count,poi_retail_share,poi_retail_density_per_km2,poi_education_count,poi_education_share,poi_education_density_per_km2,poi_healthcare_count,poi_healthcare_share,poi_healthcare_density_per_km2,poi_transport_count,poi_transport_share,poi_transport_density_per_km2,poi_recreation_green_count,poi_recreation_green_share,poi_recreation_green_density_per_km2,poi_culture_tourism_count,poi_culture_tourism_share,poi_culture_tourism_density_per_km2,poi_public_service_count,poi_public_service_share,poi_public_service_density_per_km2,poi_emergency_safety_count,poi_emergency_safety_share,poi_emergency_safety_density_per_km2,poi_finance_count,poi_finance_share,poi_finance_density_per_km2,poi_accommodation_count,poi_accommodation_share,poi_accommodation_density_per_km2,poi_religion_count,poi_religion_share,poi_religion_density_per_km2,poi_office_work_count,poi_office_work_share,poi_office_work_density_per_km2,poi_industrial_logistics_count,poi_industrial_logistics_share,poi_industrial_logistics_density_per_km2,poi_other_count,poi_other_share,poi_other_density_per_km2,poi_commercial_activity_count,poi_commercial_activity_share,poi_commercial_activity_density_per_km2,poi_daily_activity_count,poi_daily_activity_share,poi_daily_activity_density_per_km2,poi_social_infrastructure_count,poi_social_infrastructure_share,poi_social_infrastructure_density_per_km2,poi_mobility_access_count,poi_mobility_access_share,poi_mobility_access_density_per_km2,poi_recreation_environment_count,poi_recreation_environment_share,poi_recreation_environment_density_per_km2,poi_safety_public_service_count,poi_safety_public_service_share,poi_safety_public_service_density_per_km2,poi_employment_industrial_count,poi_employment_industrial_share,poi_employment_industrial_density_per_km2,poi_osm_tag_amenity_count,poi_osm_tag_amenity_share,poi_osm_tag_highway_count,poi_osm_tag_highway_share,poi_osm_tag_leisure_count,poi_osm_tag_leisure_share,poi_osm_tag_public_transport_count,poi_osm_tag_public_transport_share,poi_osm_tag_railway_count,poi_osm_tag_railway_share,poi_osm_tag_shop_count,poi_osm_tag_shop_share,poi_osm_tag_tourism_count,poi_osm_tag_tourism_share
MN0903,Hamilton Heights-Sugar Hill,Manhattan,1.0,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),1.484044153851063,214,144.20056131394378,5.3706380281276624,4.978115968181735,181,0.8457943925233645,214,1.0,214,1.0,28,11,1.840303594671691,0.6795677546607757,0.19713512097126384,0.8028648790287362,transport,Transport & Mobility Infrastructure,0.29439252336448596,53,0.24766355140186916,35.7132231291543,15,0.07009345794392523,10.10751597994933,7,0.03271028037383177,4.716840790643021,4,0.018691588785046728,2.6953375946531546,63,0.29439252336448596,42.451567115787185,33,0.1542056074766355,22.236535155888525,4,0.018691588785046728,2.6953375946531546,0,0.0,0.0,1,0.004672897196261682,0.6738343986632886,3,0.014018691588785047,2.0215031959898657,2,0.009345794392523364,1.3476687973265773,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,29,0.13551401869158877,19.54119756123537,73,0.3411214953271028,49.18991110242007,142,0.6635514018691588,95.68448461018698,15,0.07009345794392523,10.10751597994933,63,0.29439252336448596,42.451567115787185,37,0.17289719626168223,24.93187275054168,1,0.004672897196261682,0.6738343986632886,0,0.0,0.0,72,0.3364485981308411,46,0.21495327102803738,33,0.1542056074766355,77,0.3598130841121495,32,0.14953271028037382,15,0.07009345794392523,6,0.028037383177570093
MN1001,Harlem (South),Manhattan,1.0,MN10,MN10 Harlem (CD 10 Equivalent),1.3394586823551151,357,266.5255783569984,5.8805329864007,5.58921518179092,308,0.8627450980392157,357,1.0,357,1.0,36,12,1.8645608233616706,0.6885252062915124,0.1987226263054241,0.801277373694576,transport,Transport & Mobility Infrastructure,0.2969187675070028,98,0.27450980392156865,73.1638842548623,48,0.13445378151260504,35.83537187993255,16,0.04481792717086835,11.945123959977517,13,0.036414565826330535,9.705413217481732,106,0.2969187675070028,79.13644623485105,29,0.08123249299719888,21.65053717745925,1,0.0028011204481792717,0.7465702474985948,1,0.0028011204481792717,0.7465702474985948,1,0.0028011204481792717,0.7465702474985948,13,0.036414565826330535,9.705413217481732,4,0.011204481792717087,2.986280989994379,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,27,0.07563025210084033,20.15739668246206,163,0.4565826330532213,121.69095034227095,281,0.7871148459383753,209.78623954710514,31,0.08683473389355742,23.14367767245644,106,0.2969187675070028,79.13644623485105,30,0.08403361344537816,22.397107424957845,2,0.0056022408963585435,1.4931404949971896,0,0.0,0.0,157,0.43977591036414565,66,0.18487394957983194,29,0.08123249299719888,98,0.27450980392156865,39,0.1092436974789916,52,0.14565826330532214,5,0.014005602240896359
MN1002,Harlem (North),Manhattan,1.0,MN10,MN10 Harlem (CD 10 Equivalent),2.2091277751749074,337,152.54889453975474,5.823045895483019,5.034019047510572,282,0.8367952522255193,337,1.0,337,1.0,34,11,1.8699133545900644,0.6905017321425527,0.19802058660373872,0.8019794133962612,transport,Transport & Mobility Infrastructure,0.34718100890207715,60,0.17804154302670624,27.160040570876216,38,0.11275964391691394,17.201359028221603,21,0.06231454005934718,9.506014199806677,10,0.02967359050445104,4.52667342847937,117,0.34718100890207715,52.962079113208624,47,0.1394658753709199,21.275365113853038,4,0.011869436201780416,1.8106693713917479,4,0.011869436201780416,1.8106693713917479,2,0.005934718100890208,0.9053346856958739,3,0.008902077151335312,1.3580020285438108,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,31,0.09198813056379822,14.032687628286045,101,0.2997032640949555,45.71940162764163,246,0.7299703264094956,111.3561663405925,39,0.11572700296735905,17.65402637106954,117,0.34718100890207715,52.962079113208624,51,0.1513353115727003,23.086034485244785,6,0.017804154302670624,2.7160040570876216,0,0.0,0.0,122,0.3620178041543027,76,0.22551928783382788,47,0.1394658753709199,109,0.32344213649851633,40,0.11869436201780416,40,0.11869436201780416,4,0.011869436201780416
MN1101,East Harlem (South),Manhattan,1.0,MN11,MN11 East Harlem (CD 11 Equivalent),1.5462855505914357,478,309.12789673108614,6.171700597410915,5.736984782495827,386,0.8075313807531381,478,1.0,478,1.0,35,10,1.880438740368908,0.6943884347504142,0.17826193519021027,0.8217380648097897,transport,Transport & Mobility Infrastructure,0.26359832635983266,109,0.2280334728033473,70.49150783198408,78,0.16317991631799164,50.4434643201354,19,0.0397489539748954,12.287510539520161,27,0.056485355648535567,17.461199187739176,126,0.26359832635983266,81.48559620944948,51,0.10669456066945607,32.98226513239622,5,0.010460251046025104,3.2335554051368844,0,0.0,0.0,1,0.0020920502092050207,0.6467110810273768,6,0.012552301255230125,3.880266486164261,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,56,0.11715481171548117,36.215820537533105,193,0.40376569037656906,124.81523863828373,359,0.7510460251046025,232.1692780888283,51,0.10669456066945607,32.98226513239622,126,0.26359832635983266,81.48559620944948,56,0.11715481171548117,36.215820537533105,1,0.0020920502092050207,0.6467110810273768,0,0.0,0.0,220,0.4602510460251046,51,0.10669456066945607,51,0.10669456066945607,111,0.23221757322175732,21,0.043933054393305436,84,0.17573221757322174,5,0.010460251046025104
MN1102,East Harlem (North),Manhattan,1.0,MN11,MN11 East Harlem (CD 11 Equivalent),2.425135435443344,428,176.48498873291027,6.061456918928017,5.178886034820367,317,0.7406542056074766,428,1.0,428,1.0,35,11,1.874245590274361,0.6921014940976795,0.19155603109441874,0.8084439689055812,transport,Transport & Mobility Infrastructure,0.3294392523364486,81,0.18925233644859812,33.40019646580778,47,0.10981308411214953,19.380360912258837,24,0.056074766355140186,9.89635450838749,15,0.035046728971962614,6.1852215677421825,141,0.3294392523364486,58.14108273677651,60,0.14018691588785046,24.74088627096873,1,0.002336448598130841,0.41234810451614545,6,0.014018691588785047,2.4740886270968727,1,0.002336448598130841,0.41234810451614545,8,0.018691588785046728,3.2987848361291636,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,44,0.102803738317757,18.1433165987104,136,0.3177570093457944,56.07934221419578,308,0.719626168224299,127.00321619097281,46,0.10747663551401869,18.968012807742692,141,0.3294392523364486,58.14108273677651,61,0.1425233644859813,25.153234375484875,7,0.016355140186915886,2.8864367316130184,0,0.0,0.0,196,0.45794392523364486,66,0.1542056074766355,60,0.14018691588785046,113,0.26401869158878505,31,0.07242990654205607,50,0.11682242990654206,1,0.002336448598130841
MN1191,Randall's Island,Manhattan,1.0,MN11,MN11 East Harlem (CD 11 Equivalent),2.1788412289466854,125,57.36994432606207,4.836281906951478,4.066801105404418,30,0.24,125,1.0,125,1.0,11,5,0.5976133412814013,0.2206803038725668,0.6981759999999998,0.3018240000000002,transport,Transport & Mobility Infrastructure,0.824,0,0.0,0.0,0,0.0,0.0,1,0.008,0.4589595546084966,3,0.024,1.3768786638254897,103,0.824,47.27283412467514,17,0.136,7.802312428344441,0,0.0,0.0,0,0.0,0.0,1,0.008,0.4589595546084966,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,107,0.856,49.108672343109134,4,0.032,1.8358382184339863,103,0.824,47.27283412467514,17,0.136,7.802312428344441,1,0.008,0.4589595546084966,0,0.0,0.0,90,0.72,18,0.144,17,0.136,18,0.144,0,0.0,0,0.0,0,0.0
MN1201,Washington Heights (South),Manhattan,1.0,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),1.9523827038146504,258,132.14622291823645,5.556828061699537,4.891447944739573,217,0.8410852713178295,258,1.0,258,1.0,34,11,1.954521053185672,0.7217447639597514,0.1759509644853074,0.8240490355146926,transport,Transport & Mobility Infrastructure,0.29069767441860467,58,0.2248062015503876,29.707290423479513,19,0.07364341085271318,9.73169858700191,11,0.04263565891472868,5.634141287211632,19,0.07364341085271318,9.73169858700191,75,0.29069767441860467,38.41459968553385,28,0.10852713178294573,14.341450549265971,2,0.007751937984496124,1.0243893249475693,3,0.011627906976744186,1.536583987421354,1,0.003875968992248062,0.5121946624737846,11,0.04263565891472868,5.634141287211632,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,31,0.12015503875968993,15.878034536687325,88,0.34108527131782945,45.073130297693055,182,0.7054263565891473,93.21942857022881,35,0.13565891472868216,17.926813186582464,75,0.29069767441860467,38.41459968553385,30,0.11627906976744186,15.36583987421354,4,0.015503875968992248,2.0487786498951386,0,0.0,0.0,113,0.437984496124031,36,0.13953488372093023,28,0.10852713178294573,72,0.27906976744186046,49,0.18992248062015504,22,0.08527131782945736,2,0.007751937984496124
MN1202,Washington Heights (North),Manhattan,1.0,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),2.2999831714302528,343,149.13152594360255,5.840641657373398,5.011511749520981,250,0.7288629737609329,343,1.0,343,1.0,37,12,1.8641645068869521,0.6883788587553562,0.19644025873573084,0.8035597412642692,transport,Transport & Mobility Infrastructure,0.29737609329446063,84,0.24489795918367346,36.52200635353532,27,0.07871720116618076,11.739216327922065,19,0.05539358600583091,8.26093000853775,11,0.03206997084548105,4.782643689153434,102,0.29737609329446063,44.348150572150026,23,0.06705539358600583,10.000073168229909,2,0.0058309037900874635,0.869571579846079,3,0.008746355685131196,1.3043573697691184,1,0.0029154518950437317,0.4347857899230395,7,0.02040816326530612,3.0435005294612765,2,0.0058309037900874635,0.869571579846079,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,62,0.18075801749271136,26.956718975228448,120,0.3498542274052478,52.17429479076474,243,0.7084548104956269,105.6529469512986,35,0.10204081632653061,15.217502647306382,102,0.29737609329446063,44.348150572150026,25,0.0728862973760933,10.869644748075988,4,0.011661807580174927,1.739143159692158,0,0.0,0.0,148,0.4314868804664723,51,0.14868804664723032,23,0.06705539358600583,119,0.3469387755102041,50,0.1457725947521866,30,0.08746355685131195,4,0.011661807580174927
MN1203,Inwood,Manhattan,1.0,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),1.3404589491575343,128,95.48968290334201,4.859812404361672,4.569436089710611,83,0.6484375,128,1.0,128,1.0,30,10,1.846745911993782,0.6819467051394148,0.2012939453125,0.7987060546875,transport,Transport & Mobility Infrastructure,0.3359375,29,0.2265625,21.634381282788425,10,0.078125,7.4601314768235945,8,0.0625,5.968105181458876,4,0.03125,2.984052590729438,43,0.3359375,32.07856535034146,11,0.0859375,8.206144624505955,1,0.0078125,0.7460131476823595,1,0.0078125,0.7460131476823595,0,0.0,0.0,4,0.03125,2.984052590729438,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,17,0.1328125,12.68222351060011,43,0.3359375,32.07856535034146,94,0.734375,70.1252358821418,14,0.109375,10.444184067553033,43,0.3359375,32.07856535034146,12,0.09375,8.952157772188313,1,0.0078125,0.7460131476823595,0,0.0,0.0,63,0.4921875,6,0.046875,12,0.09375,25,0.1953125,33,0.2578125,10,0.078125,2,0.015625
MN1291,Highbridge Park,Manhattan,1.0,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0.719897505022451,14,19.447212835615247,2.70805020110221,3.017846581543303,12,0.8571428571428571,14,1.0,14,1.0,3,2,0.6829081047004717,0.2521770476863832,0.510204081632653,0.48979591836734704,recreation_green,"Recreation, Parks & Green Space",0.5714285714285714,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,0.42857142857142855,8.33451978669225,8,0.5714285714285714,11.112693048922997,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,0.42857142857142855,8.33451978669225,0,0.0,0.0,6,0.42857142857142855,8.33451978669225,8,0.5714285714285714,11.112693048922997,0,0.0,0.0,0,0.0,0.0,0,0.0,6,0.42857142857142855,8,0.5714285714285714,6,0.42857142857142855,0,0.0,0,0.0,0,0.0
MN1292,Inwood Hill Park,Manhattan,1.0,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),0.9291982049618253,10,10.76196654987171,2.3978952727983707,2.464871152118715,7,0.7,10,1.0,10,1.0,5,3,0.8018185525433373,0.29608703421265503,0.5399999999999999,0.4600000000000001,recreation_green,"Recreation, Parks & Green Space",0.7,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.1,1.0761966549871709,2,0.2,2.1523933099743418,7,0.7,7.533376584910196,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,3,0.3,3.228589964961513,1,0.1,1.0761966549871709,2,0.2,2.1523933099743418,7,0.7,7.533376584910196,0,0.0,0.0,0,0.0,0.0,3,0.3,0,0.0,7,0.7,0,0.0,0,0.0,0,0.0,0,0.0
MN6491,Central Park,Manhattan,1.0,MN64,MN64 Central Park (JIA 64 Equivalent),3.5572050080525024,172,48.352568831608195,5.153291594497779,3.898989817850157,141,0.8197674418604651,172,1.0,172,1.0,21,8,1.4705512564784435,0.543029540545412,0.277176852352623,0.722823147647377,transport,Transport & Mobility Infrastructure,0.36627906976744184,12,0.06976744186046512,3.373435034763362,0,0.0,0.0,1,0.005813953488372093,0.2811195862302802,0,0.0,0.0,63,0.36627906976744184,17.71053393250765,58,0.3372093023255814,16.30493600135625,24,0.13953488372093023,6.746870069526724,1,0.005813953488372093,0.2811195862302802,1,0.005813953488372093,0.2811195862302802,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,12,0.06976744186046512,3.373435034763362,12,0.06976744186046512,3.373435034763362,76,0.4418604651162791,21.365088553501295,26,0.1511627906976744,7.309109241987285,63,0.36627906976744184,17.71053393250765,82,0.47674418604651164,23.051806070882975,2,0.011627906976744186,0.5622391724605604,0,0.0,0.0,26,0.1511627906976744,51,0.29651162790697677,58,0.3372093023255814,62,0.36046511627906974,12,0.06976744186046512,0,0.0,24,0.13953488372093023
QN0101,Astoria (North)-Ditmars-Steinway,Queens,4.0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),5.413332993251407,486,89.77833076329821,6.18826412308259,4.50842060914499,348,0.7160493827160493,486,1.0,486,1.0,32,10,1.7571155427016893,0.6488489548629939,0.2133228335788921,0.7866771664211079,food_drink,"Food, Drink & Nightlife Support",0.3045267489711934,148,0.3045267489711934,27.339903195407686,57,0.11728395061728394,10.529557311744853,11,0.02263374485596708,2.032019832091112,18,0.037037037037037035,3.3251233616036378,141,0.29012345679012347,26.04679966589516,40,0.0823045267489712,7.389163025785861,1,0.00205761316872428,0.18472907564464652,0,0.0,0.0,0,0.0,0.0,13,0.026748971193415638,2.401477983380405,1,0.00205761316872428,0.18472907564464652,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,56,0.11522633744855967,10.344828236100206,219,0.4506172839506173,40.45566756617759,375,0.7716049382716049,69.27340336674246,30,0.06172839506172839,5.541872269339396,141,0.29012345679012347,26.04679966589516,41,0.08436213991769548,7.573892101430508,0,0.0,0.0,0,0.0,0.0,236,0.48559670781893005,79,0.16255144032921812,40,0.0823045267489712,137,0.28189300411522633,15,0.030864197530864196,64,0.13168724279835392,2,0.00411522633744856
QN0102,Old Astoria-Hallets Point,Queens,4.0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1.0297886437555954,167,162.16919948831256,5.123963979403259,5.0947876960929825,85,0.5089820359281437,167,1.0,167,1.0,22,9,1.706732930704989,0.6302441993174009,0.21811466886586114,0.7818853311341388,transport,Transport & Mobility Infrastructure,0.3473053892215569,26,0.15568862275449102,25.247899321533694,12,0.0718562874251497,11.652876609938629,4,0.023952095808383235,3.8842922033128757,4,0.023952095808383235,3.8842922033128757,58,0.3473053892215569,56.3222369480367,32,0.19161676646706588,31.074337626503006,0,0.0,0.0,1,0.005988023952095809,0.9710730508282189,0,0.0,0.0,1,0.005988023952095809,0.9710730508282189,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,29,0.17365269461077845,28.16111847401835,39,0.23353293413173654,37.87184898230054,104,0.6227544910179641,100.99159728613478,9,0.05389221556886228,8.739657457453971,58,0.3473053892215569,56.3222369480367,32,0.19161676646706588,31.074337626503006,1,0.005988023952095809,0.9710730508282189,0,0.0,0.0,60,0.3592814371257485,34,0.20359281437125748,32,0.19161676646706588,63,0.3772455089820359,0,0.0,12,0.0718562874251497,0,0.0
QN0103,Astoria (Central),Queens,4.0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1.9576989576332555,538,274.81242603837865,6.289715570908998,5.619721018870668,445,0.8271375464684015,538,1.0,538,1.0,35,11,1.6486214418196052,0.6087854062485976,0.2687566506819972,0.7312433493180028,food_drink,"Food, Drink & Nightlife Support",0.45539033457249073,245,0.45539033457249073,125.14692263829511,83,0.15427509293680297,42.39671256725916,7,0.013011152416356878,3.575626361094146,27,0.05018587360594796,13.79170167850599,83,0.15427509293680297,42.39671256725916,21,0.03903345724907063,10.726879083282437,2,0.0037174721189591076,1.0216075317411846,1,0.0018587360594795538,0.5108037658705923,1,0.0018587360594795538,0.5108037658705923,19,0.03531598513011153,9.705271551541253,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,49,0.09107806691449814,25.029384527659023,347,0.6449814126394052,177.2489067570955,445,0.8271375464684015,227.30767581241355,37,0.0687732342007435,18.899739337211916,83,0.15427509293680297,42.39671256725916,23,0.04275092936802974,11.748486615023623,2,0.0037174721189591076,1.0216075317411846,0,0.0,0.0,320,0.5947955390334573,43,0.07992565055762081,21,0.03903345724907063,94,0.17472118959107807,26,0.048327137546468404,91,0.1691449814126394,2,0.0037174721189591076
QN0104,Astoria (East)-Woodside (North),Queens,4.0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),2.4179802222197093,484,200.16706321761694,6.184148890937483,5.304135723123293,382,0.7892561983471075,484,1.0,484,1.0,32,9,1.738376717190692,0.6419292805145013,0.22128782187009083,0.7787121781299091,food_drink,"Food, Drink & Nightlife Support",0.36983471074380164,179,0.36983471074380164,74.02872792552361,79,0.16322314049586778,32.67189668221433,7,0.014462809917355372,2.8949781870316498,24,0.049586776859504134,9.925639498394228,94,0.19421487603305784,38.875421368710725,29,0.05991735537190083,11.993481060559692,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,15,0.030991735537190084,6.203524686496393,2,0.004132231404958678,0.8271366248661857,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,55,0.11363636363636363,22.746257183820106,275,0.5681818181818182,113.73128591910053,383,0.7913223140495868,158.39666366187456,31,0.0640495867768595,12.820617685425878,94,0.19421487603305784,38.875421368710725,29,0.05991735537190083,11.993481060559692,0,0.0,0.0,0,0.0,0.0,244,0.5041322314049587,56,0.11570247933884298,29,0.05991735537190083,113,0.2334710743801653,20,0.04132231404958678,87,0.1797520661157025,2,0.004132231404958678
QN0105,Queensbridge-Ravenswood-Dutch Kills,Queens,4.0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),2.573897847771175,360,139.86569059519442,5.8888779583328805,4.947806887444841,251,0.6972222222222222,360,1.0,360,1.0,31,11,1.919000368738548,0.7086280630829853,0.18050925925925926,0.8194907407407408,transport,Transport & Mobility Infrastructure,0.2972222222222222,69,0.19166666666666668,26.807590697412262,32,0.08888888888888889,12.432505830683947,12,0.03333333333333333,4.662189686506481,9,0.025,3.4966422648798603,107,0.2972222222222222,41.57119137134945,28,0.07777777777777778,10.878442601848455,3,0.008333333333333333,1.1655474216266202,1,0.002777777777777778,0.38851580720887335,0,0.0,0.0,4,0.011111111111111112,1.5540632288354934,30,0.08333333333333333,11.655474216266201,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,65,0.18055555555555555,25.25352746857677,135,0.375,52.449633973197905,229,0.6361111111111111,88.970119850832,25,0.06944444444444445,9.712895180221835,107,0.2972222222222222,41.57119137134945,31,0.08611111111111111,12.043990023475075,1,0.002777777777777778,0.38851580720887335,0,0.0,0.0,120,0.3333333333333333,62,0.17222222222222222,28,0.07777777777777778,131,0.3638888888888889,34,0.09444444444444444,34,0.09444444444444444,33,0.09166666666666666
QN0151,Rikers Island,Bronx,2.0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),1.686511194572639,33,19.567021023161477,3.5263605246161616,3.0236888717460912,1,0.030303030303030304,33,1.0,33,1.0,4,3,0.2706407936167973,0.09993935618573214,0.8842975206611572,0.11570247933884281,transport,Transport & Mobility Infrastructure,0.9393939393939394,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,31,0.9393939393939394,18.38114096115169,1,0.030303030303030304,0.5929400310048932,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.030303030303030304,0.5929400310048932,0,0.0,0.0,31,0.9393939393939394,18.38114096115169,0,0.0,0.0,31,0.9393939393939394,18.38114096115169,1,0.030303030303030304,0.5929400310048932,0,0.0,0.0,0,0.0,0.0,30,0.9090909090909091,1,0.030303030303030304,1,0.030303030303030304,2,0.06060606060606061,0,0.0,0,0.0,0,0.0
QN0161,Sunnyside Yards (North),Queens,4.0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0.4178457089506757,50,119.66139397617272,3.9318256327243257,4.792988225872889,24,0.48,50,1.0,50,1.0,11,4,1.0455696792178004,0.38609685994456105,0.4536,0.5464,transport,Transport & Mobility Infrastructure,0.64,7,0.14,16.752595156664178,6,0.12,14.359367277140725,0,0.0,0.0,0,0.0,0.0,32,0.64,76.58329214475053,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,0.1,11.96613939761727,13,0.26,31.111962433804905,45,0.9,107.69525457855543,0,0.0,0.0,32,0.64,76.58329214475053,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,28,0.56,9,0.18,1,0.02,14,0.28,4,0.08,6,0.12,0,0.0
QN0171,St. Michael's Cemetery,Queens,4.0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0.4074865467332758,7,17.17848124341125,2.0794415416798357,2.9002385452932975,2,0.2857142857142857,7,1.0,7,1.0,3,2,0.410116318288409,0.1514433957396678,0.7551020408163265,0.24489795918367352,transport,Transport & Mobility Infrastructure,0.8571428571428571,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,0.8571428571428571,14.724412494352501,1,0.14285714285714285,2.45406874905875,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,6,0.8571428571428571,14.724412494352501,0,0.0,0.0,6,0.8571428571428571,14.724412494352501,1,0.14285714285714285,2.45406874905875,0,0.0,0.0,0,0.0,0.0,5,0.7142857142857143,1,0.14285714285714285,1,0.14285714285714285,1,0.14285714285714285,0,0.0,0,0.0,0,0.0
QN0191,Astoria Park,Queens,4.0,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),0.24836551802935053,4,16.105295258930834,1.6094379124341003,2.8393880798374926,3,0.75,4,1.0,4,1.0,3,2,0.5623351446188083,0.2076531463079713,0.625,0.375,recreation_green,"Recreation, Parks & Green Space",0.75,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.25,4.0263238147327085,3,0.75,12.078971444198126,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.25,4.0263238147327085,0,0.0,0.0,1,0.25,4.0263238147327085,3,0.75,12.078971444198126,0,0.0,0.0,0,0.0,0.0,1,0.25,0,0.0,3,0.75,0,0.0,0,0.0,0,0.0,0,0.0
QN0201,Long Island City-Hunters Point,Queens,4.0,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),2.562166568350019,559,218.1747302869478,6.327936783729195,5.389869266890787,378,0.6762075134168157,559,1.0,559,1.0,42,12,1.7981983805904458,0.6640195886540644,0.21615714235425512,0.7838428576457449,transport,Transport & Mobility Infrastructure,0.3220035778175313,155,0.2772808586762075,60.49567655541487,29,0.0518783542039356,11.318545936174393,13,0.023255813953488372,5.073830936905763,15,0.026833631484794274,5.854420311814342,180,0.3220035778175313,70.2530437417721,61,0.10912343470483005,23.807975934711656,7,0.012522361359570662,2.7320628121800263,2,0.0035778175313059034,0.7805893749085789,1,0.0017889087656529517,0.39029468745428947,10,0.017889087656529516,3.9029468745428946,9,0.016100178890876567,3.512652187088605,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,77,0.13774597495527727,30.052690933980287,203,0.3631484794275492,79.22982155322076,392,0.7012522361359571,152.99551748208145,37,0.06618962432915922,14.440903435808709,180,0.3220035778175313,70.2530437417721,68,0.12164579606440072,26.540038746891682,3,0.005366726296958855,1.1708840623628682,0,0.0,0.0,273,0.4883720930232558,59,0.10554561717352415,61,0.10912343470483005,144,0.25760286225402507,81,0.1449016100178891,33,0.059033989266547404,16,0.028622540250447227
