nta2020,ntaname,boroname,borocode,cdta2020,cdtaname,nta_area_km2,pluto_avg_num_floors,pluto_building_area_to_lot_area_ratio,pluto_commercial_area_ratio,pluto_lot_area_commercial,pluto_lot_area_industrial,pluto_lot_area_mixed_use,pluto_lot_area_open_space,pluto_lot_area_parking,pluto_lot_area_public_facility,pluto_lot_area_ratio_commercial,pluto_lot_area_ratio_industrial,pluto_lot_area_ratio_mixed_use,pluto_lot_area_ratio_open_space,pluto_lot_area_ratio_parking,pluto_lot_area_ratio_public_facility,pluto_lot_area_ratio_residential,pluto_lot_area_ratio_transportation_utility,pluto_lot_area_ratio_unknown,pluto_lot_area_ratio_vacant,pluto_lot_area_residential,pluto_lot_area_transportation_utility,pluto_lot_area_unknown,pluto_lot_area_vacant,pluto_lot_count,pluto_lot_count_commercial,pluto_lot_count_industrial,pluto_lot_count_mixed_use,pluto_lot_count_open_space,pluto_lot_count_parking,pluto_lot_count_public_facility,pluto_lot_count_residential,pluto_lot_count_transportation_utility,pluto_lot_count_unknown,pluto_lot_count_vacant,pluto_office_area_ratio,pluto_parcel_count,pluto_parcel_density_per_km2,pluto_residential_area_ratio,pluto_retail_area_ratio,pluto_total_building_area,pluto_total_buildings,pluto_total_commercial_area,pluto_total_factory_area,pluto_total_garage_area,pluto_total_lot_area,pluto_total_office_area,pluto_total_other_area,pluto_total_residential_area,pluto_total_residential_units,pluto_total_retail_area,pluto_total_storage_area,pluto_total_units
BK0902,Prospect Lefferts Gardens-Wingate,Brooklyn,3.0,BK09,BK09 Crown Heights (South) (CD 9 Approximation),2.2319230211813883,2.533230397422127,1.6782787999230415,0.2383169876880237,552077.0,99843.0,1671492.0,461785.0,293752.0,3983631.0,0.0326220165063289,0.0058996842723775,0.0987678161093413,0.0272866971316956,0.0173576921204236,0.2353912157853411,0.5526378548863092,0.0181772650585152,0.0019498390635288,0.0099099190661382,9352538.0,307622.0,32998.0,167710.0,3819.0,58.0,9.0,432.0,6.0,31.0,58.0,3154.0,14.0,10.0,47.0,0.0392822910173639,3819.0,1711.0805183498442,0.7279937261339449,0.0381112576096046,28402264.0,4318.0,6768742.0,19052.0,373658.0,16923448.0,1115706.0,3943709.0,20676670.0,21088.0,1082446.0,234021.0,22258.0
BK1001,Bay Ridge,Brooklyn,3.0,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),5.722526722548278,2.363898475120385,0.9279538657586291,0.1607556269169791,1214668.0,26927.0,3490526.0,14598731.0,225365.0,3520709.0,0.0242418233380926,0.0005373975251054,0.0696624218708479,0.2913552162914773,0.0044977380787089,0.0702648012484339,0.4976080152161314,0.0381910281655816,0.0006575421049374,0.0029840161606833,24933295.0,1913611.0,32947.0,149518.0,10144.0,168.0,6.0,1319.0,18.0,49.0,96.0,8353.0,32.0,13.0,90.0,0.0410086111738878,10144.0,1772.6435352464043,0.8027364610180433,0.0484802112992482,46496332.0,13909.0,7474547.0,37576.0,551075.0,50106297.0,1906750.0,2681180.0,37324301.0,37474.0,2254152.0,41754.0,40087.0
BK1002,Dyker Heights,Brooklyn,3.0,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),2.7035490324467877,2.1490701468189237,1.0265113404242143,0.191509619917391,723873.0,271649.0,1254789.0,518165.0,163326.0,988352.0,0.0376328682415249,0.0141225477741841,0.0652342456589966,0.0269384756336675,0.0084910278991139,0.0513826604836037,0.7735946843501476,0.0148476794564444,0.0029986284987876,0.0047571820035292,14880192.0,285597.0,57679.0,91505.0,6825.0,97.0,43.0,537.0,8.0,30.0,48.0,5978.0,34.0,3.0,47.0,0.0461254238778316,6825.0,2524.459485694322,0.7455336712808803,0.0540195945561313,19745076.0,9894.0,3781372.0,207789.0,239167.0,19235127.0,910750.0,1281988.0,14720619.0,15158.0,1066621.0,73961.0,16509.0
BK1061,Fort Hamilton,Brooklyn,3.0,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),0.7858991830551751,1.9583333333333333,0.2521075833591502,0.6219017664629201,0.0,0.0,0.0,500040.0,0.0,7691955.0,0.0,0.0,0.0,0.0608218836173913,0.0,0.935603535317598,0.0035745810650105,0.0,0.0,0.0,29388.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.3707854543384316,14.0,17.813989760843295,0.3758808070544654,0.0200267963156754,2072673.0,129.0,1288999.0,0.0,21049.0,8221383.0,768517.0,457924.0,779078.0,522.0,41509.0,0.0,524.0
BK1091,Dyker Beach Park,Brooklyn,3.0,BK10,BK10 Bay Ridge-Dyker Heights (CD 10 Approximation),0.9274246462164416,1.0,0.0015795996186844,1.0,0.0,0.0,0.0,10490000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0782547175985022,0.0,0.0,16570.0,12.0,16570.0,0.0,0.0,10490000.0,0.0,16570.0,0.0,0.0,0.0,0.0,2.0
BK1101,Bensonhurst,Brooklyn,3.0,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),4.515512740126462,2.220932984104046,1.236247672717606,0.1486056576921506,1160173.0,533441.0,2640008.0,308108.0,117574.0,1278929.0,0.0356713042491163,0.0164014644453481,0.0811711086088894,0.0094732546004662,0.0036149935619822,0.0393226402200517,0.7875686885365157,0.0228907674477537,0.0004745420810352,0.003411236248841,25614873.0,744499.0,15434.0,110947.0,11168.0,217.0,71.0,1032.0,6.0,28.0,70.0,9633.0,53.0,9.0,49.0,0.0320544556363852,11168.0,2473.251797244897,0.8132099914588503,0.0643878876738591,40207702.0,15201.0,5975092.0,305030.0,193531.0,32523986.0,1288836.0,1291309.0,32697305.0,34672.0,2588889.0,256995.0,37329.0
BK1102,Bath Beach,Brooklyn,3.0,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),1.9085906772267913,2.163855965984587,1.0670301778978786,0.1467689927409904,516212.0,104549.0,759461.0,924014.0,108371.0,473853.0,0.0409362104640101,0.008290856988605,0.0602261383602233,0.0732753821602207,0.0085939460225551,0.0375770926228034,0.758278168802987,0.0061469501249627,0.0010750858276455,0.0056001686259868,9562006.0,77514.0,13557.0,70619.0,3824.0,62.0,17.0,289.0,4.0,21.0,19.0,3365.0,9.0,1.0,37.0,0.0294870088381504,3824.0,2003.5726075935386,0.7814127945644493,0.0471065296601361,13455417.0,4980.0,1974838.0,31308.0,95120.0,12610156.0,396760.0,699958.0,10514235.0,12050.0,633838.0,117854.0,12845.0
BK1103,Gravesend (West),Brooklyn,3.0,BK11,BK11 Bensonhurst-Bath Beach (CD 11 Approximation),3.14142589484406,2.1803888141169434,1.0858031211743937,0.1966832699012782,2318685.0,123878.0,1567860.0,236028.0,380129.0,1123808.0,0.101801105774303,0.005438823031636,0.0688363799736914,0.0103627320630862,0.0166894392885967,0.0493404222988495,0.6759572612598911,0.0689626498120726,0.0,0.0026111864978731,15396021.0,1570736.0,0.0,59474.0,6764.0,128.0,17.0,499.0,3.0,38.0,50.0,5960.0,31.0,1.0,37.0,0.021068925689958,6764.0,2153.1623620667215,0.7556072712851327,0.0632961388745523,24730924.0,8946.0,4864159.0,113613.0,543646.0,22776619.0,521054.0,2097011.0,18686866.0,20586.0,1565372.0,22437.0,22168.0
BK1201,Sunset Park (East)-Borough Park (West),Brooklyn,3.0,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),1.0908519097822515,2.5560413354531,1.752067119308309,0.2976385507541941,297699.0,177781.0,1100558.0,61515.0,82113.0,682820.0,0.0378549389289826,0.0226063537255196,0.1399452328620629,0.0078221511265283,0.0104413605698223,0.0868263225589872,0.6136683873322224,0.0692258149425148,0.0005617859656506,0.0110476519877088,4826014.0,544406.0,4418.0,86881.0,2562.0,81.0,37.0,453.0,4.0,11.0,54.0,1872.0,21.0,2.0,27.0,0.0667448796559015,2562.0,2348.6231055060525,0.671664967777966,0.0454045635210795,13778615.0,3242.0,4101047.0,94244.0,412518.0,7864205.0,919652.0,1979446.0,9254613.0,10182.0,625612.0,67232.0,27172.0
BK1202,Borough Park,Brooklyn,3.0,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),3.758502004157597,2.6345919567262466,1.6126099975398842,0.2534994163611997,1271363.0,637678.0,2888634.0,90786.0,191876.0,2365015.0,0.0467378982670815,0.0234423445476673,0.1061920804859294,0.0033374786210352,0.0070537533087674,0.0869427775309819,0.6648277558700524,0.0441042656760326,0.002123301942962,0.0152383437494899,18084626.0,1199723.0,57758.0,414513.0,8811.0,227.0,118.0,1139.0,4.0,60.0,332.0,6658.0,83.0,18.0,172.0,0.0710348739798859,8811.0,2344.285034370983,0.7167895343135936,0.0516059162855605,43866172.0,10120.0,11120049.0,452953.0,409092.0,27201972.0,3116028.0,4344064.0,31442813.0,25613.0,2263754.0,515113.0,28654.0
BK1203,Kensington,Brooklyn,3.0,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),1.6221329835237221,2.462174783188793,1.5448618430176428,0.1422131642874741,458013.0,283422.0,703553.0,0.0,110899.0,637041.0,0.0406645463696735,0.0251635369764299,0.0624647413763865,0.0,0.0098461343408384,0.0565594934726377,0.7741333237209099,0.0205129056550703,0.004394309895179,0.0062610081928744,8719220.0,231041.0,49494.0,70519.0,3056.0,70.0,30.0,242.0,0.0,24.0,44.0,2584.0,26.0,9.0,27.0,0.0138996399501588,3056.0,1883.9392522316646,0.8298465220670398,0.0323668422193883,17400091.0,4012.0,2474522.0,84606.0,216398.0,11263202.0,241855.0,1133695.0,14439405.0,14410.0,563186.0,234782.0,15131.0
BK1204,Mapleton-Midwood (West),Brooklyn,3.0,BK12,BK12 Borough Park-Kensington (CD 12 Approximation),2.9113132107768833,2.250782608695652,1.0005258706042353,0.2119657774683354,483329.0,348771.0,951516.0,3565032.0,93078.0,1150088.0,0.0225907486689528,0.0163015213323002,0.0444737617864587,0.1666292357975091,0.0043504563239714,0.0537549970210325,0.6505239051914801,0.0286883424194918,0.0007924282485293,0.0118946032102738,13917957.0,613787.0,16954.0,254485.0,5144.0,67.0,40.0,270.0,15.0,17.0,78.0,4567.0,36.0,4.0,50.0,0.0223216604796879,5144.0,1766.9002362776778,0.7585084971453194,0.0412871513027411,21406248.0,7025.0,4537392.0,246262.0,302946.0,21394997.0,477823.0,2455294.0,16236821.0,13136.0,883803.0,171264.0,14042.0
BK1301,Gravesend (South),Brooklyn,3.0,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),2.398727467698644,2.1135217755443887,0.7909112499594024,0.2130777933501493,463480.0,275612.0,223022.0,679763.0,238547.0,2022285.0,0.0247580814719723,0.014722586412905,0.0119133443644649,0.0363114432891005,0.0127426556936536,0.1080260136134192,0.4909466445930076,0.1974861370128083,0.0079957364049564,0.0950973571437118,9190694.0,3697010.0,149683.0,1780256.0,2600.0,49.0,22.0,58.0,8.0,65.0,29.0,2195.0,21.0,17.0,136.0,0.0732691450849063,2600.0,1083.9080449995674,0.7240391602482132,0.0202579511455283,14806137.0,3172.0,3154859.0,79588.0,104099.0,18720352.0,1084833.0,1473951.0,10720223.0,11697.0,299942.0,112446.0,12147.0
BK1302,Coney Island-Sea Gate,Brooklyn,3.0,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),4.4183943420173275,2.4193049590003906,1.0479243213394351,0.2043459646278525,1806250.0,415936.0,2668795.0,4616139.0,1094219.0,2218795.0,0.0600059791701763,0.0138179360288589,0.0886608482654509,0.1533541540100422,0.0363513813268435,0.0737112617593862,0.4240395397294729,0.0645208871802212,0.0102781064933462,0.0752599060362011,12764085.0,1942154.0,309383.0,2265411.0,2889.0,88.0,30.0,136.0,69.0,87.0,59.0,2133.0,73.0,30.0,184.0,0.0506498197978711,2889.0,653.8574369713128,0.7842461318400843,0.0506279771155897,31543745.0,3387.0,6445837.0,168460.0,795290.0,30101167.0,1597685.0,1552890.0,24738060.0,25035.0,1596996.0,730433.0,26486.0
BK1303,Brighton Beach,Brooklyn,3.0,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),1.2593756228055943,2.5341037204058625,1.946972775410712,0.1622807656133866,536715.0,4224.0,1072309.0,996961.0,130648.0,632825.0,0.0613491988649515,0.000482824247516,0.1225702618441394,0.1139576099971138,0.0149337173980756,0.0723350507657005,0.5757665435030477,0.0201022458071503,0.0122227461200602,0.0062798014522448,5037108.0,175865.0,106931.0,54939.0,1838.0,107.0,2.0,278.0,4.0,20.0,27.0,1354.0,8.0,6.0,32.0,0.0726900031350649,1838.0,1459.4533725413596,0.7952914729756229,0.0441016160261701,17033140.0,2089.0,2764151.0,966.0,195800.0,8748525.0,1238139.0,555265.0,13546311.0,14916.0,751189.0,21014.0,16659.0
BK1391,Calvert Vaux Park,Brooklyn,3.0,BK13,BK13 Coney Island-Brighton Beach (CD 13 Approximation),0.39201536551187416,1.0,0.0010362345936037,1.0,0.0,0.0,0.0,3286850.0,0.0,0.0,0.0,0.0,0.0,0.9692509032403416,0.0,0.0,0.0,0.0,0.0,0.0307490967596584,0.0,0.0,0.0,104274.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0569151963574274,5.0,12.754602089311598,0.0,0.0,3514.0,3.0,3514.0,0.0,0.0,3391124.0,200.0,3314.0,0.0,0.0,0.0,0.0,2.0
BK1401,Flatbush,Brooklyn,3.0,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),2.2305630775558902,3.0777928436911486,2.212959861121464,0.1840422558038038,957298.0,35720.0,1678734.0,66420.0,163621.0,2300529.0,0.0589727399126095,0.0022004707726104,0.1034155963602291,0.0040916928532134,0.0100795976563631,0.1417202358914524,0.6445062462691487,0.0279807846908344,0.0003720840836104,0.0066605515099283,10462199.0,454209.0,6040.0,108120.0,2728.0,111.0,3.0,495.0,2.0,18.0,78.0,1965.0,22.0,3.0,31.0,0.0137964443352223,2728.0,1223.0095743309666,0.8071565488306096,0.0572153556018314,35922734.0,3425.0,6611301.0,2823.0,468059.0,16232890.0,495606.0,3437019.0,28995270.0,28964.0,2055332.0,87424.0,30480.0
BK1402,Flatbush (West)-Ditmas Park-Parkville,Brooklyn,3.0,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),2.126611655963576,2.6894586894586894,1.320780835695935,0.1234233294450128,345272.0,74599.0,1222766.0,7743.0,30477.0,877776.0,0.0222398784404799,0.004805117970126,0.0787615769629508,0.0004987470132667,0.001963103799991,0.0565398628848292,0.7967490944389032,0.0330069008473803,0.0008776865301269,0.0045580311119456,12369454.0,512429.0,13626.0,70763.0,3222.0,63.0,8.0,383.0,2.0,9.0,50.0,2651.0,24.0,2.0,30.0,0.0167713752896428,3222.0,1515.0862128328265,0.8692294370976986,0.0364948114842445,20504997.0,4591.0,2530795.0,37652.0,153625.0,15524905.0,343897.0,1177763.0,17823547.0,16101.0,748326.0,24947.0,17108.0
BK1403,Midwood,Brooklyn,3.0,BK14,BK14 Flatbush-Midwood (CD 14 Approximation),2.9913728796646493,2.449754054535733,1.2608701071484785,0.1455982279292646,615060.0,53805.0,1139692.0,319235.0,132969.0,1299662.0,0.0279794273465625,0.0024476198881114,0.0518452338169587,0.0145221807449353,0.0060488350321026,0.0591223596138396,0.7944894093413967,0.0345688267710159,0.0004841560908683,0.0084919513542086,17464927.0,759912.0,10643.0,186675.0,5716.0,127.0,3.0,328.0,5.0,27.0,114.0,5019.0,27.0,7.0,59.0,0.0497431953570453,5716.0,1910.8283152720157,0.8384055548512189,0.0266151554101214,27717178.0,8496.0,4035572.0,22720.0,247198.0,21982580.0,1378741.0,1453699.0,23238236.0,19761.0,737697.0,179453.0,20940.0
BK1501,Gravesend (East)-Homecrest,Brooklyn,3.0,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),3.2384503293052083,2.204080683863227,1.207888063857216,0.187656385793998,1114759.0,205574.0,1634444.0,393832.0,122607.0,1155609.0,0.0485851495432074,0.0089596437725062,0.0712348643608152,0.0171645948719861,0.0053436477570883,0.0503655373748732,0.7683500999959075,0.0122972280995843,0.0034031339794361,0.0142961002445952,17629362.0,282153.0,78083.0,328016.0,6830.0,219.0,28.0,595.0,7.0,30.0,103.0,5689.0,32.0,12.0,115.0,0.0468475965163705,6830.0,2109.0334281783903,0.763797292619258,0.0650995005685509,27714314.0,8720.0,5200768.0,180579.0,296522.0,22944439.0,1298349.0,1457429.0,21168118.0,19390.0,1804188.0,73126.0,21349.0
BK1502,Madison,Brooklyn,3.0,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),2.542058465160488,2.201864640883978,1.1366549535126704,0.1311076902031085,592265.0,4000.0,1079891.0,154078.0,46997.0,1025784.0,0.0322905006124817,0.0002180814372787,0.0588760453461094,0.0084003879232606,0.0025622933269479,0.0559261122643984,0.8132386554581531,0.0209527192901536,0.0003174175319592,0.007217786809257,14916238.0,384310.0,5822.0,132387.0,5884.0,108.0,1.0,326.0,6.0,11.0,58.0,5297.0,8.0,7.0,62.0,0.0621664171015469,5884.0,2314.6595881415046,0.8122903842458649,0.0414446458041162,20848266.0,8839.0,2733368.0,0.0,57466.0,18341772.0,1296062.0,498470.0,16934846.0,15980.0,864049.0,17321.0,17350.0
BK1503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,Brooklyn,3.0,BK15,BK15 Sheepshead Bay-Gravesend (East) (CD 15 Approximation),5.883732757675332,2.020512510974539,0.8928315549462598,0.1819157670487153,2777833.0,241954.0,1361731.0,1311983.0,383765.0,5211530.0,0.065592591492408,0.0057132267785551,0.0321543682451566,0.030979675511085,0.0090617905662737,0.1230591465867204,0.6494372653206044,0.0464273524988241,0.0054891643166751,0.0320854186836971,27503537.0,1966189.0,232465.0,1358811.0,9708.0,269.0,8.0,290.0,24.0,116.0,87.0,8408.0,32.0,57.0,417.0,0.0428932553275962,9708.0,1649.972967812977,0.7523774150096548,0.0517984389613711,37811236.0,11359.0,6878460.0,53780.0,680181.0,42349798.0,1621847.0,2309819.0,28448320.0,27741.0,1958563.0,238610.0,30101.0
BK1601,Ocean Hill,Brooklyn,3.0,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),1.8652967050074911,2.674103419516264,1.514154048923765,0.2099204089092727,494216.0,352390.0,1408340.0,551334.0,287150.0,1296804.0,0.0389440929231764,0.0277682408202044,0.1109768275964889,0.043444976544075,0.0226273457008476,0.1021878196560753,0.592969471325444,0.0237655291635084,0.0064232821085108,0.0308924141616688,7525018.0,301594.0,81514.0,392037.0,3950.0,65.0,33.0,321.0,71.0,74.0,102.0,3065.0,37.0,23.0,159.0,0.0599503539278455,3950.0,2117.625570986111,0.7366524529310522,0.0401428742721393,19215216.0,3929.0,4033666.0,183045.0,290243.0,12690397.0,1151959.0,1340851.0,14154936.0,16319.0,771354.0,293570.0,17694.0
BK1602,Brownsville,Brooklyn,3.0,BK16,BK16 Ocean Hill-Brownsville (CD 16 Approximation),2.8584321487700706,2.3202598051461405,1.4006982508931576,0.2328917303081165,879279.0,773148.0,1696521.0,1505674.0,360989.0,1784513.0,0.0406314423896572,0.0357271337319311,0.0783961578456253,0.0695771267010866,0.0166812851857032,0.0824622641426604,0.6095387326984733,0.0388073968643496,0.0100259427304325,0.0181525177100805,13190637.0,839806.0,216965.0,392827.0,4281.0,146.0,91.0,324.0,56.0,65.0,107.0,3305.0,52.0,27.0,108.0,0.0604403335447704,4281.0,1497.6741714306681,0.7525448414770933,0.0493896184277623,30311613.0,4773.0,7059324.0,400052.0,200404.0,21640359.0,1832044.0,2611378.0,22810848.0,24915.0,1497079.0,518367.0,25911.0
BK1701,East Flatbush-Erasmus,Brooklyn,3.0,BK17,BK17 East Flatbush (CD 17 Approximation),1.8356723223696372,2.6364041850220263,1.876401990184681,0.220293785323215,582978.0,133195.0,1813844.0,22468.0,246643.0,1593157.0,0.0431519044327634,0.0098590648548005,0.1342603373436757,0.0016630764605102,0.0182564610757354,0.117925133727839,0.6482620673340191,0.0085893295154916,0.0068300273384662,0.0112025979166984,8757957.0,116041.0,92273.0,151346.0,3713.0,70.0,8.0,531.0,3.0,30.0,74.0,2932.0,13.0,8.0,44.0,0.024698573061538,3713.0,2022.6921519451541,0.7490137971165057,0.0489382902340026,25350007.0,4494.0,5584449.0,33249.0,514688.0,13509902.0,626109.0,2938401.0,18987505.0,21607.0,1240586.0,231416.0,22743.0
BK1702,East Flatbush-Farragut,Brooklyn,3.0,BK17,BK17 East Flatbush (CD 17 Approximation),2.239651963853853,2.0868835948092195,0.9473410565487456,0.1737013218796744,720435.0,1044163.0,373993.0,177996.0,200114.0,969608.0,0.0440932996802656,0.0639066564978731,0.0228897616402889,0.0108940167674926,0.0122477205746759,0.0593436133952168,0.7402018510819318,0.0359035079338684,0.0039675309386318,0.0065520414897547,12094067.0,586623.0,64825.0,107053.0,5249.0,60.0,90.0,128.0,2.0,50.0,59.0,4754.0,52.0,17.0,37.0,0.0100586691633789,5249.0,2343.667714767543,0.7564590445488575,0.0357894107105674,15478489.0,8028.0,2688634.0,479893.0,303899.0,16338877.0,155693.0,873255.0,11708843.0,12892.0,553966.0,321928.0,13465.0
BK1703,East Flatbush-Rugby,Brooklyn,3.0,BK17,BK17 East Flatbush (CD 17 Approximation),2.5259385382639983,1.9884826132771336,1.095940294897083,0.2190785383968889,753568.0,453662.0,962191.0,178330.0,177626.0,1666033.0,0.0438606023394362,0.0264049011880989,0.0560032761815582,0.010379502865291,0.0103385273142499,0.0969696310052682,0.7228349703279389,0.0131585066437141,0.0062640209575974,0.0137860611768469,12419011.0,226076.0,107622.0,236858.0,5815.0,112.0,23.0,334.0,3.0,40.0,83.0,5088.0,25.0,26.0,81.0,0.04137317721161,5815.0,2302.1146048931478,0.7014310390839821,0.0497248308157621,18829325.0,7945.0,4125101.0,200906.0,162904.0,17180977.0,779029.0,1766899.0,13207473.0,14137.0,936285.0,279078.0,15056.0
BK1704,East Flatbush-Remsen Village,Brooklyn,3.0,BK17,BK17 East Flatbush (CD 17 Approximation),1.7075428268192312,1.965977541030809,1.4305397001745173,0.1980554586513126,461388.0,115361.0,839615.0,118246.0,132685.0,996788.0,0.0397610586058259,0.0099414711302129,0.0723555472212769,0.0101900919310959,0.0114344024142674,0.0859002533346857,0.7418853316054259,0.0150191955079004,0.0013809872908666,0.0121316609584422,8608850.0,174283.0,16025.0,140776.0,3543.0,56.0,16.0,229.0,6.0,16.0,51.0,3096.0,20.0,6.0,47.0,0.0444360053583109,3543.0,2074.9113546977987,0.720001925300393,0.0424303435534695,16600007.0,4355.0,3287722.0,50600.0,475370.0,11604017.0,737638.0,1274490.0,11952037.0,14162.0,704344.0,45280.0,14754.0
BK1771,Holy Cross Cemetery,Brooklyn,3.0,BK17,BK17 East Flatbush (CD 17 Approximation),0.39706853237573536,1.0,0.0027857642818613,1.0,0.0,0.0,0.0,2853077.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5184569374380104,0.0,0.0,7948.0,7.0,7948.0,0.0,0.0,2853077.0,0.0,7948.0,0.0,0.0,0.0,0.0,0.0
BK1801,Flatlands,Brooklyn,3.0,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),5.045063843525309,2.0120686915062684,0.8230750627464347,0.1683227169097827,2235910.0,1187098.0,1034639.0,629691.0,539311.0,1149973.0,0.0627453121949075,0.0333129842506855,0.0290345975750486,0.0176707284198932,0.0151344361200351,0.0322711624800257,0.754515781726651,0.0379062326170108,0.0081430753972519,0.0092656892184902,26886939.0,1350777.0,290176.0,330180.0,11610.0,221.0,80.0,401.0,14.0,77.0,82.0,10462.0,70.0,47.0,156.0,0.0309095170314873,11610.0,2301.2592823577334,0.7583324502792838,0.0502127376080241,29330028.0,15916.0,4936910.0,382665.0,599058.0,35634694.0,906577.0,856354.0,22241912.0,21667.0,1472741.0,646414.0,23005.0
BK1802,Marine Park-Mill Basin-Bergen Beach,Brooklyn,3.0,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),5.466072384169322,1.9650950950950952,0.6367565257388341,0.2050826934955902,3096019.0,73591.0,688129.0,4308921.0,1141272.0,1920044.0,0.0723131694109416,0.0017188519999782,0.0160725076149667,0.1006427073772363,0.0266564886972477,0.0448461288669294,0.7141827841011317,0.0040996130218121,0.0039270060959674,0.0155407428137885,30577051.0,175521.0,168131.0,665362.0,11162.0,129.0,5.0,218.0,18.0,37.0,42.0,10581.0,12.0,13.0,107.0,0.0212348489405812,11162.0,2042.0512601199823,0.6872553198357281,0.0891658095555298,27262120.0,14316.0,5590989.0,34001.0,1373451.0,42814041.0,578907.0,1121429.0,18736037.0,16887.0,2430849.0,51992.0,17928.0
BK1803,Canarsie,Brooklyn,3.0,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),6.548932052206535,2.020140935813804,0.6993000767375875,0.1808108333504726,2635125.0,972523.0,644204.0,1371385.0,834746.0,4889111.0,0.053305162840559,0.0196728796095779,0.0130314118391118,0.027741340825236,0.0168858294997411,0.0989003777811559,0.6900829488109619,0.0422538578919404,0.0170564181580531,0.0210697727436625,34114047.0,2088807.0,843179.0,1041578.0,12740.0,191.0,65.0,229.0,15.0,76.0,101.0,11731.0,88.0,40.0,204.0,0.0339446462541625,12740.0,1945.3553493057705,0.7212360549455848,0.0357606589101037,34569693.0,14411.0,6250575.0,426387.0,388276.0,49434705.0,1173456.0,2648210.0,24932909.0,27248.0,1236235.0,375377.0,28698.0
BK1891,Marine Park-Plumb Island,Brooklyn,3.0,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),4.039754054795625,2.0,0.0061433091166173,1.0,0.0,0.0,0.0,36886188.0,0.0,176609.0,0.0,0.0,0.0,0.994004715610222,0.0,0.0047592388462371,0.0,0.0012360455435408,0.0,0.0,0.0,45868.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.9912269158222572,5.0,1.2376991104358095,0.0,0.0,227970.0,14.0,227970.0,0.0,0.0,37108665.0,225970.0,0.0,0.0,0.0,0.0,0.0,1.0
BK1892,McGuire Fields,Brooklyn,3.0,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),0.9832259498750276,1.0,0.0019641996192685,1.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0076058068509913,0.0,0.0,0.9923941931490088,0.0,0.0,0.0,13047849.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.8983543078412392,4.0,4.068240876380874,0.0,0.0,25825.0,8.0,25825.0,2625.0,0.0,13147849.0,23200.0,0.0,0.0,0.0,0.0,0.0,3.0
BK1893,Canarsie Park & Pier,Brooklyn,3.0,BK18,BK18 Canarsie-Flatlands (CD 18 Approximation),1.0725990613496754,1.0,0.1217914403367319,1.0,0.0,0.0,0.0,14458980.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.796944457722192,0.0,0.0068143874433554,1760980.0,4.0,1760980.0,0.0,0.0,14458980.0,0.0,1748980.0,0.0,0.0,12000.0,0.0,1.0
