score_col,model_label,threshold_mode,threshold_strategy,selected_threshold,selection_note,validation_f1,validation_precision,validation_recall,validation_f2,validation_balanced_accuracy,validation_pr_auc,validation_roc_auc,validation_predicted_positive_share
lgbm_score,Tuned LightGBM,global,best_f1,0.348333,Max validation F1.,0.37817708683850415,0.2906251077474744,0.5412225504045204,0.4616151326958674,0.6745088107490549,0.3249287184863687,0.7628898581512348,0.23653519932145886
xgb_score,Tuned XGBoost,global,best_f1,0.36,Max validation F1.,0.376953536868249,0.2967718133185759,0.516501862077822,0.4498831109271708,0.6692157859556727,0.32327672610353264,0.7631161965910594,0.22105597964376592
ensemble_lgbm_w0p500_score,Ensemble LGBM(0.50) + XGB(0.50),global,best_f1,0.344819,Max validation F1.,0.37772514995241363,0.288208869524099,0.5479003467317324,0.46423946987584735,0.6755121770653487,0.3248923817103907,0.763465043228952,0.24146114699549814
