comparison,metric,borough_value,nta_fe_value,observed_difference,ci_lower,ci_upper,ci_includes_zero,bootstrap_replicates,cluster_unit,clusters
nta_fe_minus_borough,pr_auc,0.3165151742185692,0.3187010744802809,0.0021859002617117262,0.0005016350172999395,0.004018230754543083,False,1000,nta2020|complaint_category,2358
nta_fe_minus_borough,precision_at_5pct,0.41803947153808513,0.42146468765291145,0.003425216114826324,-0.00309900505627142,0.009464198336323589,True,1000,nta2020|complaint_category,2358
nta_fe_minus_borough,f1,0.36125023186792804,0.36336822074215036,0.0021179888742223207,-0.00015184183257257317,0.004461715588309592,True,1000,nta2020|complaint_category,2358
nta_fe_minus_borough,precision,0.26347831969153757,0.26820703701102605,0.004728717319488485,0.0028888546871194383,0.006642478702397336,False,1000,nta2020|complaint_category,2358
nta_fe_minus_borough,recall,0.5743990561864032,0.5631912697242295,-0.011207786462173686,-0.015742188836538933,-0.006509262503046816,False,1000,nta2020|complaint_category,2358
