validation_rank,method_id,model_label,score_col,threshold_mode,threshold_strategy,val_rows,val_positive_rows,val_positive_share,val_predicted_positive_rows,val_predicted_positive_share,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_specificity,val_npv,val_f1,val_f2,val_roc_auc,val_pr_auc,val_tn,val_fp,val_fn,val_tp,val_global_threshold,test_rows,test_positive_rows,test_positive_share,test_predicted_positive_rows,test_predicted_positive_share,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_specificity,test_npv,test_f1,test_f2,test_roc_auc,test_pr_auc,test_tn,test_fp,test_fn,test_tp,test_global_threshold
1,ensemble_lgbm_w0p500_per_category,Ensemble LGBM(0.50) + XGB(0.50),ensemble_lgbm_w0p500_score,per_category,best_f1,122616,15574,0.12701441899915183,28598,0.2332322046062504,0.7750538265805441,0.6714726271456519,0.2900552486187845,0.5326184666752279,0.8103267876160759,0.9225786551511412,0.3755772887802228,0.45630074592382336,0.7563297357980872,0.31371910440140177,86739,20303,7279,8295,,247590,31570,0.12750918857789087,53941,0.21786421099398198,0.7858677652570782,0.6700705219254767,0.30119945866780373,0.5146341463414634,0.8255068975094899,0.9208722998827776,0.37999789500765985,0.45075213210447174,0.7661250039114329,0.32940545005762956,178326,37694,15323,16247,
2,lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,122616,15574,0.12701441899915183,28439,0.23193547334768708,0.7754371370783585,0.6701558784642566,0.28970779563275784,0.5290227301913446,0.8112890267371686,0.9221147413912102,0.3743893849544453,0.4540144376480961,0.7547456519499276,0.30892176506103297,86842,20200,7335,8239,,247590,31570,0.12750918857789087,54088,0.21845793448846884,0.7851124843491256,0.669367227227667,0.3000110930335749,0.5140006335128287,0.8247338209425054,0.9207088298828953,0.37887879707674704,0.44983034684644724,0.7643347229636552,0.3270086007087635,178159,37861,15343,16227,
3,ensemble_lgbm_w0p500_global,Ensemble LGBM(0.50) + XGB(0.50),ensemble_lgbm_w0p500_score,global,best_f1,122616,15574,0.12701441899915183,29607,0.24146114699549814,0.7685864813727409,0.6707313160805399,0.28381801600972745,0.5395531013227174,0.8019095308383625,0.9228999344149491,0.37197051858081936,0.4571667954256118,0.7563297357980872,0.31371910440140177,85838,21204,7171,8403,0.169062,247590,31570,0.12750918857789087,56063,0.22643483177834323,0.7804313582939537,0.6722020790963144,0.2967197616966627,0.5269242952169781,0.8174798629756505,0.9220214382306411,0.3796515011468283,0.45614583504713646,0.7661250039114329,0.32940545005762956,176592,39428,14935,16635,0.169062
4,lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,122616,15574,0.12701441899915183,29004,0.23654335486396555,0.7714164546225615,0.6688406582110484,0.2853054751068818,0.531334275073841,0.8063470413482559,0.9220292270221766,0.3712593656063529,0.4531763417305586,0.7547456519499276,0.30892176506103297,86313,20729,7299,8275,0.166987,247590,31570,0.12750918857789087,55210,0.22298961993618482,0.7820267377519285,0.6700195288643513,0.29715631226227135,0.5196705733291099,0.8203684843995926,0.9211768375090966,0.3781055542751786,0.45198082538982864,0.7643347229636552,0.3270086007087635,177216,38804,15164,16406,0.166987
5,xgb_per_category,Tuned XGBoost,xgb_score,per_category,best_f1,122616,15574,0.12701441899915183,30922,0.25218568539179226,0.7612546486592288,0.6722382448978026,0.2784748722592329,0.5529086939771414,0.7915677958184638,0.9240626431391367,0.3703974535443909,0.46187431611920443,0.7538538317983783,0.31192332890073693,84731,22311,6963,8611,,247590,31570,0.12750918857789087,58190,0.2350256472393877,0.7738196211478654,0.6717262670307895,0.29008420690840353,0.5346848273677542,0.8087677066938247,0.9224392819429779,0.3761140819964349,0.4575269691548761,0.7637134657137208,0.3247477537282488,174710,41310,14690,16880,
6,xgb_global,Tuned XGBoost,xgb_score,global,best_f1,122616,15574,0.12701441899915183,32626,0.2660827298231878,0.7516637306713643,0.6739875777466969,0.27202231349230677,0.5698600231154488,0.778115132377945,0.9255583953772641,0.3682572614107884,0.46748909631065505,0.7538538317983783,0.31192332890073693,83291,23751,6699,8875,0.162211,247590,31570,0.12750918857789087,61370,0.24786946160991963,0.7663879801284381,0.6765279596555382,0.28597034381619685,0.5559075071270193,0.7971484121840571,0.9247127054022124,0.3776630083925113,0.4676258992805755,0.7637134657137208,0.3247477537282488,172200,43820,14020,17550,0.162211
