score_col,model_label,threshold_mode,threshold_strategy,selected_threshold,selection_note,validation_f1,validation_precision,validation_recall,validation_f2,validation_balanced_accuracy,validation_pr_auc,validation_roc_auc,validation_predicted_positive_share
lgbm_score,Tuned LightGBM,global,best_f1,0.166987,Max validation F1.,0.3712593656063529,0.2853054751068818,0.531334275073841,0.4531763417305586,0.6688406582110484,0.30892176506103297,0.7547456519499276,0.23654335486396555
xgb_score,Tuned XGBoost,global,best_f1,0.162211,Max validation F1.,0.3682572614107884,0.27202231349230677,0.5698600231154488,0.46748909631065505,0.6739875777466969,0.31192332890073693,0.7538538317983783,0.2660827298231878
ensemble_lgbm_w0p500_score,Ensemble LGBM(0.50) + XGB(0.50),global,best_f1,0.169062,Max validation F1.,0.37197051858081936,0.28381801600972745,0.5395531013227174,0.4571667954256118,0.6707313160805399,0.31371910440140177,0.7563297357980872,0.24146114699549814
