score_col,split,rows,mean,std,min,q01,q05,q25,median,q75,q95,q99,max
lgbm_score,test,247590,0.23156245480505272,0.16444533892001753,0.0010501058203020216,0.0053088064291936556,0.026784013833878788,0.1030802337878444,0.19704739346567807,0.32723537163950456,0.5560983118539653,0.7051038766363605,0.9404776528951063
lgbm_score,validation,122616,0.23764275137673294,0.16330338151266846,0.001137408769439952,0.005435658360368946,0.028489636168953555,0.10941209179456253,0.20565308247469513,0.3366701869295501,0.5555796839782962,0.69156350005955,0.9430153583037745
xgb_score,test,247590,0.23101732414236772,0.16733606371408122,0.0009940492454916239,0.0065873412042856214,0.024484502989798783,0.10020231083035469,0.19495026767253876,0.32733555138111115,0.5624610781669617,0.715760491490364,0.9430704712867737
xgb_score,validation,122616,0.23894867989583266,0.16685212601592989,0.0010194110218435526,0.006682638148777188,0.026191965211182833,0.10793958976864815,0.20626594126224518,0.3391716629266739,0.5639025866985321,0.7064350783824922,0.9295009970664978
ensemble_lgbm_w0p500_score,test,247590,0.2312898894737102,0.1653248820890216,0.001227767982155294,0.006024965116381451,0.025876135501075835,0.10202614411097817,0.19619058379666024,0.3271179666633114,0.5582891670475821,0.7084727774621732,0.9366159059344001
ensemble_lgbm_w0p500_score,validation,122616,0.23829571563628277,0.16451800325657168,0.0010784098956417524,0.006129916235634937,0.027486945993869128,0.10921100456151797,0.20616384636079124,0.3378106480892933,0.5588263168358801,0.6974195736034787,0.9311125849910968
