method_id,model_label,score_col,threshold_mode,threshold_strategy,split,global_threshold,complaint_category,rows,positive_rows,positive_share,predicted_positive_rows,predicted_positive_share,accuracy,balanced_accuracy,precision,recall,specificity,npv,f1,f2,roc_auc,pr_auc,tn,fp,fn,tp
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.345,environment,13624,1495,0.10973282442748092,2855,0.20955666470933645,0.793746330005872,0.6715740571465443,0.26970227670753066,0.5150501672240803,0.8280979470690082,0.932677128795617,0.35402298850574715,0.4357668364459536,0.7663709879111701,0.2842932558180083,10044,2085,725,770
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.345,housing,13624,1626,0.11934820904286553,2834,0.20801526717557253,0.7955079271873166,0.6741578701001212,0.2953422724064926,0.514760147601476,0.8335555925987664,0.9268767377201113,0.37533632286995516,0.44816877275647893,0.7723385939476998,0.3688710366984519,10001,1997,789,837
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.345,infrastructure,13624,1734,0.12727539635936583,3858,0.28317674691720496,0.7310628302994715,0.6562711048897865,0.2498703991705547,0.5559400230680508,0.7566021867115222,0.9211550276469384,0.3447782546494993,0.446544376505466,0.7334841293168927,0.2806828557940055,8996,2894,770,964
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.345,noise,13624,1884,0.138285378743394,3537,0.25961538461538464,0.7638725778038755,0.688757563920326,0.3115634718688154,0.5849256900212314,0.7925894378194208,0.9224744720927927,0.40656705404906845,0.4976067912941389,0.7630759068566282,0.3505597743466724,9305,2435,782,1102
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.345,other,13624,1802,0.13226658837345862,3160,0.23194362889019376,0.7733411626541398,0.665969276791835,0.2965189873417722,0.5199778024417314,0.8119607511419388,0.917335626911315,0.3776702942361951,0.45187114197530864,0.7581792707251533,0.31766266729658,9599,2223,865,937
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.345,parking_traffic,13624,1884,0.138285378743394,3159,0.2318702290076336,0.7678361714621257,0.6549632519160726,0.297562519784742,0.4989384288747346,0.8109880749574105,0.9097945532728141,0.37279397184215746,0.43945769050958394,0.7396598541650842,0.32178831959696286,9521,2219,944,940
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.345,public_safety,13624,1839,0.13498238402818555,3088,0.22665883734586026,0.7836905460951262,0.6801565708614304,0.32059585492227977,0.5383360522022839,0.821977089520577,0.9194191343963554,0.4018672620255734,0.4739563385675986,0.7787615384668625,0.32499061026231735,9687,2098,849,990
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.345,sanitation,13624,1651,0.12118320610687022,3174,0.23297122724603642,0.7729741632413388,0.6658817641530714,0.27284183994959044,0.5245305875227135,0.8072329407834293,0.9248803827751196,0.3589637305699482,0.44283084475352835,0.7494866680396326,0.283961789244888,9665,2308,785,866
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,validation,0.345,water_sewer,13624,1659,0.12177040516735173,3428,0.25161479741632414,0.7712125660598943,0.6947761541788424,0.28733955659276544,0.5937311633514165,0.7958211450062683,0.9338956453511181,0.38726164733634755,0.48936804451510335,0.7787463787664797,0.3453476548257588,9522,2443,674,985
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.345,environment,27510,2896,0.10527081061432206,5420,0.1970192657215558,0.8062522719011269,0.6779976623598751,0.2754612546125461,0.5155386740331491,0.8404566506866011,0.9364870982344953,0.3590668590668591,0.4390143495648083,0.7833733648639972,0.3041246861948123,20687,3927,1403,1493
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.345,housing,27510,3720,0.13522355507088332,6170,0.2242820792439113,0.7872046528535078,0.6839730030237698,0.3270664505672609,0.5424731182795699,0.8254728877679698,0.9202436738519213,0.40808897876643074,0.47933491686460805,0.778795011909766,0.38528620944535785,19638,4152,1702,2018
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.345,infrastructure,27510,3596,0.1307161032351872,7352,0.26724827335514356,0.7404580152671756,0.6508304274968246,0.2589771490750816,0.5294771968854283,0.7721836581082211,0.9160631014981645,0.34782608695652173,0.43798306956201694,0.7291918794478882,0.2673297279300969,18466,5448,1692,1904
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.345,noise,27510,3982,0.14474736459469284,7115,0.25863322428207924,0.777935296255907,0.7149570743456058,0.3505270555165144,0.6263184329482672,0.8035957157429445,0.9270409414072076,0.4494908533837974,0.5411621750640108,0.800162402009314,0.41114621877932644,18907,4621,1488,2494
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.345,other,27510,3620,0.13158851326790258,5639,0.20498000727008361,0.7877499091239549,0.6539567862833567,0.3032452562511084,0.4723756906077348,0.8355378819589786,0.9126697453248594,0.3693703423695863,0.4249714200506983,0.7559172218894612,0.3228818780965072,19961,3929,1910,1710
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.345,parking_traffic,27510,3586,0.13035259905488913,6143,0.2233006179571065,0.7764812795347147,0.6586061172705946,0.29138857235878235,0.4991634132738427,0.8180488212673466,0.9159451490616372,0.36797204234762054,0.4368624005466881,0.7478021239968583,0.31775527247291346,19571,4353,1796,1790
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.345,public_safety,27510,3536,0.12853507815339876,5639,0.20498000727008361,0.7990185387131952,0.6781909309179968,0.3232842702606845,0.5155542986425339,0.8408275631934595,0.9216771066709342,0.3973841961852861,0.4607491280392256,0.787224491785407,0.3282028710897138,20158,3816,1713,1823
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.345,sanitation,27510,3172,0.1153035259905489,5333,0.19385677935296255,0.790367139222101,0.6343580146024613,0.2567035439714982,0.4315889029003783,0.8371271263045443,0.9186995535915589,0.321928277483833,0.37983463736751566,0.730730176433886,0.2530353743935774,20374,3964,1803,1369
lgbm_global,Tuned LightGBM,lgbm_score,global,best_f1,test,0.345,water_sewer,27510,3462,0.12584514721919302,6869,0.24969102144674662,0.7721919302071973,0.6929022875681334,0.2958218081234532,0.5869439630271519,0.7988606121091151,0.9307204108328085,0.39337915013067465,0.4904184968866149,0.7802957896069982,0.3566039577788291,19211,4837,1430,2032
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,validation,,environment,13624,1495,0.10973282442748092,2552,0.18731650029359953,0.808206106870229,0.6641541831112641,0.2809561128526646,0.47959866220735786,0.8487097040151702,0.9297326589595376,0.3543365455893254,0.420182841068917,0.7663709879111701,0.2842932558180083,10294,1835,778,717
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,validation,,housing,13624,1626,0.11934820904286553,2820,0.20698766881972988,0.7962419260129184,0.6740429472972843,0.29609929078014185,0.513530135301353,0.8345557592932156,0.9267863754165124,0.37561853351327035,0.44776919776919777,0.7723385939476998,0.3688710366984519,10013,1985,791,835
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,validation,,infrastructure,13624,1734,0.12727539635936583,4497,0.330079271873165,0.7014826776277158,0.6683873123780755,0.24060484767622858,0.6239907727797002,0.7127838519764508,0.9285636024980826,0.34729577916867277,0.47319163824018196,0.7334841293168927,0.2806828557940055,8475,3415,652,1082
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,validation,,noise,13624,1884,0.138285378743394,3211,0.23568702290076335,0.7791397533763946,0.6844707697204468,0.32482092805979446,0.5536093418259024,0.8153321976149914,0.9192355709209642,0.40942100098135426,0.4852516981483205,0.7630759068566282,0.3505597743466724,9572,2168,841,1043
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,validation,,other,13624,1802,0.13226658837345862,3692,0.27099236641221375,0.7501467997651203,0.6780033125471407,0.283044420368364,0.5799112097669257,0.7760954153273558,0.9237817156665324,0.38041499817983254,0.4793577981651376,0.7581792707251533,0.31766266729658,9175,2647,757,1045
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,validation,,parking_traffic,13624,1884,0.138285378743394,4095,0.3005725190839695,0.7280534351145038,0.6757720352868413,0.27765567765567767,0.6035031847133758,0.7480408858603066,0.9216077237905341,0.38033115905669845,0.4887799845241166,0.7396598541650842,0.32178831959696286,8782,2958,747,1137
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,validation,,public_safety,13624,1839,0.13498238402818555,3357,0.2464034057545508,0.7737815619495009,0.6898027764531415,0.31486446231754545,0.5747688961392061,0.8048366567670768,0.9238336417648778,0.40685142417244036,0.49332586577055915,0.7787615384668625,0.32499061026231735,9485,2300,782,1057
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,validation,,sanitation,13624,1651,0.12118320610687022,2948,0.21638285378743394,0.7841309453904873,0.6625691927571945,0.2812075983717775,0.5021199273167777,0.8230184581976113,0.9230048707381041,0.36051315503370296,0.4339405360134003,0.7494866680396326,0.283961789244888,9854,2119,822,829
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,validation,,water_sewer,13624,1659,0.12177040516735173,3021,0.22174104521432766,0.7915443335290664,0.6894777237305815,0.30453492221118833,0.5545509342977697,0.8244045131633932,0.9303027445062718,0.39316239316239315,0.4763384073728901,0.7787463787664797,0.3453476548257588,9864,2101,739,920
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,test,,environment,27510,2896,0.10527081061432206,4770,0.173391494002181,0.8201381315885132,0.6653441428473308,0.2849056603773585,0.469267955801105,0.8614203298935565,0.9324098504837292,0.3545525697886773,0.41549468020056257,0.7833733648639972,0.3041246861948123,21203,3411,1537,1359
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,test,,housing,27510,3720,0.13522355507088332,6119,0.22242820792439114,0.7882588149763722,0.6833351977653934,0.32799477038731817,0.5395161290322581,0.8271542664985287,0.9199195923519237,0.407968289460311,0.4778798990428116,0.778795011909766,0.38528620944535785,19678,4112,1713,2007
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,test,,infrastructure,27510,3596,0.1307161032351872,8521,0.30974191203198836,0.7146855688840422,0.6631775542002892,0.2504400891914095,0.5934371523915462,0.7329179560090323,0.9230080572963295,0.3522324007592638,0.46583715345994325,0.7291918794478882,0.2673297279300969,17527,6387,1462,2134
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,test,,noise,27510,3982,0.14474736459469284,6594,0.23969465648854962,0.7899672846237732,0.712081438472446,0.3638155899302396,0.6024610748367655,0.8217018021081265,0.9243163128705297,0.45366868381240544,0.5325903560962615,0.800162402009314,0.41114621877932644,19333,4195,1583,2399
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,test,,other,27510,3620,0.13158851326790258,6689,0.2431479462013813,0.7647037440930571,0.6650636318855527,0.2867394229331739,0.5298342541436464,0.8002930096274592,0.9182556073195332,0.3721020467552624,0.45302092682696393,0.7559172218894612,0.3228818780965072,19119,4771,1702,1918
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,test,,parking_traffic,27510,3586,0.13035259905488913,8015,0.2913486005089059,0.7317702653580516,0.670948359151442,0.26338116032439174,0.5886781929726715,0.7532185253302124,0.9243395742498076,0.3639341436083096,0.4720694127644349,0.7478021239968583,0.31775527247291346,18020,5904,1475,2111
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,test,,public_safety,27510,3536,0.12853507815339876,6137,0.22308251544892765,0.7908760450745184,0.6900341131248143,0.31937428711096627,0.5542986425339367,0.825769583715692,0.9262621063959201,0.4052517316241083,0.48321088703712833,0.787224491785407,0.3282028710897138,19797,4177,1576,1960
lgbm_per_category,Tuned LightGBM,lgbm_score,per_category,best_f1,test,,sanitation,27510,3172,0.1153035259905489,4945,0.1797528171573973,0.798873137041076,0.6286097475268696,0.26127401415571283,0.4073139974779319,0.8499054975758074,0.9166851318413473,0.31834421584329187,0.3663585322973969,0.730730176433886,0.2530353743935774,20685,3653,1880,1292
