score_col,model_label,threshold_mode,threshold_strategy,selected_threshold,selection_note,validation_f1,validation_precision,validation_recall,validation_f2,validation_balanced_accuracy,validation_pr_auc,validation_roc_auc,validation_predicted_positive_share
lgbm_score,Tuned LightGBM,global,best_f1,0.345,Max validation F1.,0.37571361407750686,0.2884198948200598,0.5387825863618851,0.4590815087154909,0.6726909325748254,0.3211711932187925,0.7598497970910806,0.23726919814706074
xgb_score,Tuned XGBoost,global,best_f1,0.34,Max validation F1.,0.375222390974181,0.2833595490890025,0.5552202388596379,0.46583415937594275,0.6754586274920749,0.3173839223638471,0.7590212588452712,0.24887453513407712
ensemble_lgbm_w0p500_score,Ensemble LGBM(0.50) + XGB(0.50),global,best_f1,0.345,Max validation F1.,0.3763469587674771,0.28805125758298683,0.5426993707461153,0.46116239987777996,0.673771164792351,0.32053674385292447,0.7602028256116681,0.23929992823122595
