weeks,mean_alerts_per_week,median_alerts_per_week,min_alerts_per_week,max_alerts_per_week,mean_positives_per_week,mean_alert_rate
52,568.5769230769231,510.0,97,1055,260.8076923076923,0.24112676975272399
