complaint_category,category_rank,feature,feature_group,mean_abs_shap,rows
water_sewer,6,lag_1w_count,historical_temporal,0.10201234167752965,2778
water_sewer,7,complaint_category=environment,semantic_category,0.08546823277708124,2778
water_sewer,8,rolling_12w_std,historical_temporal,0.0831075258364865,2778
water_sewer,9,complaint_category=other,semantic_category,0.07197503967689348,2778
water_sewer,10,complaint_category=housing,semantic_category,0.060393359007316204,2778
water_sewer,11,history_weeks_available,historical_temporal,0.05796190524284629,2778
water_sewer,12,complaint_count,current_demand,0.05691934724206688,2778
water_sewer,13,rolling_12w_mean,historical_temporal,0.05530059987485585,2778
water_sewer,14,lag_12w_count,historical_temporal,0.050381810305956426,2778
water_sewer,15,ratio_to_12w_mean,historical_temporal,0.04647090702482598,2778
water_sewer,16,poi_semantic_entropy,osm_poi_context,0.04375962287400862,2778
water_sewer,17,pluto_lot_count,pluto_built_environment,0.039574519854718083,2778
water_sewer,18,lag_2w_count,historical_temporal,0.03883061235811099,2778
water_sewer,19,complaint_category=noise,semantic_category,0.037038692536436955,2778
water_sewer,20,poi_named_count,osm_poi_context,0.03425146375752746,2778
water_sewer,21,complaint_category=infrastructure,semantic_category,0.034124306396872736,2778
water_sewer,22,lag_8w_count,historical_temporal,0.032308232403544274,2778
water_sewer,23,diff_4w_count,historical_temporal,0.03183818553257228,2778
water_sewer,24,pluto_total_buildings,pluto_built_environment,0.030621806200809117,2778
water_sewer,25,complaint_category=public_safety,semantic_category,0.029662762226162608,2778
water_sewer,26,pluto_total_units,pluto_built_environment,0.02907960068203638,2778
water_sewer,27,month,calendar,0.028378397577365416,2778
water_sewer,28,pluto_total_residential_area,pluto_built_environment,0.025249608304581755,2778
water_sewer,29,complaint_category=parking_traffic,semantic_category,0.02246332815767793,2778
water_sewer,30,poi_osm_tag_public_transport_count,osm_poi_context,0.02124937603653201,2778
