validation_rank,candidate_id,experiment_id,model_name,param_id,feature_set,pos_weight_mode,pos_weight,train_rows,train_rows_before_sample,validation_rows,test_rows,numeric_feature_count,categorical_feature_count,selected_feature_count,primary_strategy,selected_threshold,validation_f1,validation_f2,validation_precision,validation_recall,validation_balanced_accuracy,validation_pr_auc,validation_roc_auc,validation_predicted_positive_share,test_f1,test_f2,test_precision,test_recall,test_balanced_accuracy,test_pr_auc,test_roc_auc,test_predicted_positive_share,preprocess_seconds,fit_seconds,warnings_count,warnings_preview,params_json,model_path,preprocessor_path
1,003_E1_main_2015_2025_lightgbm_lgbm_deeper_depth10_leaf127_lr003_pw_none,E1_main_2015_2025,lightgbm,lgbm_deeper_depth10_leaf127_lr003,full_without_covid_period_features,none,1.0,957348,957348,122616,245232,210,3,213,best_f1,0.185044,0.3787148117353605,0.4497494809063826,0.2997969008575297,0.514025923776359,0.6701061660073478,0.3257353292930272,0.7636851986441361,0.21683956416780845,0.38237143824681924,0.4470967559464887,0.3080460666056083,0.5039691395415564,0.6689672457579664,0.33487898128399474,0.7686608516728168,0.20925898740784238,2.290740728378296,362.0662364959717,0,,"{""param_id"": ""lgbm_deeper_depth10_leaf127_lr003"", ""n_estimators"": 800, ""learning_rate"": 0.03, ""num_leaves"": 127, ""max_depth"": 10, ""min_child_samples"": 80, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_lambda"": 2.0}",D:\00_Major\K4\DAP\SIMC_project\data\processed\model_results\final_lgbm_tuned_model\models\model_003_E1_main_2015_2025_lightgbm_lgbm_deeper_depth10_leaf127_lr003_pw_none.joblib,D:\00_Major\K4\DAP\SIMC_project\data\processed\model_results\final_lgbm_tuned_model\models\preprocessor_003_E1_main_2015_2025_lightgbm_lgbm_deeper_depth10_leaf127_lr003_pw_none.joblib
2,001_E1_main_2015_2025_lightgbm_lgbm_current_depth8_leaf63_lr005_pw_none,E1_main_2015_2025,lightgbm,lgbm_current_depth8_leaf63_lr005,full_without_covid_period_features,none,1.0,957348,957348,122616,245232,210,3,213,best_f1,0.192455,0.3763054271528848,0.44006269449020685,0.30311268715524037,0.4960985361449668,0.6654838440651638,0.3247524031236399,0.7616658605053399,0.20698766881972988,0.38047405057714334,0.4354227170054856,0.31435643564356436,0.48181209551439413,0.6638410768643441,0.3358238323768854,0.7677151875354451,0.19604293077575521,2.4507861137390137,209.6626627445221,0,,"{""param_id"": ""lgbm_current_depth8_leaf63_lr005"", ""n_estimators"": 500, ""learning_rate"": 0.05, ""num_leaves"": 63, ""max_depth"": 8, ""min_child_samples"": 50, ""subsample"": 0.8, ""colsample_bytree"": 0.8, ""reg_lambda"": 1.0}",D:\00_Major\K4\DAP\SIMC_project\data\processed\model_results\final_lgbm_tuned_model\models\model_001_E1_main_2015_2025_lightgbm_lgbm_current_depth8_leaf63_lr005_pw_none.joblib,D:\00_Major\K4\DAP\SIMC_project\data\processed\model_results\final_lgbm_tuned_model\models\preprocessor_001_E1_main_2015_2025_lightgbm_lgbm_current_depth8_leaf63_lr005_pw_none.joblib
3,002_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_none,E1_main_2015_2025,lightgbm,lgbm_regularized_depth6_leaf31_lr003,full_without_covid_period_features,none,1.0,957348,957348,122616,245232,210,3,213,best_f1,0.188309,0.375911628459437,0.44642051096867386,0.2975778546712803,0.5102211904301284,0.6679283789680635,0.32111249390522595,0.7616558300362124,0.21683956416780845,0.38354370521261505,0.4478575554724931,0.3094744257034399,0.5042241846526604,0.6696067735504669,0.33336477530547326,0.7683721113060471,0.20839857767338682,2.787571907043457,281.6119327545166,0,,"{""param_id"": ""lgbm_regularized_depth6_leaf31_lr003"", ""n_estimators"": 800, ""learning_rate"": 0.03, ""num_leaves"": 31, ""max_depth"": 6, ""min_child_samples"": 100, ""subsample"": 0.85, ""colsample_bytree"": 0.85, ""reg_lambda"": 3.0}",D:\00_Major\K4\DAP\SIMC_project\data\processed\model_results\final_lgbm_tuned_model\models\model_002_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_none.joblib,D:\00_Major\K4\DAP\SIMC_project\data\processed\model_results\final_lgbm_tuned_model\models\preprocessor_002_E1_main_2015_2025_lightgbm_lgbm_regularized_depth6_leaf31_lr003_pw_none.joblib
