rows,positive_rows,positive_share,threshold,predicted_positive_rows,alert_rate,precision,recall,f1,pr_auc,roc_auc,precision_at_1pct,precision_at_5pct,precision_at_10pct,brier,target_definition,description,feature_config,split,seed,raw_feature_count,model_feature_count,fit_seconds,validation_selected_f1,contains_weather,contains_borough,contains_nta_fe,contains_osm_pluto,removed_formula_aligned_features
124974,13715,0.10974282650791364,0.588007263829096,24995,0.20000160033286923,0.28009601920384075,0.5104629967189209,0.361715319039008,0.2960780261308007,0.7813704752266749,0.492,0.3914226276204193,0.3407745239238278,0.17165735385088657,T2_min_count_3,T0 AND count_t+1 >= 3,07_final_no_shortcut_borough,validation,123,57,69,18.421876430511475,0.361715319039008,True,True,False,False,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean"
122616,13562,0.11060546747569648,0.588007263829096,25887,0.21112252887062047,0.27774558658786264,0.5301577938357175,0.3645212806408274,0.31970555122044786,0.7866540820048677,0.589242053789731,0.42391127059207306,0.3541836568259664,0.17527609846421335,T2_min_count_3,T0 AND count_t+1 >= 3,07_final_no_shortcut_borough,test,123,57,69,18.421876430511475,0.361715319039008,True,True,False,False,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean"
124974,13715,0.10974282650791364,0.5816924868396766,26245,0.21000368076559925,0.27578586397409033,0.5277433467006927,0.36226226226226227,0.29603234871394524,0.7817572386800271,0.4816,0.3941430628900624,0.3407745239238278,0.1731398908455911,T2_min_count_3,T0 AND count_t+1 >= 3,08_final_no_shortcut_nta_fe,validation,123,58,331,20.05859684944153,0.36226226226226227,True,True,True,False,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean"
122616,13562,0.11060546747569648,0.5816924868396766,27071,0.22077869119853852,0.27353995050053564,0.5460109128447131,0.36448207122289766,0.31973025489771967,0.7874299410235232,0.5851670741646292,0.42146468765291145,0.3567933452944055,0.17669606136218519,T2_min_count_3,T0 AND count_t+1 >= 3,08_final_no_shortcut_nta_fe,test,123,58,331,20.05859684944153,0.36226226226226227,True,True,True,False,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean"
124974,13715,0.10974282650791364,0.56,29677,0.23746539280170276,0.2525861778481652,0.5465548669340139,0.34550147492625366,0.28095524603138117,0.7689555744140859,0.4792,0.3728596575452072,0.3206913106096976,0.17679762506887703,T2_min_count_3,T0 AND count_t+1 >= 3,03_history_calendar,validation,2026,16,24,9.686641216278076,0.34550147492625366,False,False,False,False,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean"
122616,13562,0.11060546747569648,0.56,29469,0.24033568212957526,0.2520275543791781,0.5476330924642383,0.345193000395064,0.29090763851098045,0.7718590172300436,0.5061124694376528,0.3878649486217583,0.3267003751427173,0.17736207742867363,T2_min_count_3,T0 AND count_t+1 >= 3,03_history_calendar,test,2026,16,24,9.686641216278076,0.34550147492625366,False,False,False,False,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean"
124974,13715,0.10974282650791364,0.5947842365977359,27495,0.22000576119832926,0.258628841607565,0.5184834123222749,0.3451104100946372,0.27098369396282224,0.7677159121187824,0.4264,0.36053768602976477,0.3167706833093295,0.1873187419293857,T2_min_count_3,T0 AND count_t+1 >= 3,04_history_calendar_weather,validation,2026,39,47,13.670928239822388,0.3451104100946372,True,False,False,False,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean"
122616,13562,0.11060546747569648,0.5947842365977359,29005,0.23655151040647224,0.2574728495087054,0.5506562453915351,0.35088213874597696,0.295001961768975,0.7759903616355446,0.5118174409127955,0.3850921546240418,0.3305333550807372,0.1919632550711608,T2_min_count_3,T0 AND count_t+1 >= 3,04_history_calendar_weather,test,2026,39,47,13.670928239822388,0.3451104100946372,True,False,False,False,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean"
124974,13715,0.10974282650791364,0.5744522671309636,28744,0.22999983996671308,0.25514890064013357,0.5347429821363471,0.34546268164582306,0.2746367817956313,0.7689809853606177,0.4296,0.3675788126100176,0.3222115538486158,0.1806573854464823,T2_min_count_3,T0 AND count_t+1 >= 3,05_history_calendar_weather_borough,validation,2026,40,52,13.296053171157837,0.34546268164582306,True,True,False,False,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean"
122616,13562,0.11060546747569648,0.5744522671309636,29909,0.24392412083251777,0.25594302718245343,0.5644447721574989,0.3521888155321939,0.29821353706488013,0.77672708652457,0.5248573757131214,0.39129016473658457,0.33371391290164737,0.1846671965700584,T2_min_count_3,T0 AND count_t+1 >= 3,05_history_calendar_weather_borough,test,2026,40,52,13.296053171157837,0.34546268164582306,True,True,False,False,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean"
