nta2020,ntaname,boroname,nta_area_km2,poi_total_count,poi_density_per_km2,poi_unique_semantic_category_count,poi_semantic_entropy_norm,poi_mixed_use_index,poi_dominant_semantic_category,poi_dominant_semantic_category_share,poi_commercial_activity_count,poi_daily_activity_count,poi_social_infrastructure_count,poi_mobility_access_count,poi_recreation_environment_count,poi_safety_public_service_count
BK0703,Sunset Park (Central),Brooklyn,1.7412400620022315,313,179.75694841300916,9,0.6314194945489207,0.7707335994038931,food_drink,0.3801916932907348,187,264,31,53,12,0
QN0801,Kew Gardens Hills,Queens,3.185238730963514,313,98.26578992567993,9,0.6588583943607244,0.7875552470679501,transport,0.35782747603833864,72,198,26,112,66,0
BK1502,Madison,Brooklyn,2.542058465160488,313,123.12856068801682,10,0.6412798680370164,0.7708969163715053,transport,0.3354632587859425,74,199,33,105,10,2
BK1103,Gravesend (West),Brooklyn,3.14142589484406,311,98.99962959827769,8,0.5971350784235542,0.7492064804954457,transport,0.3665594855305466,79,203,18,114,10,0
BK1303,Brighton Beach,Brooklyn,1.2593756228055943,299,237.419237426478,9,0.6931425264970348,0.8265008221384549,transport,0.23745819397993312,125,229,44,71,13,2
QN0402,Corona,Queens,2.230813150247117,299,134.0318439340733,9,0.6795878717749512,0.8195881477835818,transport,0.27424749163879597,112,215,25,82,36,0
BK1601,Ocean Hill,Brooklyn,1.8652967050074911,298,159.7601063680661,11,0.6062006739401318,0.7505067339309041,transport,0.38926174496644295,50,171,12,116,47,1
QN0902,Richmond Hill,Queens,2.8105962706980647,297,105.6715271048995,9,0.6138570803589445,0.7661576483125305,transport,0.32996632996632996,80,198,24,98,6,1
BK0801,Prospect Heights,Brooklyn,0.9571476616504366,294,307.1626372602191,10,0.6309788101594712,0.7543616085890139,food_drink,0.42517006802721086,167,236,26,48,35,1
SI0102,Tompkinsville-Stapleton-Clifton-Fox Hills,Staten Island,2.2506388951208742,293,130.1852556779278,10,0.6451127402339745,0.787009749676758,transport,0.32764505119453924,88,197,18,96,70,3
BK1402,Flatbush (West)-Ditmas Park-Parkville,Brooklyn,2.126611655963576,293,137.7778585847356,11,0.6600160555454472,0.7990308565038614,other,0.26621160409556316,104,197,26,72,12,2
MN0901,Morningside Heights,Manhattan,1.478392936921861,291,196.83535596827633,9,0.6412821078087685,0.7828438492696118,food_drink,0.30927835051546393,105,217,37,81,53,0
BX0101,Mott Haven-Port Morris,Bronx,3.8044953328661077,289,75.96276896528153,9,0.6139729484228981,0.7526729804480311,transport,0.42214532871972316,52,202,31,122,49,1
QN1104,Oakland Gardens-Hollis Hills,Queens,3.680290226769588,283,76.89610942678456,8,0.6286452572048988,0.7773851590106007,recreation_green,0.3286219081272085,63,151,19,76,93,0
QN1102,Bayside,Queens,6.537895680245059,278,42.52132698293219,12,0.626660884762549,0.7336835567517209,transport,0.4568345323741007,59,194,20,127,39,3
BK0503,East New York-New Lots,Brooklyn,4.313542513724002,278,64.44818826185507,8,0.4908495587666901,0.6699446198436934,transport,0.43884892086330934,11,149,18,122,29,1
BK1403,Midwood,Brooklyn,2.9913728796646493,274,91.59673869568445,8,0.6236790693694478,0.7625872449251425,transport,0.35766423357664234,52,162,21,98,23,0
QN0803,Fresh Meadows-Utopia,Queens,3.082376394883484,272,88.24360336119229,10,0.6578881417395074,0.8006055363321799,recreation_green,0.2610294117647059,92,152,13,59,71,1
QN0302,East Elmhurst,Queens,2.6707492836498443,268,100.34637157470333,9,0.6019428399815588,0.7526175094675874,transport,0.3880597014925373,63,167,8,104,27,0
QN1101,Auburndale,Queens,5.15004658292507,264,51.26167224880829,9,0.5357615582273649,0.6522325528007347,transport,0.5454545454545454,37,185,11,144,23,0
BK0701,Windsor Terrace-South Slope,Brooklyn,1.421681744946771,263,184.99217629740824,8,0.6805177393086784,0.8219867281585682,food_drink,0.2737642585551331,117,202,35,53,35,0
MN1201,Washington Heights (South),Manhattan,1.9523827038146504,258,132.14622291823645,11,0.7217447639597514,0.8240490355146926,transport,0.29069767441860467,88,182,35,75,30,4
QN0704,Murray Hill-Broadway Flushing,Queens,5.241796594827813,254,48.45666851144643,9,0.5955554347635852,0.7327174654349309,transport,0.4448818897637795,61,173,10,113,28,1
QN1402,Rockaway Beach-Arverne-Edgemere,Queens,4.689301908797041,251,53.526090851418374,11,0.5890063012980843,0.7382422501230139,transport,0.40239043824701193,38,146,11,101,36,2
BK0502,East New York (North),Brooklyn,2.591144158054152,251,96.86840433783168,10,0.5820351391140525,0.7082427263059317,transport,0.46215139442231074,34,157,14,116,24,1
QN0802,Pomonok-Electchester-Hillcrest,Queens,3.4331601890578494,249,72.52792945508675,11,0.6634890122017402,0.779342268673086,transport,0.3855421686746988,52,165,23,96,31,3
BK0901,Crown Heights (South),Brooklyn,1.8619430906852517,247,132.6571156957845,11,0.6628806739550268,0.7996852923339179,transport,0.2793522267206478,87,170,19,69,12,2
QN0504,Middle Village,Queens,3.2444896332674156,244,75.20443200007264,8,0.5874979317961047,0.7300120935232464,transport,0.42213114754098363,45,164,22,103,10,0
BK1203,Kensington,Brooklyn,1.6221329835237221,242,149.18628895290013,8,0.650148569519518,0.8105320674817293,transport,0.24380165289256198,103,196,35,59,4,0
BK0505,East New York-City Line,Brooklyn,2.9274816838356474,240,81.98172556473419,8,0.49225043872230484,0.6647222222222222,transport,0.45416666666666666,23,137,6,109,21,0
QN0601,Rego Park,Queens,1.8749664765164915,240,128.00228857739208,10,0.686291058112031,0.8103472222222222,transport,0.2875,87,168,23,69,17,1
BX0803,Riverdale-Spuyten Duyvil,Bronx,5.847948399376152,234,40.01403295982616,10,0.6520215218095654,0.7744539411206077,transport,0.38461538461538464,42,157,34,90,50,2
QN1202,South Jamaica,Queens,3.515997104253692,233,66.26854149513207,9,0.6091095141925842,0.759564552671812,transport,0.38626609442060084,55,154,11,90,23,0
BX0603,Belmont,Bronx,1.5221816602455298,230,151.09891677639888,8,0.6272067631091186,0.7809073724007561,transport,0.36086956521739133,51,153,20,83,39,0
QN1203,Baisley Park,Queens,4.45219100430421,224,50.31230685822896,10,0.6178475857110599,0.7497608418367347,transport,0.40625,45,139,11,91,23,1
QN1401,Far Rockaway-Bayswater,Queens,5.615311983932127,218,38.822419951695245,9,0.6303014491597997,0.7725359818197122,transport,0.37155963302752293,39,140,21,81,25,1
QN0901,Kew Gardens,Queens,1.8834916275128712,217,115.21155540603382,8,0.6229320810310254,0.774108602858417,transport,0.3456221198156682,60,153,21,75,9,0
BX0401,Concourse-Concourse Village,Bronx,2.460773432988684,215,87.3709042521952,10,0.6101025898039161,0.7234180638182801,transport,0.4744186046511628,39,158,22,102,22,0
MN0903,Hamilton Heights-Sugar Hill,Manhattan,1.484044153851063,214,144.20056131394378,11,0.6795677546607757,0.8028648790287362,transport,0.29439252336448596,73,142,15,63,37,1
BK1204,Mapleton-Midwood (West),Brooklyn,2.9113132107768833,212,72.81937210164614,8,0.5292527395774029,0.6892132431470275,transport,0.4339622641509434,15,125,19,92,16,0
BK1002,Dyker Heights,Brooklyn,2.7035490324467877,211,78.04556065663033,8,0.5909468625857509,0.7511960647784192,transport,0.35071090047393366,49,133,12,74,13,0
QN0701,College Point,Queens,6.19408028791722,207,33.41900498186865,9,0.40262653802071025,0.4721230367103084,transport,0.714975845410628,31,184,10,148,16,3
QN0703,Bay Terrace-Clearview,Queens,3.6510068078526547,207,56.69668967879777,8,0.5289327686806368,0.6468295642838806,transport,0.5555555555555556,47,166,10,115,27,0
QN0804,Jamaica Estates-Holliswood,Queens,3.659432505741493,207,56.56614780440024,8,0.6828011193204089,0.8122476603888072,transport,0.3188405797101449,82,160,24,66,14,0
QN1302,Bellerose,Queens,5.1369806143511685,206,40.10137772848478,9,0.611024403897116,0.7486096710340278,transport,0.4029126213592233,30,132,22,83,52,1
BX1003,Pelham Bay-Country Club-City Island,Bronx,3.278611911742181,205,62.526461050727896,9,0.6109499391517581,0.7522189173111242,transport,0.3902439024390244,54,138,11,80,13,0
BX0901,Soundview-Bruckner-Bronx River,Bronx,2.990533981902419,205,68.54963068153798,8,0.6404960145645348,0.7797263533610945,transport,0.375609756097561,53,147,20,77,19,0
BX1002,Throgs Neck-Schuylerville,Bronx,6.172591814125839,202,32.72531313956764,9,0.5755411045992769,0.7049799039309872,transport,0.4801980198019802,18,138,25,97,21,1
BK1701,East Flatbush-Erasmus,Brooklyn,1.8356723223696372,199,108.4071473840791,11,0.6141518240087284,0.7404358475796066,transport,0.39195979899497485,34,129,23,78,5,2
QN1204,Springfield Gardens (North)-Rochdale Village,Queens,3.200138466289246,197,61.5598362618457,11,0.6230190174151896,0.7425081810920148,transport,0.4213197969543147,35,125,13,83,19,1
QN0805,Jamaica Hills-Briarwood,Queens,2.566933287750592,195,75.96613473771998,9,0.6714145717337864,0.7954766600920447,transport,0.3384615384615385,55,134,20,66,11,0
BK0103,South Williamsburg,Brooklyn,1.4121094811349348,193,136.6749551492869,9,0.6611484579073719,0.8044242798464388,recreation_green,0.27461139896373055,33,117,33,52,53,1
QN1003,Howard Beach-Lindenwood,Queens,4.884408696003948,190,38.899283787501965,8,0.5166464606399838,0.6209418282548476,transport,0.5842105263157895,44,164,15,111,15,0
QN0503,Glendale,Queens,2.7861032982434932,188,67.47775652055871,8,0.6099698768877191,0.7578655500226347,transport,0.39361702127659576,64,148,12,74,10,0
QN1301,Glen Oaks-Floral Park-New Hyde Park,Queens,4.217705197161937,185,43.86271475884212,9,0.6453439331549133,0.7803652300949598,transport,0.35135135135135137,64,142,17,65,24,0
QN1206,Hollis,Queens,2.272076561498723,182,80.10293450672626,8,0.6343683734638905,0.7834802560077285,transport,0.3626373626373626,53,149,31,66,4,0
SI0103,Rosebank-Shore Acres-Park Hill,Staten Island,3.2728050887455513,181,55.304240580173484,9,0.6596798307831362,0.8009523518818107,transport,0.292817679558011,59,122,14,53,45,0
QN8191,Flushing Meadows-Corona Park,Queens,5.126128890615108,178,34.724058602170835,8,0.6227898644066581,0.791566721373564,transport,0.2808988764044944,43,94,26,50,69,1
QN1002,Ozone Park,Queens,2.331279095376266,178,76.35293446976627,9,0.5808778593361511,0.7327357656861508,transport,0.4044943820224719,41,117,7,72,10,0
SI0303,Arden Heights-Rossville,Staten Island,6.292015922976717,176,27.971957184230295,8,0.48796994003453487,0.6691632231404958,recreation_green,0.42045454545454547,32,98,5,65,74,0
BK1703,East Flatbush-Rugby,Brooklyn,2.5259385382639983,175,69.28117899506464,8,0.5393113502578548,0.6999510204081633,transport,0.4,16,104,19,70,9,0
QN0303,North Corona,Queens,1.2963302438290711,175,134.99646469952665,10,0.6692067818930576,0.8044408163265306,food_drink,0.2742857142857143,90,144,18,40,11,0
BK0501,Cypress Hills,Brooklyn,2.2635774466677514,172,75.98591347214736,9,0.6064525278992959,0.7503380205516496,transport,0.4186046511627907,49,133,14,72,8,1
MN6491,Central Park,Manhattan,3.5572050080525024,172,48.352568831608195,8,0.543029540545412,0.722823147647377,transport,0.36627906976744184,12,76,26,63,82,2
BK1301,Gravesend (South),Brooklyn,2.398727467698644,170,70.8709106345871,9,0.5697909378691947,0.702560553633218,transport,0.4647058823529412,18,105,12,79,18,0
BX1202,Eastchester-Edenwald-Baychester,Bronx,5.236438930290911,170,32.464810964682755,8,0.4708270595038709,0.6240830449826991,transport,0.5411764705882353,17,114,6,92,10,0
QN0102,Old Astoria-Hallets Point,Queens,1.0297886437555954,167,162.16919948831256,9,0.6302441993174009,0.7818853311341388,transport,0.3473053892215569,39,104,9,58,32,1
MN0601,Stuyvesant Town-Peter Cooper Village,Manhattan,0.5176727379580639,167,322.5976331276856,7,0.3280534853421128,0.40431711427444506,recreation_green,0.7604790419161677,16,33,1,18,127,0
BK1102,Bath Beach,Brooklyn,1.9085906772267913,165,86.45122391551618,9,0.623914527054599,0.7629752066115703,transport,0.34545454545454546,41,104,11,57,6,1
QN1307,Rosedale,Queens,4.3860152186948325,163,37.16357373892211,10,0.5462293655446426,0.6865143588392487,transport,0.48466257668711654,31,116,8,79,6,1
QN1305,Laurelton,Queens,3.6993972457993367,161,43.52060330444788,8,0.656895107367237,0.8023610200223757,transport,0.30434782608695654,65,127,17,49,4,0
QN0903,South Richmond Hill,Queens,1.4716224758355723,161,109.4030586265583,9,0.6230106476296453,0.7791366073839744,transport,0.32919254658385094,51,116,14,53,4,1
BX1102,Morris Park,Bronx,2.5843586008594763,159,61.52396960202102,9,0.6099468637168802,0.7422965863692101,transport,0.4088050314465409,27,100,13,65,11,2
QN0905,Woodhaven,Queens,2.2031136170989214,156,70.80887648700666,8,0.626606742426432,0.7758053911900066,food_drink,0.3269230769230769,68,120,14,42,4,0
BX1201,Williamsbridge-Olinville,Bronx,3.36513570188447,155,46.06054962752327,9,0.546586051458788,0.6941935483870968,transport,0.47096774193548385,11,99,17,73,15,0
BX0702,Bedford Park,Bronx,2.2798103305282416,155,67.98811196021111,6,0.4710553636972025,0.653069719042664,transport,0.49032258064516127,7,95,12,76,13,0
BX0202,Longwood,Bronx,1.4290348657198775,154,107.76504037389066,10,0.5755897015992136,0.7122617642098161,transport,0.45454545454545453,10,89,14,70,34,1
BX0904,Parkchester,Bronx,0.8527769245661461,149,174.72330184802362,9,0.6904650447020086,0.8247376244313319,transport,0.2550335570469799,49,97,12,38,22,2
BX0102,Melrose,Bronx,1.603670139587922,148,92.28830564746312,10,0.6039438417567395,0.7206902848794741,transport,0.47297297297297297,12,107,27,70,19,2
BX0602,Tremont,Bronx,1.4697486409908034,146,99.33671372648921,6,0.509332168238782,0.7084818915368738,transport,0.3767123287671233,2,70,13,55,28,0
BX0201,Hunts Point,Bronx,4.181744228853515,146,34.91366090556619,8,0.4191554331820015,0.5811596922499531,recreation_green,0.5547945205479452,5,57,4,48,81,2
BX1203,Wakefield-Woodlawn,Bronx,3.681258175831356,145,39.388707087150706,9,0.6292040014340319,0.7643281807372176,transport,0.38620689655172413,38,107,16,56,4,1
BX0701,University Heights (North)-Fordham,Bronx,1.700783966160686,144,84.66683768489573,9,0.6395173756305718,0.7688078703703703,transport,0.3958333333333333,32,95,11,57,26,0
BK5591,Prospect Park,Brooklyn,2.537303477292194,142,55.96492546943662,9,0.6199531070207988,0.7708787938901012,recreation_green,0.3732394366197183,16,43,23,27,74,1
SI0301,Oakwood-Richmondtown,Staten Island,5.193252846531517,141,27.15061333749067,8,0.5601448879276696,0.7066042955585735,transport,0.4397163120567376,19,85,9,62,41,0
QN1304,Cambria Heights,Queens,3.071032081123667,140,45.58728020476265,7,0.6151532032113024,0.7636734693877552,transport,0.40714285714285714,37,107,13,57,12,0
BX0303,Crotona Park East,Bronx,1.4831702323379004,139,93.71817001808097,7,0.5336763403948631,0.6848506806065939,transport,0.49640287769784175,13,90,8,69,26,0
BX0503,Fordham Heights,Bronx,0.6851418456089123,138,201.41814557736436,9,0.671075482253269,0.8093887838689351,transport,0.2826086956521739,60,115,21,39,3,1
BK1704,East Flatbush-Remsen Village,Brooklyn,1.7075428268192312,138,80.81788511100656,8,0.4937948516545701,0.6522789329972695,transport,0.463768115942029,11,84,10,64,4,0
QN0705,East Flushing,Queens,2.939724322826535,137,46.60300931492616,7,0.5500145314051007,0.6903937343491927,transport,0.5036496350364964,23,103,11,69,12,0
BX0903,Castle Hill-Unionport,Bronx,3.05474636585597,135,44.193521763032415,8,0.6356261258929781,0.7737722908093279,transport,0.3851851851851852,34,95,11,52,12,0
BK1201,Sunset Park (East)-Borough Park (West),Brooklyn,1.0908519097822515,131,120.08962795522751,9,0.6265586148572303,0.7801410174232271,food_drink,0.32061068702290074,63,96,7,31,3,0
QN0904,Ozone Park (North),Queens,1.6794222401837813,131,78.00301607632903,9,0.6489811024216895,0.7806071907231513,transport,0.366412213740458,42,98,11,48,8,1
QN1103,Douglaston-Little Neck,Queens,6.328050632927168,130,20.543451299767156,8,0.5182790146410207,0.6551479289940829,transport,0.5384615384615384,15,97,13,70,24,1
BX0502,Mount Hope,Bronx,1.1774962502054418,130,110.40374861263334,9,0.5837857490081808,0.7267455621301775,transport,0.43846153846153846,16,80,8,57,19,1
BX0703,Norwood,Bronx,1.4597135300870987,129,88.37350434937927,11,0.6365189806369361,0.7485127095727421,transport,0.3953488372093023,15,78,18,51,10,1
MN1203,Inwood,Manhattan,1.3404589491575343,128,95.48968290334201,10,0.6819467051394148,0.7987060546875,transport,0.3359375,43,94,14,43,12,1
BK1702,East Flatbush-Farragut,Brooklyn,2.239651963853853,126,56.258741105107724,6,0.4499609470817088,0.6475182665658856,transport,0.4444444444444444,4,64,4,56,15,0
MN1191,Randall's Island,Manhattan,2.1788412289466854,125,57.36994432606207,5,0.2206803038725668,0.3018240000000002,transport,0.824,0,107,4,103,17,1
QN1306,Springfield Gardens (South)-Brookville,Queens,5.333248666436198,124,23.250369100614186,7,0.5373160739186926,0.6781997918834548,transport,0.5161290322580645,23,90,5,64,11,0
BX1004,Co-op City,Bronx,2.697702263588172,118,43.74092782316535,8,0.4950266344682136,0.6048549267451881,transport,0.6016949152542372,33,101,5,71,9,0
MN0902,Manhattanville-West Harlem,Manhattan,0.996703226514024,118,118.39030602188956,11,0.6767549302700019,0.7923010629129561,transport,0.3559322033898305,21,80,22,42,25,2
BX0501,University Heights (South)-Morris Heights,Bronx,1.8233156427096187,117,64.16881271644606,7,0.5334908761229724,0.7106435824384543,transport,0.4188034188034188,9,72,14,49,35,0
QN0706,Queensboro Hill,Queens,2.453877330263327,115,46.86460834114282,8,0.6216125284354475,0.7596219281663517,transport,0.40869565217391307,29,82,8,47,17,0
BX0403,Mount Eden-Claremont (West),Bronx,1.2634405635255097,112,88.64682932727341,8,0.5756117517555822,0.7053571428571429,transport,0.49107142857142855,12,80,13,55,15,1
BX0802,Kingsbridge-Marble Hill,Bronx,1.1432068086227687,109,95.34582822447783,9,0.6504129999105165,0.7873074657015403,transport,0.3211009174311927,41,84,10,35,4,1
BX2791,Bronx Park,Bronx,3.1068731379541954,109,35.083505235033186,7,0.5538784361088169,0.7346182981230536,transport,0.4036697247706422,7,51,24,44,46,0
BX0902,Soundview-Clason Point,Bronx,2.815586109611582,107,38.00274466290819,7,0.5502413415251716,0.7324657175299153,transport,0.411214953271028,4,65,17,44,18,1
BK0504,Spring Creek-Starrett City,Brooklyn,2.514956113351278,105,41.75023152196615,7,0.6109774771271058,0.7760544217687074,transport,0.3523809523809524,32,70,3,37,23,0
