rows,positive_rows,positive_share,threshold,predicted_positive_rows,alert_rate,precision,recall,f1,pr_auc,roc_auc,tn,fp,fn,tp,precision_at_1pct,precision_at_5pct,precision_at_10pct,config,target_definition,train_rows,train_positive_rows,validation_rows,test_rows,validation_selected_f1,raw_feature_count,model_feature_count,fit_seconds,seed,removed_train_years,removed_formula_aligned_features,delta_vs_reference_pr_auc,delta_vs_reference_precision_at_5pct,delta_vs_reference_f1,delta_vs_reference_precision,delta_vs_reference_recall,delta_vs_reference_alert_rate
122616,13562,0.11060546747569648,0.5451719983738332,29566,0.24112676975272396,0.26347831969153757,0.5743990561864032,0.36125023186792804,0.3165151742185692,0.7854748927678601,87278,21776,5772,7790,0.5696821515892421,0.41803947153808513,0.3514108628282499,reference_train_through_2023,T2_min_count_3,1077606,116966,124974,122616,0.36110129772250876,57,69,24.481002807617188,42,,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",0.0,0.0,0.0,0.0,0.0,0.0
122616,13562,0.11060546747569648,0.591993348160911,27037,0.22050140275331115,0.272478455449939,0.5432089662291697,0.3629153427424321,0.31370035335247576,0.7843828640050057,89384,19670,6195,7367,0.5615321923390383,0.4121676724840972,0.34871962159517206,exclude_2020_2021_from_training,T2_min_count_3,832374,87657,124974,122616,0.35895895895895896,57,69,18.452418088912964,42,"2020,2021","rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",-0.002814820866093415,-0.005871799053987936,0.00166511087450405,0.009000135758401417,-0.03119008995723349,-0.02062536699941281
