rows,positive_rows,positive_share,threshold,predicted_positive_rows,alert_rate,precision,recall,f1,pr_auc,roc_auc,precision_at_1pct,precision_at_5pct,precision_at_10pct,brier,log_loss,ece,mce,calibration_slope,calibration_intercept,target_definition,description,fold_id,train_end_year,validation_year,test_year,split,calibration_method,calibrator_fit_split,model_name,removed_formula_aligned_features,raw_feature_count,model_feature_count,fit_seconds
122616,16408,0.13381614144972923,0.18136439267886856,30933,0.2522753963593658,0.27481977176478195,0.5181009263773769,0.3591390126951268,0.3031483308388927,0.7337191784780909,0.5656071719641402,0.43304518023160987,0.3629098026423096,0.10516075775427215,0.35035303972282006,1.4598421102807427e-09,1.0000000000287557e-06,1.0004315751436395,0.0005964580727148322,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2022,2020,2021,2022,validation,isotonic,validation,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,11.840262413024902
122616,15441,0.1259297318457624,0.18136439267886856,31767,0.2590771188099432,0.2548241886234142,0.5242536105174536,0.34295034739874597,0.27316432055534445,0.7265992878344861,0.4702526487367563,0.38313488827271247,0.3340401239602023,0.10155106482285114,0.34209613991749205,0.01006624939087266,0.8681170817978326,0.9514301856719075,-0.1748639531942467,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2022,2020,2021,2022,test,isotonic,validation,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,11.840262413024902
122616,15441,0.1259297318457624,0.5700000000000001,30432,0.24818946956351537,0.25305599369085174,0.4987371284243248,0.3357530573539991,0.2785591750449212,0.7186331969933878,0.5354523227383863,0.3891697928559778,0.3296362746697113,0.19789673827473764,0.5749788075873984,0.2842204569268323,0.44740179902702343,0.8658119039223143,-1.8092729066829258,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2023,2021,2022,2023,validation,uncalibrated,none,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,15.518922567367554
122616,15574,0.12701441899915183,0.5700000000000001,30182,0.24615058393684347,0.25899542773838713,0.5019262874020803,0.3416819652067488,0.2802422824115385,0.7258891692164284,0.4808475957620212,0.3846028380362094,0.3342847822541184,0.195651731069472,0.5699141438268673,0.28186757204520757,0.4292629956052676,0.9105465349179492,-1.7920711433642713,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2023,2021,2022,2023,test,uncalibrated,none,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,15.518922567367554
122616,15441,0.1259297318457624,0.17654592842407138,30432,0.24818946956351537,0.25305599369085174,0.4987371284243248,0.3357530573539991,0.2785591750449212,0.7186331969933878,0.5354523227383863,0.3891697928559778,0.3296362746697113,0.10177503792019527,0.3438931170526294,0.003708100925118153,0.10509339139996432,1.0010173245723966,0.00122815582641814,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2023,2021,2022,2023,validation,platt,validation,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,15.518922567367554
122616,15574,0.12701441899915183,0.17654592842407138,30182,0.24615058393684347,0.25899542773838713,0.5019262874020803,0.3416819652067488,0.2802422824115385,0.7258891692164284,0.4808475957620212,0.3846028380362094,0.3342847822541184,0.10220696291509397,0.3438203488043788,0.0035704974359086743,0.4970015690251133,1.0460203893977575,0.09886704197829004,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2023,2021,2022,2023,test,platt,validation,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,15.518922567367554
122616,15441,0.1259297318457624,0.1633281972265023,34286,0.27962093038428915,0.2430146415446538,0.5396023573602746,0.3351096989563014,0.2743303526287302,0.7193198997751619,0.5354523227383863,0.3891697928559778,0.3306964606100147,0.10150117124604507,0.34292194299730394,9.378873864652233e-10,1.0000000000287557e-06,1.0003252928051403,0.0005833362236236841,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2023,2021,2022,2023,validation,isotonic,validation,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,15.518922567367554
122616,15574,0.12701441899915183,0.1633281972265023,33987,0.2771824231747896,0.2485362050195663,0.5423783228457686,0.34087286374366943,0.2739901111957765,0.7256213607647979,0.48573757131214346,0.3798727776871636,0.33224596313815036,0.10219386778778453,0.3439306770846432,0.004328943223940838,0.04080084242338561,1.040069490381446,0.091953635314033,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2023,2021,2022,2023,test,isotonic,validation,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,15.518922567367554
122616,15574,0.12701441899915183,0.5476985852269282,33107,0.27000554576890456,0.25816292626936904,0.5487992808527032,0.3511431564676157,0.2935676431203086,0.7342932052102931,0.5297473512632437,0.39928233567117927,0.342603164247268,0.19469631892683126,0.5686305294057749,0.28630891367991657,0.4142062906134367,1.0218517943180339,-1.80097195310725,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2024,2022,2023,2024,validation,uncalibrated,none,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,16.475770711898804
124974,15858,0.12689039320178597,0.5476985852269282,31736,0.25394081969049564,0.2679921855306277,0.536322360953462,0.35739799134344663,0.3023350345565171,0.743212746116949,0.532,0.4099855976956313,0.35397663626180187,0.18780563012616788,0.5529245495026659,0.27596606096646437,0.40961472530732773,1.0285298645705894,-1.768030982706948,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2024,2022,2023,2024,test,uncalibrated,none,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,16.475770711898804
122616,15574,0.12701441899915183,0.16921914584284292,33107,0.27000554576890456,0.25816292626936904,0.5487992808527032,0.3511431564676157,0.2935676431203086,0.7342932052102931,0.5297473512632437,0.39928233567117927,0.342603164247268,0.10133677947342339,0.34044869666950545,0.004073528781705219,0.18801659294677342,1.0021812552375304,0.0031618400664506193,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2024,2022,2023,2024,validation,platt,validation,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,16.475770711898804
124974,15858,0.12689039320178597,0.16921914584284292,31736,0.25394081969049564,0.2679921855306277,0.536322360953462,0.35739799134344663,0.3023350345565171,0.743212746116949,0.532,0.4099855976956313,0.35397663626180187,0.10042764990467182,0.3370370554801417,0.0041749892199986855,0.10732199137667786,1.0134671307042764,0.05750008778476108,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2024,2022,2023,2024,test,platt,validation,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,16.475770711898804
122616,15574,0.12701441899915183,0.18388390299789958,33148,0.27033992301167875,0.25814528780016893,0.5494413766533967,0.35125815853208,0.28849312788426573,0.7350269110254947,0.5338223308883455,0.40140270755178603,0.342603164247268,0.10109538549172359,0.33958323289730347,4.07777188820209e-11,1.0000000000287557e-06,1.0001741385133074,0.0002371358477286894,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2024,2022,2023,2024,validation,isotonic,validation,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,16.475770711898804
124974,15858,0.12689039320178597,0.18388390299789958,31780,0.25429289292172774,0.26793580868470734,0.5369529574977929,0.3574877198874848,0.29576230905041623,0.7430644828807127,0.536,0.41062570011201793,0.35413666186589854,0.10040079594826833,0.336863174837663,0.00394005618288598,0.49999899999999997,0.9958504802683136,0.0271742348192884,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,fold_2024,2022,2023,2024,test,isotonic,validation,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,16.475770711898804
124974,15858,0.12689039320178597,0.5,33605,0.26889593035351356,0.2592471358428805,0.5493757094211124,0.35226330792713745,0.288139307643986,0.7360539747853201,0.4864,0.39766362618018886,0.3390942550808129,0.17085122494563124,0.5139805133542379,0.24437223375364994,0.37511409286640335,1.000373740108092,-1.6010622102172758,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,final_style_2025,2023,2024,2025,validation,uncalibrated,none,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,18.662684679031372
122616,15712,0.12813988386507472,0.5,34611,0.2822714816989626,0.25763485597064517,0.5675280040733197,0.35439063648828567,0.31202905458023417,0.7417452920053289,0.5884270578647107,0.42358505953351816,0.3576088729407927,0.1742247960469603,0.5216387016209384,0.2522438112650979,0.38195152012634664,1.0615299498883612,-1.629116892870969,T0_current_reference,count_t+1 > mu_8w + 1.5 sigma_8w,final_style_2025,2023,2024,2025,test,uncalibrated,none,lightgbm_no_8w_formula_features,"rolling_8w_mean, rolling_8w_std, rolling_8w_sum, ratio_to_8w_mean",57,69,18.662684679031372
