target_definition,fold_id,validation_year,test_year,split,calibration_method,bin_id,bin_lower,bin_upper,rows,mean_score,observed_rate,abs_gap
T0_current_reference,fold_2021,2020,2021,validation,isotonic,5,0.4,0.5,4436,0.44206492335437336,0.4420649233543733,5.551115123125783e-17
T0_current_reference,fold_2021,2020,2021,validation,isotonic,6,0.5,0.6000000000000001,1781,0.5468837731611454,0.5468837731611454,0.0
T0_current_reference,fold_2021,2020,2021,validation,isotonic,7,0.6000000000000001,0.7000000000000001,833,0.6518607442977191,0.6518607442977191,0.0
T0_current_reference,fold_2021,2020,2021,validation,isotonic,8,0.7000000000000001,0.8,135,0.762962962962963,0.762962962962963,0.0
T0_current_reference,fold_2021,2020,2021,validation,isotonic,9,0.8,0.9,6,0.8333333333333334,0.8333333333333334,0.0
T0_current_reference,fold_2021,2020,2021,validation,isotonic,10,0.9,1.0,0,,,
T0_current_reference,fold_2021,2020,2021,test,isotonic,1,0.0,0.1,56017,0.053487707747073114,0.0538765017762465,0.0003887940291733838
T0_current_reference,fold_2021,2020,2021,test,isotonic,2,0.1,0.2,33473,0.14256475130582993,0.1301944851074,0.01237026619842993
T0_current_reference,fold_2021,2020,2021,test,isotonic,3,0.2,0.30000000000000004,18917,0.23192981647373204,0.21361738119152085,0.018312435282211187
T0_current_reference,fold_2021,2020,2021,test,isotonic,4,0.30000000000000004,0.4,6813,0.340446971989632,0.28504329957434316,0.05540367241528882
T0_current_reference,fold_2021,2020,2021,test,isotonic,5,0.4,0.5,4281,0.441549192451031,0.3611305769679981,0.08041861548303292
T0_current_reference,fold_2021,2020,2021,test,isotonic,6,0.5,0.6000000000000001,1879,0.5461088177137825,0.45290047897817987,0.09320833873560264
T0_current_reference,fold_2021,2020,2021,test,isotonic,7,0.6000000000000001,0.7000000000000001,1082,0.6528044270958111,0.5175600739371534,0.13524435315865768
T0_current_reference,fold_2021,2020,2021,test,isotonic,8,0.7000000000000001,0.8,151,0.762962962962963,0.5960264900662252,0.16693647289673774
T0_current_reference,fold_2021,2020,2021,test,isotonic,9,0.8,0.9,3,0.8333333333333334,0.6666666666666666,0.16666666666666674
T0_current_reference,fold_2021,2020,2021,test,isotonic,10,0.9,1.0,0,,,
T0_current_reference,fold_2022,2021,2022,validation,uncalibrated,1,0.0,0.1,4439,0.06250565119867543,0.008109934669970714,0.054395716528704716
T0_current_reference,fold_2022,2021,2022,validation,uncalibrated,2,0.1,0.2,15265,0.15627132943665917,0.02843105142482804,0.12784027801183112
T0_current_reference,fold_2022,2021,2022,validation,uncalibrated,3,0.2,0.30000000000000004,12897,0.24779366112890108,0.04628983484531286,0.2015038262835882
T0_current_reference,fold_2022,2021,2022,validation,uncalibrated,4,0.30000000000000004,0.4,14786,0.35203379952423614,0.07879074800486947,0.2732430515193667
T0_current_reference,fold_2022,2021,2022,validation,uncalibrated,5,0.4,0.5,18652,0.4507994668133661,0.10283079562513403,0.34796867118823205
T0_current_reference,fold_2022,2021,2022,validation,uncalibrated,6,0.5,0.6000000000000001,19441,0.5500114145967058,0.1385216809834885,0.4114897336132173
T0_current_reference,fold_2022,2021,2022,validation,uncalibrated,7,0.6000000000000001,0.7000000000000001,18159,0.6484308995226564,0.19026378104521174,0.4581671184774447
T0_current_reference,fold_2022,2021,2022,validation,uncalibrated,8,0.7000000000000001,0.8,13070,0.7458290177373431,0.27069625095638866,0.47513276678095445
T0_current_reference,fold_2022,2021,2022,validation,uncalibrated,9,0.8,0.9,5410,0.8377167941720797,0.41700554528650646,0.4207112488855732
T0_current_reference,fold_2022,2021,2022,validation,uncalibrated,10,0.9,1.0,497,0.9206677047814198,0.635814889336016,0.28485281544540375
T0_current_reference,fold_2022,2021,2022,test,uncalibrated,1,0.0,0.1,3532,0.06500713754446819,0.01189127972819932,0.05311585781626887
T0_current_reference,fold_2022,2021,2022,test,uncalibrated,2,0.1,0.2,14425,0.15691550799661022,0.02634315424610052,0.1305723537505097
T0_current_reference,fold_2022,2021,2022,test,uncalibrated,3,0.2,0.30000000000000004,13127,0.24891312556021178,0.04494553210939285,0.20396759345081894
T0_current_reference,fold_2022,2021,2022,test,uncalibrated,4,0.30000000000000004,0.4,15625,0.35226814481929936,0.06912,0.28314814481929934
T0_current_reference,fold_2022,2021,2022,test,uncalibrated,5,0.4,0.5,18695,0.45071918003111006,0.09537309441027013,0.3553460856208399
T0_current_reference,fold_2022,2021,2022,test,uncalibrated,6,0.5,0.6000000000000001,19379,0.5498263432418647,0.1285928066463698,0.42123353659549495
T0_current_reference,fold_2022,2021,2022,test,uncalibrated,7,0.6000000000000001,0.7000000000000001,18147,0.6488218233153937,0.1774949027387447,0.47132692057664904
T0_current_reference,fold_2022,2021,2022,test,uncalibrated,8,0.7000000000000001,0.8,13665,0.7456631686353343,0.25876326381266007,0.48689990482267426
T0_current_reference,fold_2022,2021,2022,test,uncalibrated,9,0.8,0.9,5491,0.8382717927167095,0.3724276088144236,0.4658441839022859
T0_current_reference,fold_2022,2021,2022,test,uncalibrated,10,0.9,1.0,530,0.9184998479058156,0.5132075471698113,0.4052923007360043
T0_current_reference,fold_2022,2021,2022,validation,platt,1,0.0,0.1,57800,0.05160921651647856,0.05543252595155709,0.0038233094350785327
T0_current_reference,fold_2022,2021,2022,validation,platt,2,0.1,0.2,35454,0.1452579991782908,0.14119704405708805,0.004060955121202747
T0_current_reference,fold_2022,2021,2022,validation,platt,3,0.2,0.30000000000000004,19399,0.2446052108408437,0.22764060003092942,0.016964610809914266
T0_current_reference,fold_2022,2021,2022,validation,platt,4,0.30000000000000004,0.4,8334,0.34035450459852723,0.34821214302855774,0.007857638430030511
T0_current_reference,fold_2022,2021,2022,validation,platt,5,0.4,0.5,1610,0.43038610445626724,0.537888198757764,0.10750209430149671
T0_current_reference,fold_2022,2021,2022,validation,platt,6,0.5,0.6000000000000001,19,0.5096067937342752,0.7368421052631579,0.22723531152888266
T0_current_reference,fold_2022,2021,2022,validation,platt,7,0.6000000000000001,0.7000000000000001,0,,,
T0_current_reference,fold_2022,2021,2022,validation,platt,8,0.7000000000000001,0.8,0,,,
T0_current_reference,fold_2022,2021,2022,validation,platt,9,0.8,0.9,0,,,
T0_current_reference,fold_2022,2021,2022,validation,platt,10,0.9,1.0,0,,,
T0_current_reference,fold_2022,2021,2022,test,platt,1,0.0,0.1,57107,0.052712564788420124,0.05260300838776332,0.00010955640065680311
T0_current_reference,fold_2022,2021,2022,test,platt,2,0.1,0.2,35310,0.14497493645833331,0.13098272444066836,0.013992212017664957
T0_current_reference,fold_2022,2021,2022,test,platt,3,0.2,0.30000000000000004,19933,0.24483352510405587,0.21436813324637535,0.03046539185768052
T0_current_reference,fold_2022,2021,2022,test,platt,4,0.30000000000000004,0.4,8588,0.3403886275273412,0.3219608756404285,0.018427751886912702
T0_current_reference,fold_2022,2021,2022,test,platt,5,0.4,0.5,1668,0.43076553824906993,0.459832134292566,0.02906659604349604
T0_current_reference,fold_2022,2021,2022,test,platt,6,0.5,0.6000000000000001,10,0.512664819516982,0.7,0.187335180483018
T0_current_reference,fold_2022,2021,2022,test,platt,7,0.6000000000000001,0.7000000000000001,0,,,
T0_current_reference,fold_2022,2021,2022,test,platt,8,0.7000000000000001,0.8,0,,,
T0_current_reference,fold_2022,2021,2022,test,platt,9,0.8,0.9,0,,,
T0_current_reference,fold_2022,2021,2022,test,platt,10,0.9,1.0,0,,,
T0_current_reference,fold_2022,2021,2022,validation,isotonic,1,0.0,0.1,56859,0.05432737429430697,0.05432737121651805,3.077788919558788e-09
T0_current_reference,fold_2022,2021,2022,validation,isotonic,2,0.1,0.2,40666,0.14493680224265973,0.14493680224265973,0.0
T0_current_reference,fold_2022,2021,2022,validation,isotonic,3,0.2,0.30000000000000004,17021,0.24446272251924095,0.24446272251924095,0.0
T0_current_reference,fold_2022,2021,2022,validation,isotonic,4,0.30000000000000004,0.4,5368,0.35171385991058124,0.35171385991058124,0.0
T0_current_reference,fold_2022,2021,2022,validation,isotonic,5,0.4,0.5,1548,0.45930232558139533,0.45930232558139533,0.0
T0_current_reference,fold_2022,2021,2022,validation,isotonic,6,0.5,0.6000000000000001,972,0.5483539094650206,0.5483539094650206,0.0
T0_current_reference,fold_2022,2021,2022,validation,isotonic,7,0.6000000000000001,0.7000000000000001,26,0.6153846153846154,0.6153846153846154,0.0
T0_current_reference,fold_2022,2021,2022,validation,isotonic,8,0.7000000000000001,0.8,152,0.7368421052631577,0.7368421052631579,1.1102230246251565e-16
T0_current_reference,fold_2022,2021,2022,validation,isotonic,9,0.8,0.9,0,,,
T0_current_reference,fold_2022,2021,2022,validation,isotonic,10,0.9,1.0,4,0.999999,1.0,1.0000000000287557e-06
T0_current_reference,fold_2022,2021,2022,test,isotonic,1,0.0,0.1,56187,0.05596167925768991,0.05204050759072383,0.003921171666966081
T0_current_reference,fold_2022,2021,2022,test,isotonic,2,0.1,0.2,40656,0.1449241428020872,0.13508461235733962,0.009839530444747585
T0_current_reference,fold_2022,2021,2022,test,isotonic,3,0.2,0.30000000000000004,17437,0.2447407242022676,0.22922521075873142,0.015515513443536189
T0_current_reference,fold_2022,2021,2022,test,isotonic,4,0.30000000000000004,0.4,5498,0.3504988751373727,0.3244816296835213,0.026017245453851423
T0_current_reference,fold_2022,2021,2022,test,isotonic,5,0.4,0.5,1620,0.4600120338996561,0.412962962962963,0.04704907093669314
T0_current_reference,fold_2022,2021,2022,test,isotonic,6,0.5,0.6000000000000001,1047,0.5497169451432581,0.4584527220630373,0.09126422308022081
T0_current_reference,fold_2022,2021,2022,test,isotonic,7,0.6000000000000001,0.7000000000000001,28,0.6171171600619448,0.39285714285714285,0.224260017204802
T0_current_reference,fold_2022,2021,2022,test,isotonic,8,0.7000000000000001,0.8,139,0.7368421052631577,0.5827338129496403,0.15410829231351741
T0_current_reference,fold_2022,2021,2022,test,isotonic,9,0.8,0.9,1,0.8681170817978326,0.0,0.8681170817978326
T0_current_reference,fold_2022,2021,2022,test,isotonic,10,0.9,1.0,3,0.999999,1.0,1.0000000000287557e-06
T0_current_reference,fold_2023,2022,2023,validation,uncalibrated,1,0.0,0.1,7173,0.05805600888775299,0.018402342116269343,0.039653666771483645
T0_current_reference,fold_2023,2022,2023,validation,uncalibrated,2,0.1,0.2,16192,0.15786780542690956,0.03934041501976285,0.11852739040714672
T0_current_reference,fold_2023,2022,2023,validation,uncalibrated,3,0.2,0.30000000000000004,18533,0.24784189818551894,0.058004640371229696,0.18983725781428923
T0_current_reference,fold_2023,2022,2023,validation,uncalibrated,4,0.30000000000000004,0.4,17954,0.35096466117290803,0.0861646429764955,0.2648000181964125
T0_current_reference,fold_2023,2022,2023,validation,uncalibrated,5,0.4,0.5,19296,0.4501240353165874,0.1214759535655058,0.3286480817510816
T0_current_reference,fold_2023,2022,2023,validation,uncalibrated,6,0.5,0.6000000000000001,18258,0.549042782396504,0.16042282834921678,0.38861995404728716
T0_current_reference,fold_2023,2022,2023,validation,uncalibrated,7,0.6000000000000001,0.7000000000000001,14036,0.6470033492919602,0.21459105158164718,0.4324122977103131
T0_current_reference,fold_2023,2022,2023,validation,uncalibrated,8,0.7000000000000001,0.8,7975,0.7444550905630736,0.29705329153605015,0.44740179902702343
T0_current_reference,fold_2023,2022,2023,validation,uncalibrated,9,0.8,0.9,2988,0.8375122948388048,0.4243641231593039,0.41314817167950096
T0_current_reference,fold_2023,2022,2023,validation,uncalibrated,10,0.9,1.0,211,0.9146884464475249,0.6066350710900474,0.30805337535747745
T0_current_reference,fold_2023,2022,2023,test,uncalibrated,1,0.0,0.1,6686,0.06068090967991158,0.018695782231528568,0.04198512744838301
T0_current_reference,fold_2023,2022,2023,test,uncalibrated,2,0.1,0.2,16887,0.1582781935630393,0.03251021495825191,0.1257679786047874
T0_current_reference,fold_2023,2022,2023,test,uncalibrated,3,0.2,0.30000000000000004,18545,0.2473626613993279,0.05554057697492586,0.19182208442440202
T0_current_reference,fold_2023,2022,2023,test,uncalibrated,4,0.30000000000000004,0.4,18011,0.3505722293196885,0.08805729831769474,0.26251493100199375
T0_current_reference,fold_2023,2022,2023,test,uncalibrated,5,0.4,0.5,19225,0.4500595103760195,0.12312093628088426,0.3269385740951352
T0_current_reference,fold_2023,2022,2023,test,uncalibrated,6,0.5,0.6000000000000001,18187,0.548681396066692,0.16874690713146753,0.3799344889352244
T0_current_reference,fold_2023,2022,2023,test,uncalibrated,7,0.6000000000000001,0.7000000000000001,14353,0.6471965286645583,0.21793353305929075,0.4292629956052676
T0_current_reference,fold_2023,2022,2023,test,uncalibrated,8,0.7000000000000001,0.8,7991,0.7436145166171705,0.31560505568764863,0.42800946092952186
T0_current_reference,fold_2023,2022,2023,test,uncalibrated,9,0.8,0.9,2599,0.8356598458325855,0.4274721046556368,0.40818774117694867
T0_current_reference,fold_2023,2022,2023,test,uncalibrated,10,0.9,1.0,132,0.915476245271154,0.6590909090909091,0.25638533618024495
T0_current_reference,fold_2023,2022,2023,validation,platt,1,0.0,0.1,61378,0.05627232763340034,0.05770797354100818,0.0014356459076078354
T0_current_reference,fold_2023,2022,2023,validation,platt,2,0.1,0.2,37259,0.1440144434882059,0.1435626291634236,0.000451814324782307
T0_current_reference,fold_2023,2022,2023,validation,platt,3,0.2,0.30000000000000004,16727,0.24241587173281537,0.22962874394691218,0.012787127785903185
T0_current_reference,fold_2023,2022,2023,validation,platt,4,0.30000000000000004,0.4,6103,0.3409567225709141,0.34343765361297723,0.0024809310420631503
T0_current_reference,fold_2023,2022,2023,validation,platt,5,0.4,0.5,1144,0.4281233918168189,0.5332167832167832,0.10509339139996432
T0_current_reference,fold_2023,2022,2023,validation,platt,6,0.5,0.6000000000000001,5,0.5073939592006828,0.6,0.09260604079931722
T0_current_reference,fold_2023,2022,2023,validation,platt,7,0.6000000000000001,0.7000000000000001,0,,,
T0_current_reference,fold_2023,2022,2023,validation,platt,8,0.7000000000000001,0.8,0,,,
T0_current_reference,fold_2023,2022,2023,validation,platt,9,0.8,0.9,0,,,
T0_current_reference,fold_2023,2022,2023,validation,platt,10,0.9,1.0,0,,,
T0_current_reference,fold_2023,2022,2023,test,platt,1,0.0,0.1,61652,0.05631757325999836,0.056137675987802504,0.00017989727219585444
T0_current_reference,fold_2023,2022,2023,test,platt,2,0.1,0.2,37199,0.14402536087393827,0.14828355600957016,0.004258195135631887
T0_current_reference,fold_2023,2022,2023,test,platt,3,0.2,0.30000000000000004,17037,0.2425462629827732,0.23771790808240886,0.0048283549003643456
T0_current_reference,fold_2023,2022,2023,test,platt,4,0.30000000000000004,0.4,5842,0.33944822631886334,0.3604929818555289,0.02104475553666557
T0_current_reference,fold_2023,2022,2023,test,platt,5,0.4,0.5,884,0.42634577069589275,0.49660633484162897,0.07026056414573623
T0_current_reference,fold_2023,2022,2023,test,platt,6,0.5,0.6000000000000001,2,0.5029984309748867,1.0,0.4970015690251133
T0_current_reference,fold_2023,2022,2023,test,platt,7,0.6000000000000001,0.7000000000000001,0,,,
T0_current_reference,fold_2023,2022,2023,test,platt,8,0.7000000000000001,0.8,0,,,
T0_current_reference,fold_2023,2022,2023,test,platt,9,0.8,0.9,0,,,
T0_current_reference,fold_2023,2022,2023,test,platt,10,0.9,1.0,0,,,
T0_current_reference,fold_2023,2022,2023,validation,isotonic,1,0.0,0.1,61728,0.05783437198678071,0.057834370139968894,1.8468118145875678e-09
T0_current_reference,fold_2023,2022,2023,validation,isotonic,2,0.1,0.2,43433,0.1517970206985472,0.1517970206985472,0.0
T0_current_reference,fold_2023,2022,2023,validation,isotonic,3,0.2,0.30000000000000004,11812,0.25685743311886217,0.25685743311886217,0.0
T0_current_reference,fold_2023,2022,2023,validation,isotonic,4,0.30000000000000004,0.4,4286,0.35767615492300514,0.35767615492300514,0.0
T0_current_reference,fold_2023,2022,2023,validation,isotonic,5,0.4,0.5,822,0.4817518248175183,0.48175182481751827,5.551115123125783e-17
T0_current_reference,fold_2023,2022,2023,validation,isotonic,6,0.5,0.6000000000000001,381,0.5616797900262468,0.5616797900262467,1.1102230246251565e-16
T0_current_reference,fold_2023,2022,2023,validation,isotonic,7,0.6000000000000001,0.7000000000000001,153,0.6535947712418301,0.6535947712418301,0.0
T0_current_reference,fold_2023,2022,2023,validation,isotonic,8,0.7000000000000001,0.8,0,,,
T0_current_reference,fold_2023,2022,2023,validation,isotonic,9,0.8,0.9,0,,,
T0_current_reference,fold_2023,2022,2023,validation,isotonic,10,0.9,1.0,1,0.999999,1.0,1.0000000000287557e-06
T0_current_reference,fold_2023,2022,2023,test,isotonic,1,0.0,0.1,62012,0.058016874369758165,0.0565051925433787,0.0015116818263794657
T0_current_reference,fold_2023,2022,2023,test,isotonic,2,0.1,0.2,43388,0.15187495331844286,0.1568866967825205,0.00501174346407765
T0_current_reference,fold_2023,2022,2023,test,isotonic,3,0.2,0.30000000000000004,12080,0.2566395257942838,0.2678807947019868,0.011241268907702995
T0_current_reference,fold_2023,2022,2023,test,isotonic,4,0.30000000000000004,0.4,4093,0.355999877210868,0.36916687026630834,0.013166993055440335
T0_current_reference,fold_2023,2022,2023,test,isotonic,5,0.4,0.5,656,0.48287401315509293,0.4420731707317073,0.04080084242338561
T0_current_reference,fold_2023,2022,2023,test,isotonic,6,0.5,0.6000000000000001,295,0.5602635053992617,0.5559322033898305,0.004331302009431215
T0_current_reference,fold_2023,2022,2023,test,isotonic,7,0.6000000000000001,0.7000000000000001,92,0.6535255890609482,0.6739130434782609,0.02038745441731271
T0_current_reference,fold_2023,2022,2023,test,isotonic,8,0.7000000000000001,0.8,0,,,
T0_current_reference,fold_2023,2022,2023,test,isotonic,9,0.8,0.9,0,,,
T0_current_reference,fold_2023,2022,2023,test,isotonic,10,0.9,1.0,0,,,
T0_current_reference,fold_2024,2023,2024,validation,uncalibrated,1,0.0,0.1,4518,0.06578239812662738,0.01416555998229305,0.051616838144334334
T0_current_reference,fold_2024,2023,2024,validation,uncalibrated,2,0.1,0.2,18248,0.15760610981225207,0.028003068829460763,0.1296030409827913
T0_current_reference,fold_2024,2023,2024,validation,uncalibrated,3,0.2,0.30000000000000004,15495,0.25034201989654564,0.04930622781542433,0.20103579208112132
T0_current_reference,fold_2024,2023,2024,validation,uncalibrated,4,0.30000000000000004,0.4,19915,0.3516277404082096,0.08184785337685162,0.26977988703135797
T0_current_reference,fold_2024,2023,2024,validation,uncalibrated,5,0.4,0.5,21482,0.4495832510296962,0.11712131086491016,0.33246194016478603
T0_current_reference,fold_2024,2023,2024,validation,uncalibrated,6,0.5,0.6000000000000001,19710,0.548381582469294,0.17382039573820396,0.37456118673109007
T0_current_reference,fold_2024,2023,2024,validation,uncalibrated,7,0.6000000000000001,0.7000000000000001,13724,0.6459959682311291,0.23338676770620811,0.412609200524921
T0_current_reference,fold_2024,2023,2024,validation,uncalibrated,8,0.7000000000000001,0.8,7252,0.7422537258037291,0.32804743519029234,0.4142062906134367
T0_current_reference,fold_2024,2023,2024,validation,uncalibrated,9,0.8,0.9,2135,0.8357265110128098,0.4576112412177986,0.3781152697950112
T0_current_reference,fold_2024,2023,2024,validation,uncalibrated,10,0.9,1.0,137,0.9185355257326414,0.7591240875912408,0.15941143814140057
T0_current_reference,fold_2024,2023,2024,test,uncalibrated,1,0.0,0.1,5556,0.06509268163003623,0.010979121670266379,0.05411355995976985
T0_current_reference,fold_2024,2023,2024,test,uncalibrated,2,0.1,0.2,19563,0.15670290127676775,0.02632520574554005,0.1303776955312277
T0_current_reference,fold_2024,2023,2024,test,uncalibrated,3,0.2,0.30000000000000004,17229,0.24961493103113627,0.05212142318184457,0.1974935078492917
T0_current_reference,fold_2024,2023,2024,test,uncalibrated,4,0.30000000000000004,0.4,20417,0.35136385399367875,0.08600675907332125,0.26535709492035753
T0_current_reference,fold_2024,2023,2024,test,uncalibrated,5,0.4,0.5,21113,0.449360708727396,0.12347842561455027,0.3258822831128457
T0_current_reference,fold_2024,2023,2024,test,uncalibrated,6,0.5,0.6000000000000001,18441,0.548146140670904,0.1750447372702131,0.37310140340069087
T0_current_reference,fold_2024,2023,2024,test,uncalibrated,7,0.6000000000000001,0.7000000000000001,12836,0.6463490969810178,0.24267684636958553,0.4036722506114323
T0_current_reference,fold_2024,2023,2024,test,uncalibrated,8,0.7000000000000001,0.8,7228,0.742763590830294,0.33314886552296624,0.40961472530732773
T0_current_reference,fold_2024,2023,2024,test,uncalibrated,9,0.8,0.9,2439,0.8383594157222741,0.4821648216482165,0.3561945940740576
T0_current_reference,fold_2024,2023,2024,test,uncalibrated,10,0.9,1.0,152,0.9159919137806448,0.618421052631579,0.29757086114906584
T0_current_reference,fold_2024,2023,2024,validation,platt,1,0.0,0.1,62192,0.05344859566153024,0.05436390532544379,0.0009153096639135452
T0_current_reference,fold_2024,2023,2024,validation,platt,2,0.1,0.2,35701,0.14393906948507637,0.14741883980840872,0.003479770323332354
T0_current_reference,fold_2024,2023,2024,validation,platt,3,0.2,0.30000000000000004,15865,0.24316033487669053,0.23057043807122596,0.012589896805464573
T0_current_reference,fold_2024,2023,2024,validation,platt,4,0.30000000000000004,0.4,6631,0.3413368316301275,0.3334338712109787,0.007902960419148786
T0_current_reference,fold_2024,2023,2024,validation,platt,5,0.4,0.5,1994,0.437626641599048,0.44884653961885657,0.01121989801980855
T0_current_reference,fold_2024,2023,2024,validation,platt,6,0.5,0.6000000000000001,233,0.524429758984557,0.7124463519313304,0.18801659294677342
T0_current_reference,fold_2024,2023,2024,validation,platt,7,0.6000000000000001,0.7000000000000001,0,,,
T0_current_reference,fold_2024,2023,2024,validation,platt,8,0.7000000000000001,0.8,0,,,
T0_current_reference,fold_2024,2023,2024,validation,platt,9,0.8,0.9,0,,,
T0_current_reference,fold_2024,2023,2024,validation,platt,10,0.9,1.0,0,,,
T0_current_reference,fold_2024,2023,2024,test,platt,1,0.0,0.1,66736,0.05243431428961042,0.05460321265883481,0.0021688983692243896
T0_current_reference,fold_2024,2023,2024,test,platt,2,0.1,0.2,34172,0.1431481742318558,0.14965468804869483,0.006506513816839032
T0_current_reference,fold_2024,2023,2024,test,platt,3,0.2,0.30000000000000004,14883,0.24340883743445804,0.24316334072431633,0.00024549671014170715
T0_current_reference,fold_2024,2023,2024,test,platt,4,0.30000000000000004,0.4,6624,0.3416079696990457,0.33544685990338163,0.006161109795664088
T0_current_reference,fold_2024,2023,2024,test,platt,5,0.4,0.5,2266,0.439642255619749,0.4744042365401589,0.034761980920409885
T0_current_reference,fold_2024,2023,2024,test,platt,6,0.5,0.6000000000000001,293,0.520664356746189,0.6279863481228669,0.10732199137667786
T0_current_reference,fold_2024,2023,2024,test,platt,7,0.6000000000000001,0.7000000000000001,0,,,
T0_current_reference,fold_2024,2023,2024,test,platt,8,0.7000000000000001,0.8,0,,,
T0_current_reference,fold_2024,2023,2024,test,platt,9,0.8,0.9,0,,,
T0_current_reference,fold_2024,2023,2024,test,platt,10,0.9,1.0,0,,,
T0_current_reference,fold_2024,2023,2024,validation,isotonic,1,0.0,0.1,59756,0.05197804411272508,0.051978044045786195,6.693888499054168e-11
T0_current_reference,fold_2024,2023,2024,validation,isotonic,2,0.1,0.2,40880,0.1478228962818004,0.1478228962818004,0.0
T0_current_reference,fold_2024,2023,2024,validation,isotonic,3,0.2,0.30000000000000004,13699,0.24052850573034526,0.2405285057303453,2.7755575615628914e-17
T0_current_reference,fold_2024,2023,2024,validation,isotonic,4,0.30000000000000004,0.4,6490,0.3445300462249614,0.3445300462249615,5.551115123125783e-17
T0_current_reference,fold_2024,2023,2024,validation,isotonic,5,0.4,0.5,1265,0.4434782608695652,0.4434782608695652,0.0
T0_current_reference,fold_2024,2023,2024,validation,isotonic,6,0.5,0.6000000000000001,232,0.5517241379310345,0.5517241379310345,0.0
T0_current_reference,fold_2024,2023,2024,validation,isotonic,7,0.6000000000000001,0.7000000000000001,203,0.6354679802955664,0.6354679802955665,1.1102230246251565e-16
T0_current_reference,fold_2024,2023,2024,validation,isotonic,8,0.7000000000000001,0.8,35,0.742857142857143,0.7428571428571429,1.1102230246251565e-16
T0_current_reference,fold_2024,2023,2024,validation,isotonic,9,0.8,0.9,55,0.8909090909090909,0.8909090909090909,0.0
T0_current_reference,fold_2024,2023,2024,validation,isotonic,10,0.9,1.0,1,0.999999,1.0,1.0000000000287557e-06
T0_current_reference,fold_2024,2023,2024,test,isotonic,1,0.0,0.1,64215,0.05081789534562452,0.05235536868332944,0.001537473337704924
T0_current_reference,fold_2024,2023,2024,test,isotonic,2,0.1,0.2,39289,0.1469456475338163,0.1510091883224312,0.0040635407886149
T0_current_reference,fold_2024,2023,2024,test,isotonic,3,0.2,0.30000000000000004,12862,0.2408822794469482,0.2524490747939667,0.011566795347018516
T0_current_reference,fold_2024,2023,2024,test,isotonic,4,0.30000000000000004,0.4,6500,0.3450363189349887,0.3447692307692308,0.0002670881657579338
T0_current_reference,fold_2024,2023,2024,test,isotonic,5,0.4,0.5,1420,0.44393198704640036,0.4795774647887324,0.035645477742332066
T0_current_reference,fold_2024,2023,2024,test,isotonic,6,0.5,0.6000000000000001,307,0.5516721589729239,0.5374592833876222,0.01421287558530171
T0_current_reference,fold_2024,2023,2024,test,isotonic,7,0.6000000000000001,0.7000000000000001,296,0.6330771423898769,0.5608108108108109,0.07226633157906603
T0_current_reference,fold_2024,2023,2024,test,isotonic,8,0.7000000000000001,0.8,39,0.742857142857143,0.6923076923076923,0.0505494505494507
T0_current_reference,fold_2024,2023,2024,test,isotonic,9,0.8,0.9,44,0.8902929597038617,0.7954545454545454,0.09483841424931627
T0_current_reference,fold_2024,2023,2024,test,isotonic,10,0.9,1.0,2,0.999999,0.5,0.49999899999999997
T0_current_reference,final_style_2025,2024,2025,validation,uncalibrated,1,0.0,0.1,6996,0.06448754284435233,0.011863922241280732,0.0526236206030716
T0_current_reference,final_style_2025,2024,2025,validation,uncalibrated,2,0.1,0.2,23355,0.15545847028595985,0.03258402911582102,0.12287444117013883
T0_current_reference,final_style_2025,2024,2025,validation,uncalibrated,3,0.2,0.30000000000000004,18900,0.25080213547353497,0.06571428571428571,0.18508784975924925
T0_current_reference,final_style_2025,2024,2025,validation,uncalibrated,4,0.30000000000000004,0.4,21541,0.3506166727284572,0.10036674249106356,0.2502499302373936
T0_current_reference,final_style_2025,2024,2025,validation,uncalibrated,5,0.4,0.5,20577,0.44885151030496356,0.1408368566846479,0.30801465362031566
T0_current_reference,final_style_2025,2024,2025,validation,uncalibrated,6,0.5,0.6000000000000001,16879,0.5470992541490245,0.20084128206647314,0.3462579720825514
T0_current_reference,final_style_2025,2024,2025,validation,uncalibrated,7,0.6000000000000001,0.7000000000000001,10392,0.6455144007955796,0.2704003079291763,0.37511409286640335
T0_current_reference,final_style_2025,2024,2025,validation,uncalibrated,8,0.7000000000000001,0.8,4868,0.7418412200801223,0.36955628594905504,0.3722849341310673
T0_current_reference,final_style_2025,2024,2025,validation,uncalibrated,9,0.8,0.9,1401,0.8379475450314178,0.47894361170592437,0.3590039333254934
T0_current_reference,final_style_2025,2024,2025,validation,uncalibrated,10,0.9,1.0,65,0.916229982063406,0.6461538461538462,0.2700761359095598
T0_current_reference,final_style_2025,2024,2025,test,uncalibrated,1,0.0,0.1,6221,0.06327635079084717,0.0073943095965278895,0.05588204119431928
T0_current_reference,final_style_2025,2024,2025,test,uncalibrated,2,0.1,0.2,21398,0.15624324921996272,0.030376670716889428,0.12586657850307328
T0_current_reference,final_style_2025,2024,2025,test,uncalibrated,3,0.2,0.30000000000000004,18047,0.2511013989102649,0.05773812822075691,0.19336327068950798
T0_current_reference,final_style_2025,2024,2025,test,uncalibrated,4,0.30000000000000004,0.4,21506,0.3511714047000675,0.09871663721752069,0.2524547674825468
