candidate_id,experiment_id,model_name,param_id,feature_set,pos_weight_mode,pos_weight,split,threshold_strategy,rows,positive_rows,positive_share,threshold,predicted_positive_rows,predicted_positive_share,accuracy,balanced_accuracy,precision,recall,specificity,npv,f1,f2,roc_auc,pr_auc,tn,fp,fn,tp
001_E1_main_2015_2025_xgboost_xgb_current_depth8_lr005_pw_none,E1_main_2015_2025,xgboost,xgb_current_depth8_lr005,prospective_forecast_available,none,1.0,validation,default_0_5,122616,15574,0.12701441899915183,0.5,1288,0.010504338748613559,0.8735075357212762,0.5188441470823288,0.5248447204968945,0.04340567612687813,0.9942826180377795,0.8772088883027825,0.0801802870359388,0.053158027176648213,0.7506090915294709,0.30672888653295227,106430,612,14898,676
001_E1_main_2015_2025_xgboost_xgb_current_depth8_lr005_pw_none,E1_main_2015_2025,xgboost,xgb_current_depth8_lr005,prospective_forecast_available,none,1.0,test,default_0_5,247590,31570,0.12750918857789087,0.5,3181,0.012847853305868573,0.87358536289834,0.5239683348281581,0.5425966677145552,0.0546721571111815,0.9932645125451347,0.8778932036054319,0.09933527092745532,0.06666100215508917,0.7581803401220755,0.3206415338820079,214565,1455,29844,1726
001_E1_main_2015_2025_xgboost_xgb_current_depth8_lr005_pw_none,E1_main_2015_2025,xgboost,xgb_current_depth8_lr005,prospective_forecast_available,none,1.0,validation,best_f1,122616,15574,0.12701441899915183,0.167033,29002,0.23652704377895217,0.7702583675866118,0.6662021388699282,0.2828425625818909,0.5267111853088481,0.8056930924310084,0.9212617770846241,0.3680455850681981,0.449243137856251,0.7506090915294709,0.30672888653295227,86243,20799,7371,8203
001_E1_main_2015_2025_xgboost_xgb_current_depth8_lr005_pw_none,E1_main_2015_2025,xgboost,xgb_current_depth8_lr005,prospective_forecast_available,none,1.0,test,best_f1,247590,31570,0.12750918857789087,0.167033,54850,0.22153560321499252,0.7819217254331758,0.6673493677496807,0.295587967183227,0.5135571745327843,0.8211415609665772,0.9203227145377192,0.3752140708169405,0.4475514823607354,0.7581803401220755,0.3206415338820079,177383,38637,15357,16213
001_E1_main_2015_2025_xgboost_xgb_current_depth8_lr005_pw_none,E1_main_2015_2025,xgboost,xgb_current_depth8_lr005,prospective_forecast_available,none,1.0,validation,best_f2,122616,15574,0.12701441899915183,0.08937,59795,0.48766066418738174,0.5893765903307888,0.68075967653344,0.20921481729241576,0.8032618466675228,0.5582575063993572,0.9512265006924436,0.331966723719301,0.5123227756345676,0.7506090915294709,0.30672888653295227,59757,47285,3064,12510
001_E1_main_2015_2025_xgboost_xgb_current_depth8_lr005_pw_none,E1_main_2015_2025,xgboost,xgb_current_depth8_lr005,prospective_forecast_available,none,1.0,test,best_f2,247590,31570,0.12750918857789087,0.08937,113715,0.4592875318066158,0.6134779272183852,0.6868481833516689,0.2180275249527327,0.7853341780171048,0.5883621886862328,0.9493781512605042,0.34130157965378394,0.5165315944082168,0.7581803401220755,0.3206415338820079,127098,88922,6777,24793
001_E1_main_2015_2025_xgboost_xgb_current_depth8_lr005_pw_none,E1_main_2015_2025,xgboost,xgb_current_depth8_lr005,prospective_forecast_available,none,1.0,validation,best_balanced_accuracy,122616,15574,0.12701441899915183,0.105951,51344,0.4187381744633653,0.642982971227246,0.6857023091649015,0.22536226238703647,0.7429690509824066,0.6284355673473964,0.943834886070266,0.34582623509369675,0.5091077085533263,0.7506090915294709,0.30672888653295227,67269,39773,4003,11571
001_E1_main_2015_2025_xgboost_xgb_current_depth8_lr005_pw_none,E1_main_2015_2025,xgboost,xgb_current_depth8_lr005,prospective_forecast_available,none,1.0,test,best_balanced_accuracy,247590,31570,0.12750918857789087,0.105951,97230,0.3927056827820187,0.6646875883517105,0.6904603150196942,0.23542116630669546,0.7250554323725056,0.6558651976668827,0.9422718808193669,0.35543478260869565,0.5120576260569997,0.7581803401220755,0.3206415338820079,141680,74340,8680,22890
001_E1_main_2015_2025_xgboost_xgb_current_depth8_lr005_pw_none,E1_main_2015_2025,xgboost,xgb_current_depth8_lr005,prospective_forecast_available,none,1.0,validation,best_precision_at_min_recall,122616,15574,0.12701441899915183,0.116721,46513,0.37933874861355776,0.672139035688654,0.6851729817316337,0.23526755960699158,0.7026454346988571,0.6677005287644102,0.9391482595955482,0.3525053553884066,0.5028536242406418,0.7506090915294709,0.30672888653295227,71472,35570,4631,10943
001_E1_main_2015_2025_xgboost_xgb_current_depth8_lr005_pw_none,E1_main_2015_2025,xgboost,xgb_current_depth8_lr005,prospective_forecast_available,none,1.0,test,best_precision_at_min_recall,247590,31570,0.12750918857789087,0.116721,87915,0.35508300012116806,0.6925522032392262,0.6900926938480485,0.2466245805607689,0.6867912575229649,0.6933941301731321,0.9380742132456552,0.36292421642884043,0.5061275940147996,0.7581803401220755,0.3206415338820079,149787,66233,9888,21682
001_E1_main_2015_2025_xgboost_xgb_current_depth8_lr005_pw_none,E1_main_2015_2025,xgboost,xgb_current_depth8_lr005,prospective_forecast_available,none,1.0,validation,best_recall_at_min_precision,122616,15574,0.12701441899915183,0.133305,39872,0.3251777908266458,0.7107065962027794,0.6810357995624265,0.25047652487961475,0.641261076152562,0.7208105229722912,0.9324784878661897,0.3602423980088735,0.48875381724218936,0.7506090915294709,0.30672888653295227,77157,29885,5587,9987
001_E1_main_2015_2025_xgboost_xgb_current_depth8_lr005_pw_none,E1_main_2015_2025,xgboost,xgb_current_depth8_lr005,prospective_forecast_available,none,1.0,test,best_recall_at_min_precision,247590,31570,0.12750918857789087,0.133305,75331,0.3042570378448241,0.7281271456843976,0.6849478552839917,0.26276035098432254,0.6269876464998416,0.7429080640681418,0.9316378244387812,0.3703239445842415,0.4908958340566735,0.7581803401220755,0.3206415338820079,160483,55537,11776,19794
