pr_auc,precision_at_5pct,precision,recall,f1,alert_rate,volume_decile,rows,positive_rows,event_prevalence
0.08499505239555626,0.07130434782608695,0.1415929203539823,0.07017543859649122,0.093841642228739,0.004916035847907422,D1,22986,228,0.009919081179848603
0.24926125005785735,0.34067796610169493,0.2269342829394626,0.5375766871165644,0.31914409287502843,0.26213509843856075,D2,11784,1304,0.11065852002715547
0.2946159004680748,0.41025641025641024,0.23756639304683727,0.6393762183235867,0.34641788417532127,0.37947778286761336,D3,10915,1539,0.14099862574438846
0.32475395920542205,0.4546979865771812,0.2744471089794831,0.5842314237095859,0.3734590282813633,0.3148489932885906,D4,11920,1763,0.14790268456375838
0.31059186826456414,0.40930979133226325,0.26643961226093793,0.5675223214285714,0.3626314851132109,0.3065124869509355,D5,12453,1792,0.14390106801573918
0.27688088734755056,0.368,0.24745475113122173,0.5559085133418044,0.3424657534246575,0.2830838203506525,D6,12491,1574,0.12601072772396124
0.31018493168192063,0.4272890484739677,0.2640218878248974,0.546742209631728,0.35608856088560886,0.2627369934405607,D7,11129,1412,0.12687573007457992
0.33914929203656985,0.458041958041958,0.27651403249630724,0.6178217821782178,0.3820408163265306,0.2960986703988803,D8,11432,1515,0.13252274317704688
0.39928973087929437,0.5525114155251142,0.3035157062617017,0.5991786447638604,0.40292736813035074,0.2745915686050497,D9,17506,2435,0.13909516737118702
